UA,Lat,Long,cycle,lst_max,lst_mean,lst_min,lst_sd,ndvi_max,ndvi_mean,ndvi_min,ndvi_sd,prec_max,prec_mean,prec_min,prec_sd,rad_mean,rad_sd,umid_mean,umid_sd,elevation_m
41,-28.709167,-49.409071,cycle1,37.75000000000006,25.380863636363657,11.07000000000005,5.4291507103736985,0.7145,0.6294797101449278,0.5051,0.0482310128736106,111.13409,4.765551,0.0,12.443159119308032,13.40159361650239,5.70681812003399,81.69517860842151,7.084957136470539,35.0
47,-28.619987,-49.59011,cycle1,33.75000000000006,19.960776255707795,7.03000000000003,5.068177091630662,0.9155,0.8589478260869563,0.5631,0.0556103097747644,113.32234,5.2040625,0.0,13.052295702271929,13.389996911479535,5.7367361398355445,82.76021750812454,8.141408596824371,348.0
49,-28.621879,-49.408916,cycle1,36.81,24.1384353741497,9.870000000000005,5.431899360124572,0.7498,0.6811072463768117,0.6053000000000001,0.0373689955919044,94.383224,4.8711553,0.0,12.026881547916846,13.310298484082288,5.74024842911109,81.93053212505208,7.19859259867029,86.0
50,-28.617853,-49.315469,cycle1,37.01000000000005,24.54815602836883,12.670000000000016,5.138251434626594,0.7915000000000001,0.6940101449275364,0.5787,0.0477258631459121,100.60956,4.6613684,0.0,11.57180611019179,13.127859344356237,5.607845031125535,81.30103718235698,7.2220593650487555,58.0
51,-28.6193,-49.232084,cycle1,36.73000000000002,24.911031941031965,11.33000000000004,5.047150062245318,0.7726000000000001,0.6876768115942029,0.5943,0.0450717050124871,100.60956,4.6613684,0.0,11.57180611019179,13.127859344356237,5.607845031125535,81.30103718235698,7.2220593650487555,36.0
58,-28.529238,-49.497344,cycle1,32.21000000000004,21.002879120879168,7.870000000000003,4.936993997630571,0.8866,0.8346202898550728,0.6503,0.0374734788524752,104.78226,5.0506115,0.0,11.89771951401818,13.218038129744382,5.72494960595718,82.57539419270536,7.874501817396476,207.0
59,-28.526374,-49.412979,cycle1,33.55000000000001,22.19298056155511,5.7900000000000205,4.950102882371065,0.9049,0.8427057971014494,0.6444000000000001,0.038803110901947,93.1545,4.8861217,0.0,11.889214868425038,13.128343941616505,5.711291344733465,82.20747431757074,7.43134679697816,437.0
69,-28.43901,-49.947676,cycle1,31.470000000000027,18.93753398058255,3.1100000000000136,5.705889508551395,0.8461000000000001,0.7741333333333331,0.6869000000000001,0.0446947899783434,93.367676,5.0973926,0.0,11.705312446875842,13.645412173580006,5.855610695932238,81.10008644685452,9.32456617257624,1101.0
70,-28.437969,-49.858788,cycle1,31.410000000000025,18.76949903660888,3.990000000000009,5.649527384831832,0.8340000000000001,0.7567347826086953,0.6641,0.0482133928897201,97.34344,5.218947,0.0,12.181022010169958,13.615505039333415,5.841213115809479,81.69336083403527,9.119143430092988,1036.0
74,-28.443679,-49.498729,cycle1,31.670000000000016,19.187222222222253,5.03000000000003,5.179137607558235,0.8857,0.7878840579710145,0.2567,0.1155707796468067,102.8678,5.042797,0.0,11.933922619763154,13.218038129744382,5.72494960595718,82.57539419270536,7.874501817396476,649.0
77,-28.440231,-49.229925,cycle1,34.27000000000004,22.442374727668867,8.090000000000032,5.254726124951759,0.8314,0.7505318840579714,0.6269,0.0527901684213751,96.358734,4.567738,0.0,11.709730415545598,13.208987382712396,5.696362903063389,81.49742184476938,7.276698066611086,171.0
81,-28.440008,-48.870006,cycle1,35.63000000000005,23.620468750000025,10.550000000000011,4.930761835687652,0.8541000000000001,0.7565913043478262,0.6006,0.0528786243192168,121.508415,4.620758,0.0,12.300542491109749,14.118079211022918,5.882098708357819,80.39442356387458,7.453887797453258,116.0
85,-28.3502,-50.400054,cycle1,33.07000000000005,21.40942622950825,5.3700000000000045,5.52434489835965,0.8263,0.7013130434782608,0.5732,0.0724338617127467,69.290016,4.806756,0.0,10.285196207925924,13.9011489845389,6.011767233025991,79.79757463081664,7.996916046891489,1023.0
87,-28.35029,-50.221382,cycle1,34.450000000000045,21.45592445328034,4.470000000000027,5.652286918214972,0.775,0.684013043478261,0.5461,0.0646921268713815,76.06893,4.8530593,0.0,10.78782559984096,13.754076630200998,5.8992989210843545,79.86041598768463,8.454905294548881,908.0
89,-28.348379,-50.040497,cycle1,33.23000000000002,20.884469696969745,5.850000000000023,5.440944076725171,0.7953,0.6717159420289854,0.5249,0.0796601324526494,79.94646,4.90548,0.0,10.642317833795286,13.632088630200982,5.823505282729911,80.47245485232777,8.583089840754308,1267.0
95,-28.350039,-49.499967,cycle1,32.170000000000016,19.412273781902584,6.230000000000018,5.084858139703934,0.89,0.7848797101449273,0.0967,0.1341485177171685,99.90039,4.8564816,0.0,11.763210746307305,13.094289095954414,5.6554541536186775,82.93526047761225,7.88623055043378,500.0
97,-28.348173,-49.319101,cycle1,35.21000000000004,22.321840354767232,4.350000000000023,5.350417596174004,0.8439000000000001,0.775026086956522,0.5926,0.0425355116843924,99.91475,4.565882,0.0,11.095530591214173,13.075896851205572,5.61468200432945,82.00253313852082,7.138917091618501,163.0
98,-28.352694,-49.231971,cycle1,36.33000000000004,23.21595185995628,4.8700000000000045,5.59034064774742,0.8145,0.7418246376811592,0.6339,0.0439367674950318,98.84973,4.546787,0.0,11.335395122360016,13.075896851205572,5.61468200432945,82.00253313852082,7.138917091618501,340.0
104,-28.260212,-50.670125,cycle1,30.63000000000005,19.59298947368426,2.490000000000009,5.419594266217221,0.8719,0.8076869565217389,0.6208,0.0502781939451862,76.792046,4.7177925,0.0,10.596395756509285,13.881159645726122,6.009613433732973,81.21151784460089,8.258029992957617,780.0
113,-28.260661,-49.86161,cycle1,32.43000000000001,19.88401515151517,5.110000000000014,5.1989407953649085,0.8059000000000001,0.7167956521739134,0.5657,0.0549834321153465,74.93464,5.0124664,0.0,11.419887639254858,13.301413748009216,5.677651017191006,81.31546536202656,9.198841014794429,1426.0
114,-28.260536,-49.76909,cycle1,31.83000000000004,18.74388461538464,4.410000000000025,5.082924838098962,0.8241,0.7389811594202903,0.5660000000000001,0.0542608575266253,80.3619,4.970553,0.0,11.427285185384669,13.397566909653053,5.746249000964461,82.25168581342236,9.19623887975251,1440.0
117,-28.260198,-49.499514,cycle1,31.390000000000043,18.937196652719685,5.57000000000005,5.079271527907858,0.8272,0.7243217391304348,0.3094,0.0948662275080706,88.33276,4.7509274,0.0,11.125111846790508,13.04298283659371,5.629569072347051,83.23956507939175,8.05195157321859,805.0
118,-28.259786,-49.411941,cycle1,33.77000000000004,22.399234135667434,8.610000000000014,4.850521646685157,0.8607,0.787853623188406,0.4539,0.0568017671181292,100.382065,4.7003536,0.0,11.372016550479136,12.88329672335168,5.578996676864151,83.24657699047647,7.5713829763183105,337.0
119,-28.260778,-49.319129,cycle1,33.950000000000045,22.43126086956526,7.850000000000023,5.045929497839199,0.8407,0.7537855072463766,0.5082,0.0564813404492658,99.33601,4.653736,0.0,12.087071956476832,12.911929393671318,5.529629283597224,82.4860701503786,7.219252870968822,287.0
122,-28.259529,-49.049247,cycle1,35.71000000000004,22.79800000000004,6.930000000000007,5.089844749984707,0.8548,0.7941652173913045,0.5513,0.0470473330146663,99.185265,4.697749,0.0,11.943009541758856,13.135530805543468,5.544919362935876,80.24567563497452,7.179085565485947,194.0
123,-28.262477,-48.959494,cycle1,36.670000000000016,23.87750000000004,7.090000000000032,5.346807497625692,0.8161,0.7483057971014493,0.5035000000000001,0.0504903804414115,100.62305,4.6475773,0.0,12.050177938281534,13.346231923351686,5.599642074605637,80.3178022252735,6.9517012492978685,400.0
134,-28.169917,-50.130437,cycle1,33.93000000000001,20.607558139534916,5.810000000000002,5.8200068800499904,0.7886000000000001,0.6886333333333333,0.4231,0.0724479816717434,73.55814,4.8534255,0.0,11.395517753801398,13.511200712392808,5.750908947934093,80.34503719177617,9.036574279719591,1045.0
137,-28.169123,-49.86203,cycle1,31.930000000000007,19.35916030534351,4.510000000000048,5.273442614159953,0.8109000000000001,0.7235753623188405,0.3789,0.0634655227772583,85.984146,4.8569913,0.0,11.389621020873449,13.298342476776336,5.66523096589744,81.50676938257452,9.366851054329974,1381.0
139,-28.169105,-49.68004,cycle1,31.450000000000045,19.101589147286862,4.430000000000007,5.245492693602891,0.8300000000000001,0.7329681159420293,0.5182,0.0654098904296233,78.86019,4.812428,0.0,10.905490726452792,13.207627565360816,5.680492541398749,83.1002347587681,9.355240355714743,1436.0
140,-28.170285,-49.590092,cycle1,31.650000000000038,18.74444444444448,5.230000000000018,5.258397298766525,0.8121,0.7080942028985509,0.6046,0.0627824351972126,93.430756,4.763362,0.0,11.235994632526198,13.112806684995531,5.6491338935968445,83.40316422374983,8.811254607584171,1612.0
141,-28.172088,-49.495816,cycle1,32.110000000000014,19.044965357967705,7.53000000000003,4.853222977228444,0.9021,0.825823188405797,0.2884,0.1117354213749356,96.51823,4.7076674,0.0,10.988371532407808,13.073266310566284,5.60839499423419,83.57638540840864,8.107402626986811,941.0
143,-28.170117,-49.32228,cycle1,35.93000000000001,21.65360086767899,8.310000000000002,5.03027968555226,0.8749,0.7964014492753624,0.5231,0.0553200136563891,108.26119,4.7600617,0.0,11.788599022932036,12.80064362015535,5.4818783584181485,83.13282514058356,7.34746069127875,334.0
146,-28.169306,-49.049919,cycle1,36.55000000000001,23.07646934460889,8.53000000000003,5.139674269218828,0.8457,0.7743768115942028,0.4151,0.0532979705542005,138.9246,4.8690696,0.0,12.802044988503422,12.891657784538896,5.431453413809341,81.55382168557347,7.3767563133117156,261.0
147,-28.168458,-48.958318,cycle1,37.01000000000005,23.73407643312106,9.430000000000009,5.373189908665297,0.8276,0.7548391304347829,0.4583,0.0559255540807921,110.91341,4.848189,0.0,12.717314105514935,13.06214615531516,5.461658906915516,81.0178345487881,6.974080530335534,75.0
148,-28.16948,-48.870237,cycle1,36.05000000000001,21.7841666666667,6.050000000000011,4.952675885656435,0.9016,0.8566826086956519,0.322,0.0733451972416213,108.76218,4.851267,0.0,12.40485581044172,13.43847172426492,5.6090564697670455,81.79365392197613,7.052837244936954,625.0
165,-28.082521,-49.591097,cycle1,29.350000000000023,17.36150743099791,4.2900000000000205,4.772736005720947,0.8459,0.7555478260869565,0.2424,0.0787209207570605,124.79058,4.740864,0.0,11.340291754182532,13.154637148922443,5.630988732487278,83.86531526828998,8.647148573482571,1491.0
166,-28.082899,-49.498262,cycle1,28.83000000000004,16.960814479638035,4.03000000000003,4.871286056413674,0.8454,0.7552797101449277,0.2523,0.0959567649920623,132.22527,4.640373,0.0,11.489133005570183,13.10549110691332,5.603364066906233,83.88338603661374,7.901188133649987,1508.0
167,-28.080325,-49.40999,cycle1,29.19000000000005,17.461908045977047,6.150000000000034,4.6789625326934345,0.8493,0.7681724637681162,0.3092,0.0891849208741073,92.01438,4.6952066,0.0,11.277450592856836,13.000361057598267,5.593329449685599,84.02089704867964,7.603357685659495,1121.0
170,-28.080499,-49.136915,cycle1,36.31,22.60531645569623,8.850000000000023,4.995842913747701,0.8539,0.7851434782608697,0.2609,0.0746670823194823,129.28476,5.052961,0.0,13.090965120628717,12.845752695954433,5.413766946668018,82.64356649054233,7.1253819373868765,301.0
172,-28.080691,-48.960733,cycle1,36.79000000000002,23.105655913978502,8.450000000000045,5.141800116763116,0.8436,0.7764478260869564,0.4331,0.0569862724601055,145.40948,4.9731197,0.0,13.159413692093766,12.99388893339734,5.444776438656807,82.52330081655316,6.862867167249845,288.0
173,-28.079961,-48.869911,cycle1,34.09000000000003,20.84952173913045,8.410000000000025,4.928318589447445,0.8976000000000001,0.8398579710144926,0.2462,0.0801730056955608,102.89547,5.0769234,0.0,12.894088823354124,13.211981152575447,5.520032718599147,82.9609057783997,6.901825373531025,585.0
174,-28.079979,-48.780013,cycle1,36.59000000000003,22.59570806100219,7.53000000000003,4.751411267217405,0.8675,0.7953333333333331,0.2581,0.0741168635912176,118.08362,4.9653087,0.0,12.46265561710836,13.250125313306024,5.516107919782003,83.10523349834952,6.7485952822648025,194.0
175,-28.080009,-48.690006,cycle1,36.23000000000002,23.156987447698786,7.970000000000027,4.616890280455725,0.8589,0.7868942028985508,0.1792,0.080391788613877,110.23064,4.96107,0.0,12.781328028370432,13.416260146182736,5.57884094608376,82.77203548043573,6.5677500664764965,155.0
177,-27.990802,-50.758215,cycle1,31.750000000000057,19.907207207207254,1.2900000000000205,5.520666115829641,0.8456,0.7478333333333335,0.5705,0.0520710180222575,80.36031,4.820662,0.0,10.821023991526742,13.841307161707851,5.970301214206064,81.49524648822876,8.444835272944534,856.0
188,-27.990133,-49.767671,cycle1,30.71000000000004,18.932636916835733,5.090000000000032,5.000504025713057,0.8124,0.7007579710144924,0.5495,0.0631353788271837,81.63193,4.806259,0.0,11.13665508057538,13.141311724264938,5.608146185639099,83.50735633527061,9.36830358090316,1286.0
191,-28.012936,-49.491881,cycle1,30.870000000000005,18.55685224839405,4.690000000000055,5.31175990643879,0.8496,0.7687463768115944,0.3473,0.0733280569505801,137.2728,4.7332473,0.0,11.70065976724411,13.071865371753516,5.58526949827648,84.2243685701226,8.03419784198865,1003.0
192,-27.992173,-49.41219,cycle1,29.390000000000043,17.659281045751648,3.890000000000043,5.001892117532738,0.8735,0.7913043478260869,0.3041,0.0857182381871436,83.09293,4.7714334,0.0,11.563464757473175,13.064583260338,5.592274508434098,84.35187094290562,7.796785615491019,1484.0
193,-27.988858,-49.320053,cycle1,31.410000000000025,18.31628175519633,4.170000000000016,5.092340059658343,0.8941,0.8079492753623191,0.3209,0.0947720891206172,93.50206,4.780614,0.0,11.531596088496377,12.953492443899629,5.527639844659756,84.40768134626146,7.508298363076692,1513.0
194,-27.98959,-49.230917,cycle1,34.07000000000005,21.07489082969436,8.010000000000048,4.997087414684965,0.8787,0.8200391304347825,0.6431,0.0402878851045893,110.09303,4.8546686,0.0,11.802350851930155,12.953492443899629,5.527639844659756,84.40768134626146,7.508298363076692,617.0
196,-27.98904,-49.048792,cycle1,34.55000000000001,21.494947145877425,8.130000000000052,4.96659386254954,0.8536,0.7858246376811597,0.3704,0.0692891785385664,134.58305,5.027162,0.0,12.821513818465974,12.901790873123373,5.465914207151101,83.98815809381365,7.231533137042951,780.0
197,-27.993877,-48.9599,cycle1,34.63000000000005,21.61824034334768,8.890000000000043,4.946076686224335,0.8711000000000001,0.8005057971014493,0.3365,0.0691783368203803,169.10179,5.047514,0.0,13.422632424659165,12.971848895041171,5.480140699262322,83.7596979061592,6.883442400624632,354.0
198,-27.990081,-48.869688,cycle1,34.950000000000045,21.93542222222226,8.29000000000002,5.109960897823361,0.8639,0.7834550724637683,0.1232,0.0945221016041282,127.17943,5.0951447,0.0,13.159280861845096,13.078104548009222,5.5110748435792924,83.65039290846107,6.559957218459186,675.0
199,-27.989878,-48.77991,cycle1,35.33000000000004,21.16061224489799,6.690000000000055,4.766631543254275,0.9148,0.857820289855073,0.2868,0.088219025158496,122.89519,5.013126,0.0,13.034667343386834,13.18065251513253,5.550694670562006,83.58109523655752,6.432919976484181,350.0
206,-27.901381,-50.579514,cycle1,32.09000000000003,20.285302325581437,4.050000000000011,5.540557043335913,0.8171,0.7269057971014494,0.4875,0.0642552696402293,71.848526,4.7029414,0.0,10.475536114900766,13.458740670383651,5.7990047825532365,81.71430708905865,8.315838636260192,1008.0
208,-27.900265,-50.399912,cycle1,32.73000000000002,20.526059113300505,6.4500000000000455,5.385803107226069,0.8105,0.7113202898550723,0.4445,0.0599106837142141,68.17846,4.494021,0.0,10.179788305974322,13.427025821068575,5.789054325962345,81.83812849449775,8.570270229160258,904.0
211,-27.900401,-50.129431,cycle1,32.410000000000025,20.904642032332596,5.510000000000048,5.347889953091883,0.7943,0.6868347826086956,0.4238,0.0764336992718072,97.15989,4.7267485,0.0,11.37207893879948,13.18202709412796,5.659640813120397,82.76640105374388,9.143007202238618,1137.0
218,-27.90127,-49.497506,cycle1,28.670000000000016,16.93636568848761,4.550000000000011,4.786237052356553,0.8546,0.7778420289855074,0.2669,0.0943128011748573,102.229195,4.6279526,0.0,10.987678130809597,12.996895015589107,5.580462516828026,84.19408686152951,8.116301268854937,1209.0
221,-27.900071,-49.23011,cycle1,32.39000000000004,19.826674364896096,6.910000000000025,4.857940147185734,0.8791,0.8011652173913046,0.5078,0.0746572803871625,103.515755,4.672115,0.0,11.323093207841758,12.95492676901379,5.544901145978242,84.80502929829727,7.377922784805706,604.0
225,-27.89829,-48.872028,cycle1,33.77000000000004,21.44723076923077,8.710000000000036,4.913519029620095,0.8676,0.7940797101449276,0.3002,0.0884583101342098,176.1888,5.1402593,0.0,13.64937070821745,12.956715835680482,5.514363231518884,84.05916343735724,6.531893978366701,884.0
242,-27.809913,-49.949884,cycle1,29.29000000000002,18.36679069767445,4.890000000000043,4.818154807277394,0.8486,0.7828942028985509,0.4808,0.0536353033318055,79.52544,4.877377,0.0,11.206489467078113,13.17139139184483,5.690334874444946,84.2426859754531,8.653902269989404,1073.0
246,-27.810002,-49.590001,cycle1,31.27000000000004,20.4744748858448,7.910000000000025,5.116205970935885,0.8247,0.7251014492753619,0.4843,0.062782450452785,88.87284,4.7084846,0.0,11.260972250018405,12.85363220463024,5.527715338687443,84.31137207200904,8.006843768809953,988.0
249,-27.811772,-49.322116,cycle1,28.970000000000027,17.450000000000024,2.830000000000041,4.6886819006263085,0.8781,0.7763028985507249,0.1385,0.1162133108330832,94.83925,4.5572653,0.0,10.99436062616527,12.734024031114249,5.494328188114556,84.90865410141747,7.392167109358327,1358.0
251,-27.809991,-49.140081,cycle1,30.410000000000025,18.82953161592509,3.590000000000032,4.913102280585215,0.8907,0.8018666666666671,0.3095,0.1126398977718266,102.43521,4.9132733,0.0,11.833748172614843,12.787473589105105,5.511872577711576,85.21970626983317,6.947654297403325,783.0
253,-27.809636,-48.960908,cycle1,33.110000000000014,20.240385487528364,4.9500000000000455,4.714267444521419,0.8821,0.8119826086956524,0.327,0.0973890449401468,106.39374,5.0721803,0.0,12.580195566361123,12.7688438064567,5.494520757289209,84.61709592126245,6.6248284644582816,543.0
254,-27.809992,-48.86683,cycle1,33.450000000000045,20.20174311926609,4.9500000000000455,4.789678475358703,0.8757,0.8149971014492755,0.3946,0.0881194182666697,126.936134,5.200804,0.0,13.265198306007528,13.029442407369954,5.613181716646975,83.69463480489131,6.281755626401066,779.0
255,-27.809935,-48.780222,cycle1,32.910000000000025,19.69217090069288,8.110000000000014,4.699522249649412,0.8724000000000001,0.8137478260869564,0.4427,0.0807968029369944,126.936134,5.200804,0.0,13.265198306007528,13.029442407369954,5.613181716646975,83.69463480489131,6.281755626401066,659.0
256,-27.810041,-48.68992,cycle1,33.690000000000055,20.49724705882355,8.450000000000045,4.904812733502376,0.8852000000000001,0.8208043478260869,0.1059,0.1048918814431814,127.428604,5.22843,0.0,13.70235771244668,13.120539190931602,5.597804179132333,82.86155790237137,6.260873256490001,250.0
260,-27.716863,-51.117105,cycle1,33.93000000000001,21.23646942800792,4.2900000000000205,5.477818923470872,0.8309000000000001,0.7466536231884062,0.6396000000000001,0.0536097751731736,90.32838,4.7566776,0.0,11.000986561029194,13.630189095954412,5.8138386363448,79.21778368923334,7.887852642039694,970.0
261,-27.717497,-51.028739,cycle1,33.81,20.82444881889766,5.490000000000009,5.548938599235878,0.8385,0.7551681159420288,0.6435000000000001,0.0506627224611518,81.79277,4.7181187,0.0,11.053172280474266,13.547720544356238,5.795046345732813,79.7131345828204,7.761254766428613,845.0
279,-27.722096,-49.409204,cycle1,31.21000000000004,19.220707547169848,6.2900000000000205,4.767200581700842,0.8663000000000001,0.7615246376811592,0.5716,0.0593114169076571,78.8262,4.469001,0.0,10.227152559341526,12.640228071296896,5.481631999375962,84.47920053849276,7.335664748617652,694.0
281,-27.720974,-49.229168,cycle1,31.27000000000004,19.987798165137644,5.750000000000057,4.957953180404076,0.8755000000000001,0.7786362318840581,0.3752,0.0747440908837153,76.05047,4.596539,0.0,10.68075483375446,12.63657502654802,5.4739687113692295,85.15074331194417,7.186362379444691,739.0
284,-27.720012,-48.960084,cycle1,33.63000000000005,21.122602739726062,8.710000000000036,4.736258477669751,0.8523000000000001,0.7927753623188402,0.4227,0.0583881624040984,113.40377,5.143046,0.0,12.717086614002088,12.518594800064015,5.437698541744573,85.13632034379995,6.602526058487854,462.0
285,-27.718777,-48.871509,cycle1,34.57000000000005,21.389780701754432,8.930000000000007,4.754434582315922,0.8901,0.8306681159420289,0.2314,0.0855637697483692,142.68266,5.2697463,0.0,13.717469463787513,12.428978571753529,5.422481366588673,84.69249747540039,6.699379287906593,216.0
286,-27.720009,-48.779958,cycle1,33.77000000000004,21.238264840182666,9.730000000000018,4.664002259920692,0.8853000000000001,0.8177507246376816,0.2058,0.0896517362008237,145.22511,5.267518,0.0,13.535920105650211,12.401080104173612,5.383739835803398,84.04195648304587,6.279531058089035,377.0
287,-27.717773,-48.692396,cycle1,33.49000000000001,20.885990783410172,9.150000000000034,4.515490548536684,0.8863000000000001,0.8289289855072467,0.0815,0.1000287322511982,161.30832,5.4586716,0.0,14.255307758150671,12.578717318785474,5.437506933878744,83.28582670729755,6.24358157884594,100.0
297,-27.632026,-50.578673,cycle1,32.89000000000004,20.506796116504887,6.110000000000014,5.3437134307779,0.8221,0.7257739130434783,0.3719,0.0836462836517324,67.86632,4.615169,0.0,10.091639075466116,13.30991267768958,5.710548740718266,80.76552395964605,7.964850110577542,1039.0
301,-27.630834,-50.219977,cycle1,30.230000000000015,19.466461126005388,6.210000000000036,5.2054968185414765,0.8742000000000001,0.7567159420289857,0.2651,0.1103898698660335,80.94271,4.621542,0.0,10.755269631709057,12.994235643899632,5.6773021798263406,84.32924763848405,8.136730069725902,912.0
304,-27.630717,-49.950454,cycle1,32.190000000000055,20.011300813008152,4.910000000000025,5.291234295276117,0.8238000000000001,0.7296144927536234,0.4805,0.0615794485653456,88.332115,4.7433953,0.0,11.297562541323154,12.884581709653052,5.634841984458615,84.9685703716139,8.110338993814628,866.0
309,-27.630007,-49.500032,cycle1,30.910000000000025,20.240855745721333,7.410000000000025,4.959874545028011,0.8613000000000001,0.7552927536231884,0.3711,0.0790024349631025,106.30908,4.3895535,0.0,10.602903908382949,12.628256853032044,5.494489737821668,83.88236824575365,7.440293807072934,553.0
310,-27.629033,-49.410096,cycle1,32.670000000000016,21.19767386091132,7.190000000000055,5.212122248190554,0.8398,0.7270768115942026,0.5505,0.0563285114433972,108.03124,4.4397087,0.0,10.66102622844721,12.55861967129689,5.445210115929233,84.52526448144584,7.30020151232921,735.0
311,-27.631126,-49.320431,cycle1,32.35000000000002,20.411970443349777,6.810000000000002,5.169823396390413,0.8466,0.7481623188405797,0.3374,0.0708621382552169,115.285416,4.530047,0.0,10.868440155799222,12.541784011022912,5.445145428651845,85.42932398592588,7.066676673327171,887.0
312,-27.630001,-49.233553,cycle1,29.670000000000016,18.595110565110584,6.190000000000055,4.835438529649226,0.8956000000000001,0.7944231884057968,0.2102,0.1119144667507084,81.36159,4.5487,0.0,10.58656857000221,12.541784011022912,5.445145428651845,85.42932398592588,7.066676673327171,871.0
313,-27.629691,-49.144182,cycle1,31.910000000000025,20.61605911330051,6.8700000000000045,4.950762466674411,0.8452000000000001,0.7355956521739131,0.1911,0.0970695484046017,84.69286,4.692109,0.0,11.069090688176912,12.464911002803731,5.420943649027446,85.96558423410434,6.8739783282776274,892.0
314,-27.630293,-49.049307,cycle1,32.31,20.731722488038308,7.950000000000045,4.807136132728627,0.8763000000000001,0.7844869565217396,0.2428,0.1001330852286255,73.89614,4.889585,0.0,11.430916151904723,12.422062175406468,5.3867334887399085,85.72661314356192,6.777955753072432,616.0
316,-27.630056,-48.870037,cycle1,33.110000000000014,20.82454128440372,7.950000000000045,4.764999352180042,0.881,0.8223492753623186,0.1271,0.0923664623607532,124.52811,5.0817084,0.0,12.589582205610634,12.268626363534343,5.346126109731724,85.01018813637,6.624327815917214,447.0
317,-27.62898,-48.780724,cycle1,35.31,23.318789237668177,8.350000000000023,4.94713486546551,0.8472000000000001,0.779153623188406,0.4365,0.0531369834353776,134.63354,5.1799626,0.0,12.780556258216492,12.270720427461274,5.319978268677868,84.33531732199242,6.553934851456937,322.0
318,-27.63005,-48.691554,cycle1,36.49000000000001,23.91577092511018,10.170000000000016,4.826560800754799,0.7381000000000001,0.6648840579710141,0.2946,0.0593025810792724,122.993034,5.25133,0.0,12.955096689009036,12.571764542529754,5.42045162446406,82.99163732891554,6.415982028866952,71.0
321,-27.540006,-51.48001,cycle1,31.590000000000032,21.32237076648847,6.710000000000036,5.223639832151802,0.8416,0.753527536231884,0.6654,0.0459544730095157,70.12781,4.9259725,0.0,10.98365104231222,14.257184034767215,5.992982217280888,77.12908899110127,8.154732919687742,717.0
