UA,Lat,Long,anom_lst_mean,anom_ndvi_mean,anom_prec_mean,anom_rad_mean,anom_umid_mean
687,-26.90844,-49.677713,0.7007605905665564,0.008817184265010547,-0.05281560000000063,0.4771956048853987,-1.279856762374152
688,-26.911786,-49.587924,0.7909027888612279,0.030133126293995893,-0.08087269999999958,0.4936135208521879,-1.0248543518628566
689,-26.910199,-49.499667,0.8876926897236643,0.031192339544513503,-0.10682349999999996,0.500286812680141,-0.7386797836568775
690,-26.909986,-49.410872,0.7473624480095147,0.0001977225672878946,-0.2630903999999994,0.4817886363279822,-0.6667691466091981
712,-26.819721,-52.470335,0.17032370730040114,0.019570600414078765,0.43268400000000007,0.19002148252170414,-1.4551884605371725
714,-26.822301,-52.294059,0.44014563191358747,0.022946997929606527,0.3420209999999999,0.21120658560233885,-1.3666123889286723
717,-26.820042,-52.018015,0.21689955734295552,0.03117453416149052,0.21746929999999942,0.26484689088455227,-1.3150266205969103
718,-26.788683,-51.969822,0.46753899008940536,0.019228157349897024,-0.0016780000000000683,0.26484689088455227,-1.3150266205969103
723,-26.818087,-51.482385,0.46918261720531973,0.02821014492753593,0.0007929000000004294,0.37822958877724844,-1.2735583655419163
725,-26.8189,-51.303339,0.7731109721203353,0.016691511387163738,0.02661900000000017,0.4501272373848675,-1.2178403944695901
727,-27.990234,-50.894957,0.5094977168949733,0.028752795031055878,0.7123360000000005,0.45940381238220773,-1.1804410048519713
728,-26.818528,-51.021817,1.1104432300677445,0.01908260869565226,0.29211169999999953,0.51923373657241,-1.1932517447815911
732,-26.819825,-50.674349,0.1586594438425415,0.03455113871635551,0.6281876999999998,0.5056596966062425,-1.2110383765220263
736,-26.82217,-50.309062,1.1193064978139446,-0.00373623188405825,-0.16704149999999984,0.4816619388704666,-1.0381830550550717
737,-26.81728,-50.222716,0.9943367768595017,0.010374327122153026,-0.22945320000000002,0.48041627443976864,-1.027730331232945
739,-26.818498,-50.037411,0.8575156252435221,0.012001656314699516,-0.15763699999999936,0.4686004758803328,-1.0452360831238536
742,-26.821458,-49.76937,0.5544868421052733,0.02840621118012432,0.07518769999999986,0.489611707715218,-1.469778484240564
743,-26.820093,-49.679967,0.5163367720619689,0.020335817805382295,-0.08266129999999983,0.5017616787186849,-1.282373996890584
745,-26.819997,-49.500002,0.7341389811738992,0.04149089026915109,-0.10253400000000035,0.5053026299652696,-0.7373182318667233
747,-26.818644,-49.320949,0.6339738504097099,0.01274140786749467,-0.2599999999999998,0.4764801000426555,-0.5416965072437989
748,-26.820851,-49.229467,0.7377275320156116,-0.004100828157349579,-0.21424909999999997,0.4764801000426555,-0.5416965072437989
750,-26.819619,-49.049333,0.6141777286135337,0.010210973084886055,-0.31650940000000016,0.4469510758331907,-0.5477760291974363
752,-26.81982,-48.871089,0.9297731551637121,0.021186542443064282,-0.1118042999999993,0.4228873183910977,-0.784783261072505
753,-26.82246,-48.778677,0.5753614649279868,0.038803519668737074,-0.023985500000000215,0.40803863460012124,-0.7032035691718619
784,-26.731857,-51.118895,1.3533998902333764,-0.028422567287785028,0.2997557999999998,0.5342939398115707,-1.2113567904243325
789,-26.730342,-50.670893,0.46482600572922905,0.020800621118012175,0.5383545999999999,0.542084330987862,-1.2248827607855333
793,-26.730093,-50.310002,0.49150529197956416,0.028434782608695586,-0.12275029999999987,0.518040204375195,-1.0541937527778202
794,-26.734631,-50.212208,0.6392398980868705,0.05213022774327114,-0.19363499999999956,0.5086716013096471,-1.040198080372079
795,-26.731652,-50.131912,0.8412981285473258,0.029321118012422653,-0.20149859999999986,0.49685741685190976,-1.0513905312662217
796,-26.730094,-50.039996,0.8318806744487546,0.02319710144927556,-0.08821589999999979,0.49685741685190976,-1.0513905312662217
797,-26.729971,-49.949991,0.9947543233374638,0.02442091097308441,-0.1172076999999998,0.5022813063860525,-1.2047291106936768
798,-26.730017,-49.860107,0.7901488315765164,0.027242236024844435,0.0024417999999997164,0.5155763168433438,-1.3529851078861554
801,-26.731441,-49.591515,0.6778872883970308,0.03186397515527939,-0.23272030000000044,0.518899938362436,-1.0453986707457545
802,-26.729998,-49.500078,0.5244036230256661,0.011642028985507369,-0.2580743999999999,0.5152415855422721,-0.7654886667854299
803,-26.727633,-49.407372,0.8137712934990198,0.021084886128364344,-0.3920734000000001,0.5067109192100183,-0.6690379116950567
804,-26.730599,-49.321701,0.608863620740312,0.019430641821945982,-0.4445075000000003,0.48990138738168376,-0.5827291082349149
807,-26.730003,-49.05001,0.5518723404255255,0.0022975155279499893,-0.4156766999999997,0.45530402036555273,-0.5485260306325017
811,-26.730149,-48.694643,1.008378280272435,-0.020314078674948055,-0.10357760000000038,0.4324432990608198,-0.43868427172019153
830,-27.902082,-51.033634,0.4860327891156224,0.014644306418219344,0.6079807000000006,0.44168721791521115,-1.1695047768797622
832,-26.639901,-51.930194,0.13526620376817533,0.02050848861283705,-0.4193100999999997,0.3131415862111222,-1.3600342927289546
836,-26.641763,-51.57275,0.4076752615618986,0.025072049689440767,-0.0060074999999999434,0.3798350203226839,-1.2431425094474662
837,-26.637447,-51.480167,0.35691647343621824,0.0397337474120083,0.042880099999999644,0.410397705288462,-1.258081764416204
843,-26.644884,-50.751269,0.30878289288144956,0.004719254658384742,0.48451240000000073,0.542084330987862,-1.2248827607855333
845,-26.640744,-50.580002,2.0652854102496256,-0.02748467908902652,0.33976760000000006,0.5337080552166569,-1.152101760912032
847,-26.640089,-50.400061,0.6201035076423196,0.016788198757764272,-0.0765994000000001,0.5274112782256051,-1.0803249596310707
850,-26.640093,-50.130003,1.160783255661876,0.015541407867495027,-0.1970238000000002,0.49685741685190976,-1.0513905312662217
852,-26.64006,-49.949991,0.5234730400468735,0.047480952380952735,-0.08228740000000023,0.5022813063860525,-1.2047291106936768
853,-26.63998,-49.859877,0.5835705461182386,0.029509109730849192,-0.051812600000000764,0.5155763168433438,-1.3529851078861554
856,-26.639988,-49.590027,1.741708852026278,0.021685507246376745,-0.21333730000000006,0.518899938362436,-1.0453986707457545
857,-26.639996,-49.5,0.742381997332302,0.030391718426501235,-0.24116150000000047,0.5152415855422721,-0.7654886667854299
858,-26.638312,-49.411436,0.7852629252175269,0.03952774327122155,-0.40861900000000073,0.5067109192100183,-0.6690379116950567
860,-26.639996,-49.229995,0.6417564720317372,0.01861387163561068,-0.4507690000000002,0.48990138738168376,-0.5827291082349149
863,-26.639997,-48.960004,1.0785620683055228,-0.014455072463768315,-0.2899697999999997,0.4422948944517664,-0.6050029484050583
865,-26.64132,-48.784324,1.0345237278445047,-0.004054037267080979,0.060506399999999516,0.4237505668337249,-0.5790418268752404
884,-26.550262,-52.108858,0.4862350153991635,0.02665776397515507,-0.39181569999999954,0.2962372634658301,-1.3599452504740555
886,-27.852015,-51.033771,0.6175694704340913,0.014368530020704151,0.5607432999999995,0.44168721791521115,-1.1695047768797622
887,-26.55349,-51.02787,0.358556843210291,0.024251966873706343,0.1498065999999998,0.5714365241964217,-1.2389396388770137
894,-26.547759,-50.39977,1.472445986231488,0.023356314699792713,-0.030793300000000023,0.561550394646849,-1.1171271373779774
895,-26.551456,-50.312691,-0.20287193217311028,0.043039337474120254,-0.08306940000000029,0.5501594360000013,-1.1125479839462287
899,-26.549628,-49.946791,0.7424264241505938,0.020466873706004196,-0.09163370000000004,0.5323018736894412,-1.1995027972488543
901,-26.549889,-49.770818,0.5774676915685895,0.007634161490683078,-0.04218540000000015,0.5334240978946152,-1.2778790229420025
902,-26.550061,-49.680073,1.065711322645857,0.019964803312629065,-0.1782598000000002,0.5302515581364222,-1.1711325587746728
905,-26.549984,-49.409925,0.5854221967963333,0.038987577639751914,-0.5091843000000003,0.5173745917849164,-0.7217467578960566
906,-26.550008,-49.320003,0.8276869342778177,0.020797722567287846,-0.5784739999999999,0.5028195076080149,-0.6313761174345132
907,-26.552281,-49.226035,0.6330543363948884,0.02797515527950356,-0.8220733000000005,0.4827884785086365,-0.5703236812894232
909,-26.550144,-49.050062,0.9333499170812338,0.020366873706004096,-0.7692429999999995,0.46688022292301845,-0.549199214605963
912,-26.548291,-48.776893,0.794372700306365,0.007527329192546284,-0.07506349999999973,0.4347723224964497,-0.4581268984425009
918,-26.46119,-53.281482,0.23748723004867855,0.03018219461697691,0.1933997999999999,0.154304723707666,-1.3444155864231817
926,-26.460558,-52.564242,0.23193802321284807,0.02741283643892356,-0.06068150000000028,0.21784783781360417,-1.3699141987858354
930,-26.460002,-52.200001,0.3925426952188431,0.019444306418219703,-0.40128710000000023,0.2972132932448286,-1.3741299615056022
933,-26.4601,-51.030005,0.6637577309740585,-0.0036865424430639893,-0.08241940000000003,0.6082421654209487,-1.2682724421921563
934,-26.461762,-50.940893,-0.5959918996602802,0.03386293995859235,0.01598770000000016,0.6082421654209487,-1.2682724421921563
938,-26.460001,-50.579998,0.602456657240058,0.015729606625258463,0.10960049999999999,0.6131249571782202,-1.2743204832566164
939,-26.459677,-50.489075,0.06542562777847394,0.03159213250517623,0.0862450000000008,0.6047496920978936,-1.2215079623145897
941,-27.810882,-51.121856,0.546912494831389,0.017383643892339595,0.5236312999999999,0.4246330246466119,-1.0939459808855787
945,-26.460407,-49.948858,0.5383534819856415,0.033254451345756,-0.09536649999999991,0.5637116159836815,-1.183086772814363
946,-26.459578,-49.85843,0.5426816882685301,0.024941407867494658,0.017422700000000013,0.5584808105836103,-1.2190556544586997
949,-26.45983,-49.590434,0.6522503649861626,0.015627536231883843,-0.2813654999999997,0.542758415998696,-1.0124671564255294
951,-26.460002,-49.40998,0.45750123578843827,0.0346457556935823,-0.6210040000000001,0.5242103431129816,-0.7639569260160783
953,-26.459997,-49.232898,0.8353869614944642,0.025893581780538133,-0.872458,0.5116384063903681,-0.6690534705236217
955,-26.462362,-49.051795,0.93691774538053,-0.00271221532091126,-1.2903460999999998,0.485705034454325,-0.6134588085891153
959,-26.46,-48.689995,0.9807886442113976,-0.028319254658385362,-0.6803254999999995,0.4544696511392132,-0.45490734187059445
974,-26.371178,-50.938012,0.27031880811023257,0.024492339544513686,-0.06927400000000006,0.6248600965419211,-1.3688952662284777
976,-26.373158,-50.765957,0.22258662023364195,0.0033107660455485854,0.09050250000000037,0.6244583969471371,-1.3569680565451279
978,-26.381312,-50.580303,0.4454151070159895,0.0057530020703937534,-0.07140700000000066,0.6365844756702934,-1.3431026480621284
979,-26.370856,-50.488584,0.4510477282631271,0.013484472049689611,-0.12795359999999967,0.6305793017105721,-1.3214286527943813
982,-26.370169,-50.220028,0.9366280451574518,0.02049958592132539,-0.24904249999999983,0.5941425989043374,-1.255024246379378
984,-26.370077,-50.040023,1.0477151848648418,0.015953002070393074,-0.1902803000000004,0.5880756986578444,-1.1910162096410062
991,-26.369839,-49.410004,1.0007879130740172,0.030092546583850743,-0.5661556000000001,0.538646215702844,-0.8589841409018817
992,-26.370663,-49.32015,0.7839559387557529,0.03377204968944103,-0.7627540000000002,0.5110445794068426,-0.715695238049662
993,-26.370001,-49.23,0.7796321713646428,0.000629813664596246,-0.9322594999999998,0.5110445794068426,-0.715695238049662
994,-26.367982,-49.139805,0.7378790463568876,0.0071720496894410735,-1.3380302999999998,0.515125367954905,-0.7016590423999105
995,-26.369648,-49.048693,0.6669643918593451,0.0008763975155274828,-1.6062840999999999,0.5039335583079438,-0.7279334105257647
997,-26.369998,-48.870001,0.6871705069124374,0.014114078674948183,-1.3205274999999999,0.4814195180009655,-0.733691593459568
1000,-27.764093,-51.164103,0.5812383167161137,0.027471014492753687,0.45865370000000016,0.4169022320404512,-1.1459146106816576
1001,-26.27984,-53.64031,-0.007581307157156658,0.01292650103519688,0.4649150000000004,0.1258094821765443,-1.3667213318542508
1003,-26.282328,-53.281735,0.37584544085270366,-0.002507453416148775,-0.03464700000000054,0.1669653016290642,-1.2817659223294982
1010,-26.27881,-50.495598,0.49938601788184656,0.013768115942028869,0.031296199999999885,0.6519287238105775,-1.348000858500967
1013,-26.279997,-50.220001,0.5089567190226987,0.020880124223602636,-0.28263000000000016,0.6300960114131833,-1.3077662714762397
1016,-26.277101,-49.949854,0.5506831391166109,0.04071594202898532,-0.22070450000000008,0.6124257826224859,-1.2856695460180418
1019,-26.279381,-49.681358,0.6182870278400223,0.028719254658384763,-0.2960319999999994,0.5780401561684521,-1.162141797362608
1021,-26.280002,-49.500003,0.4807367684481818,0.06052070393374731,-0.36722959999999993,0.5585922378779244,-1.1329016910220417
1024,-26.278033,-49.228334,0.5808371996736099,0.027788198757763838,-1.0657823999999998,0.5400676348423428,-0.8885584305989198
1025,-26.280003,-49.139999,0.8782763664356708,0.03485465838509327,-1.4158219999999995,0.5360461802707945,-0.8146981109025688
1026,-26.280009,-49.050025,0.6787817785965089,0.020747619047619126,-1.7362308000000004,0.5317963590625503,-0.8239973934695968
1027,-26.28013,-48.961944,0.6928960913770297,0.009598964803312349,-1.8364786999999998,0.5167342712670067,-0.8437124438310519
1031,-26.280001,-48.600001,1.0328688908584525,-0.0037939958592133616,-1.2207432999999996,0.5029958752243786,-0.9499757445525034
1034,-26.190623,-50.491175,0.6286561519831473,-0.007783643892339542,0.07814829999999962,0.6663636001970517,-1.3523676400240703
1042,-26.19003,-49.770076,0.30756729685738904,0.04508985507246399,-0.14377460000000042,0.6113564806823888,-1.282645864514933
1047,-26.187328,-49.140824,0.6093384879725221,0.03394244306418248,-1.4266804999999998,0.554452394211669,-0.9768699561851975
1048,-26.192614,-49.047891,0.977096801606887,0.03561842650103575,-1.8429826,0.5337644470660763,-0.9010907183358228
1049,-26.190004,-48.960004,0.8312768729641675,0.03482380952380948,-1.9614158000000002,0.5337644470660763,-0.9010907183358228
1052,-26.19,-48.690007,0.7333697785343425,-0.007132919254658754,-1.7823447000000003,0.534678283630047,-0.9815135047454646
1055,-26.10079,-50.489104,0.5552494007758781,0.003071221532091273,0.11480170000000012,0.6824038116661626,-1.3917182966670225
1056,-26.099996,-50.400004,0.3619757583054515,0.009657971014493172,0.027794000000000096,0.6904300435331248,-1.4592947896628772
1059,-26.103016,-50.132936,0.5507111464915297,0.027375776397515872,-0.06524250000000009,0.686006640703388,-1.4578516925958382
1061,-26.099712,-49.950813,-0.05906798568398486,0.020551759834368855,-0.33927900000000033,0.6640730068855607,-1.400617915982707
1062,-27.723394,-51.212513,0.6958273824108652,0.014341200828157263,0.3783770000000004,0.4064286924988103,-1.1046180296087726
1063,-26.098843,-49.228674,0.43486330704755716,0.03478964803312612,-0.8205403000000002,0.5852045250753584,-1.2904643661607054
1065,-26.099977,-49.050002,0.7309753944833197,0.026608281573498815,-1.7010065999999995,0.5681636504939203,-1.0296258299101027
1066,-26.09961,-48.959586,0.5716112247216643,0.03633022774327077,-1.8747600999999996,0.5573099752350519,-0.9740243368004542
1068,-26.10023,-48.780368,0.6609509933774973,0.013719254658385194,-2.0706169999999995,0.5472050929768759,-1.011979547327357
1069,-26.099634,-48.689597,0.829781220600939,0.007530641821946182,-1.9484645,0.5196200990844098,-1.0295448680868446
1072,-26.009996,-48.869998,0.9198340896425776,0.020714906832298152,-1.694203,0.5696052605867425,-1.0387193611003198
1073,-26.00866,-48.780046,0.8242404241761534,0.01328302277432658,-1.6053005999999996,0.5511406410099582,-0.9462186884643131
1074,-26.010002,-48.689996,0.8299071840848988,0.010830020703933574,-1.753647,0.541613884264569,-0.8745267313255596
1123,-27.675028,-51.302608,0.4591131714016825,0.018161697722566372,0.17480350000000033,0.39520592671964216,-1.1406957172419396
1187,-27.629683,-51.302017,0.46397422900182406,0.025509730848861212,0.06783439999999974,0.38730720536564966,-1.1623737377907162
1188,-27.629181,-51.260407,0.31272774438735595,0.04165113871635584,0.1222291000000002,0.38730720536564966,-1.1623737377907162
1190,-27.633365,-51.162762,0.5118122911459544,0.02846169772256757,0.24531860000000005,0.4026308415052142,-1.1153048652542026
1191,-27.628208,-51.120598,0.673577492117392,0.026715734989648188,0.28041560000000043,0.4141761051426851,-1.041799125614375
1195,-27.629999,-50.940004,1.1469204721526012,0.028718426501035066,0.4019284000000001,0.423192647381212,-0.9988278755706403
1249,-27.586808,-51.432694,0.5598524140839274,0.020725465838508872,0.011963399999999957,0.3526495661284095,-1.0890470063340274
1318,-27.540195,-51.525069,0.38489446695648866,0.02217018633540413,-0.018987000000000087,0.3526495661284095,-1.0890470063340274
1388,-27.494134,-51.613785,0.6507402367773238,0.011313664596272699,0.008517999999999581,0.32006659054798803,-1.0886703546923542
1461,-27.45021,-51.79501,0.0600569271719813,0.022911801242235796,0.0711233,0.28717843848457925,-0.9315227687294936
1536,-27.405781,-51.975011,0.15879115474053052,0.02344906832298177,0.10837219999999981,0.238831018864877,-0.7988471355704689
1542,-27.405073,-51.706008,0.619829307568434,0.011601863354037234,-0.08766549999999995,0.2843911113295494,-1.0487867049302508
1616,-27.360205,-51.88499,0.2359138365855067,0.022265631469979175,0.06143199999999993,0.24879903830022698,-0.8891778315102954
1618,-27.36001,-51.796013,0.4812185028921938,0.021419461697722464,0.026078599999999952,0.26764856830002337,-0.9746334024522127
1619,-27.360625,-51.750043,0.35925996398666626,0.014379089026915093,0.020755299999999366,0.26764856830002337,-0.9746334024522127
1693,-27.313974,-51.974703,0.08793013871372679,0.012673913043478868,0.0012639999999999318,0.22527355738827382,-0.8683445167752524
1694,-27.31502,-51.929929,-0.08565211238542858,0.01698861283643871,0.003861700000000745,0.23640016854010426,-1.0041979928975309
1703,-27.320084,-51.52605,0.24482294995969056,0.029907246376811747,-0.10873100000000058,0.3189974228908863,-1.1525199025994937
1770,-27.269907,-52.695145,-0.5895060226839846,0.008694616977225289,0.49864820000000076,0.15545707491564542,-0.5794629200776598
1774,-27.268846,-52.201183,-0.06332488186843577,0.018356935817805398,0.26919049999999967,0.2047782848734485,-0.6597465235406474
1775,-27.270002,-52.155009,-0.02921786171905083,0.02078240165631462,0.21561960000000013,0.2047782848734485,-0.6597465235406474
1787,-27.268075,-51.614357,0.5023297769563548,0.015954865424430587,-0.12071599999999982,0.2965267053227514,-1.1606388508393906
1859,-27.225,-52.515001,-0.749724363428335,0.0008306418219463652,0.5338289999999999,0.16926374923986387,-0.6973016317314631
1861,-27.223019,-52.421525,-0.36070771533316304,0.019848240165631692,0.4862660999999999,0.17660754632216324,-0.7209799922272424
1864,-27.2245,-52.292002,-0.3725695222722081,0.01312318840579707,0.4642811,0.18426656800849806,-0.7437560313428833
1869,-27.224135,-52.064945,-0.020592677877896648,0.01681387163561121,0.22178659999999972,0.20200249769314382,-0.8651401730522537
1959,-27.175783,-52.562286,-0.5207121860923323,0.0146871635610768,0.5331799999999998,0.16271040224647848,-0.713863910634231
1961,-27.178283,-52.470565,-0.7482701931347151,0.030067494824016716,0.45528480000000027,0.16926374923986387,-0.6973016317314631
1965,-27.179997,-52.290005,-0.2380026101065269,0.0245577639751553,0.4595570000000002,0.18426656800849806,-0.7437560313428833
1970,-27.179023,-52.066404,0.1683254866953554,0.01746045548654218,0.23365309999999972,0.20200249769314382,-0.8651401730522537
1980,-27.179402,-51.612487,0.5354409401136877,0.02579585921325056,-0.034351400000000254,0.28813576549811337,-1.184231047184639
2001,-26.216573,-50.301857,0.6003253311257986,0.02797267080745336,-0.020186999999999955,0.6809462587324191,-1.4360175984993617
2002,-26.215737,-50.293403,0.6003253311257986,0.02797267080745336,-0.020186999999999955,0.6809462587324191,-1.4360175984993617
2051,-27.135309,-53.776088,-0.4250219336219807,0.01636335403726652,1.053972,0.10535418113900441,-0.3472868734392023
2056,-27.136209,-53.552872,-0.40296166142559997,0.028252587991718148,0.3384089999999995,0.11252880468394011,-0.19694300134210607
2077,-27.134997,-52.469998,-0.4012980186839421,0.030097101449275576,0.45528480000000027,0.16926374923986387,-0.6973016317314631
2079,-27.134059,-52.381029,-0.3625802727182226,0.03280807453416146,0.49002930000000067,0.17660754632216324,-0.7209799922272424
2081,-27.135006,-52.290003,0.043539415204673304,0.019245134575569423,0.4595570000000002,0.18426656800849806,-0.7437560313428833
2083,-27.134312,-52.199248,0.05112969045482885,0.015482401656314648,0.32565769999999983,0.19269232085645527,-0.7725884545478579
2088,-27.135001,-51.975002,0.020647237086471648,0.01631387163561049,0.05601900000000004,0.2136298480115073,-0.9813557033140654
2099,-27.1348,-51.481073,0.5794514716981674,0.012972670807453124,-0.09525380000000006,0.3155369287819063,-1.1591773430034635
2100,-27.135004,-51.434998,0.27449282251159346,0.02401821946169791,-0.09525380000000006,0.3155369287819063,-1.1591773430034635
2101,-27.135814,-51.389733,0.14032293399566242,0.010471221532091013,-0.12146100000000004,0.3410523796362348,-1.1531206548423398
2166,-27.087986,-53.681889,-0.72933511317434,0.023299171842650068,0.3624590000000003,0.10962031009473172,-0.47200083395780723
2170,-27.088608,-53.509047,-0.2678315647052223,0.022380538302277708,0.2957788000000008,0.12198571869554442,-0.47236066501119467
2172,-27.089044,-53.415137,-0.5326806715550205,0.021436853002070655,0.27954100000000004,0.1283394012860466,-0.4503640232905184
2179,-27.091454,-53.100085,-0.36976731140133623,0.02993933747411992,0.3704420000000006,0.1416157622760572,-0.5675324453292205
2194,-27.090285,-52.379403,-0.19038296817505085,0.02089792960662551,0.5480843000000002,0.1742508209786795,-0.8589359878507992
2195,-27.092684,-52.332856,0.2497898612552163,0.01575693581780535,0.5922960000000002,0.18177682741207057,-0.88475475505183
2216,-27.091425,-51.391889,0.2579118281598092,0.016164182194616683,-0.042207699999999626,0.34543310932515325,-1.1150102842375276
2281,-27.043878,-53.684991,-0.21434380979922807,0.018228985507246276,0.7297744000000002,0.10962031009473172,-0.47200083395780723
2287,-27.047439,-53.415968,-0.47871815458727696,0.032408695652173636,0.29240889999999986,0.1283394012860466,-0.4503640232905184
2294,-27.043863,-53.099622,-0.37331168392995195,0.029978467908902462,0.4119447000000003,0.1416157622760572,-0.5675324453292205
2310,-27.045031,-52.379575,0.05424601862053535,0.024809523809523948,0.7209696000000001,0.1742508209786795,-0.8589359878507992
2406,-26.997446,-53.235783,-0.3607068311196002,0.040196480331262996,0.3521370999999993,0.1404160396400833,-0.8163369310540389
2414,-26.998713,-52.876348,-0.19142045590169232,0.020103105590061898,0.5094320000000003,0.15360363100504237,-0.8868782459312712
2425,-27.0,-52.380002,-0.3123399663400015,0.032411387163560845,0.6260776999999997,0.18100601986172293,-1.0170244676487812
2510,-26.956534,-53.685675,-0.17673298583074626,0.01592401656314657,0.28866820000000004,0.11023475181666953,-0.6738382494483659
2512,-26.954985,-53.595452,-0.12580357739096826,0.012874534161490314,0.24188999999999972,0.11706542706051337,-0.7208228828786929
2515,-26.955692,-53.459905,-0.20289889372881476,0.02349254658385136,0.25245289999999976,0.12372212481169242,-0.7314201035072614
2530,-26.953829,-52.783777,-0.33748063274668283,0.03314741200828131,0.5133666000000003,0.15786656091689366,-0.927862924478589
2531,-26.954999,-52.740002,-0.13626520785958007,0.019821739130435057,0.5133666000000003,0.15786656091689366,-0.927862924478589
2623,-26.909576,-53.641385,-0.18356803735897032,0.02793809523809543,0.28272530000000007,0.11128024400909986,-0.9150728494187348
2645,-26.909251,-52.651533,0.24361781023892704,0.019623395445134917,0.5476380000000001,0.1679860546507257,-1.192059527592761
2987,-26.773474,-52.51587,0.5114841802960974,0.014222981366460163,0.47795139999999936,0.19002148252170414,-1.4551884605371725
3001,-26.251303,-50.228433,0.27827268835618924,0.0033699792960663055,-0.28263000000000016,0.6300960114131833,-1.3077662714762397
3002,-26.247251,-50.228881,0.27827268835618924,0.0033699792960663055,-0.28263000000000016,0.6300960114131833,-1.3077662714762397
3082,-26.72888,-53.410384,-0.31435168860511453,0.02758612836438945,0.3755227999999997,0.1378002431858807,-1.2570082164533858
3097,-26.729946,-52.740002,0.23192181442529147,0.01838509316770176,0.28962539999999937,0.17883280731427753,-1.282167049272303
3197,-26.68552,-53.279252,-0.15630943882984027,0.016698550724637662,0.3049103999999998,0.14600389878001963,-1.2218181420423235
3309,-26.640546,-53.280557,0.3608029330724989,0.02191325051759796,0.2821965999999998,0.14600389878001963,-1.2218181420423235
3414,-26.59188,-53.418026,-0.04249553375452564,0.015624637681159959,0.34249879999999955,0.1404677560484533,-1.335185107945449
3416,-26.595782,-53.32693,0.14558503816786939,0.02379834368530065,0.31263549999999984,0.14939225480503104,-1.3382368435437684
3427,-26.591394,-52.828834,0.22228550321875318,0.033463146997929294,0.272875,0.1877456044202237,-1.2691228508623595
3520,-26.547662,-53.413706,0.06553484336292215,0.011907039337473835,0.3726710000000004,0.1404677560484533,-1.335185107945449
4000,-26.861249,-50.963991,-0.04989628922942302,0.0663238095238099,0.37289640000000013,0.4923753539775433,-1.1655741310546262
5000,-27.6909,-51.136681,0.4653596554199062,0.022095859213250968,0.3628643999999994,0.4159132420303795,-1.042460443317097
6001,-26.308971,-53.285612,0.37584544085270366,-0.002507453416148775,-0.03464700000000054,0.1669653016290642,-1.2817659223294982
6002,-26.328532,-53.293898,0.6508350402030985,0.006757142857143128,0.17288100000000028,0.1669653016290642,-1.2817659223294982
6003,-26.400648,-53.298529,0.32055647297956824,0.026685714285714646,0.14461800000000036,0.16118606935686053,-1.3091339412302858
6004,-26.432752,-53.301782,0.4717314073784742,0.020589440993789232,0.16637900000000005,0.16118606935686053,-1.3091339412302858
6005,-26.471861,-53.377456,0.6568384520134636,0.02125362318840618,0.19048649999999956,0.14476161646599728,-1.3380025260248232
7001,-26.469806,-52.571278,0.23193802321284807,0.02741283643892356,-0.06068150000000028,0.21784783781360417,-1.3699141987858354
7002,-26.465317,-52.564086,0.23193802321284807,0.02741283643892356,-0.06068150000000028,0.21784783781360417,-1.3699141987858354
8003,-27.717488,-48.527578,0.6187997089625021,-0.056462732919254854,-0.8675142999999998,0.43260367856433746,-0.28699351421454367
8009,-27.449935,-48.6876,0.7552116551697807,0.0012960662525878242,-0.8587023,0.4129916168776475,-0.7863343413703916
8010,-26.349745,-48.563254,0.7855491169646456,-0.014347619047619387,-0.9076255,0.5029958752243786,-0.9499757445525034
8011,-26.030286,-48.801947,0.8242404241761534,0.01328302277432658,-1.6053005999999996,0.5511406410099582,-0.9462186884643131
8012,-26.393337,-48.610557,1.241856141270599,-0.036551552795031084,-0.781085,0.493410017332085,-0.6489090649582465
8013,-26.853616,-48.645008,0.887984180533703,-0.02990828157349923,0.1056216000000001,0.4180567694962569,-0.4612797689027275
