UA,Lat,Long,anom_lst_mean,anom_ndvi_mean,anom_prec_mean,anom_rad_mean,anom_umid_mean
602,-27.001997,-52.203635,0.4114026263716539,0.01573457556935831,0.43374489999999977,0.20074156121276765,-1.0867551876822716
605,-27.000345,-51.930774,0.5504839353631787,0.017614492753623368,0.13759760000000032,0.240374056022711,-1.311518492708231
615,-26.99688,-51.029037,0.6222256027343533,0.016935817805383557,0.15044019999999936,0.46392974400263753,-1.1670533595778636
619,-26.999792,-50.670213,0.691157926073803,0.023058799171842725,0.4726889999999999,0.4524892069648594,-1.1680439202184942
623,-27.000169,-50.310165,0.7646640316205762,0.017140993788819725,0.2704994000000003,0.4202421452738694,-0.9535104248305828
624,-27.000132,-50.219992,0.6737278911564566,0.007351345755693517,0.047054300000000104,0.4137598170405745,-0.8907601910682956
625,-27.000029,-50.129991,0.7695195160922204,-0.002266666666666861,-0.15817499999999995,0.4100762049197417,-0.9007085293354749
631,-26.998056,-49.589518,0.8701157278932037,0.01633146997929613,0.07824730000000013,0.46798148202012513,-1.0563151781384903
633,-27.000043,-49.409981,0.7091808640303441,0.016758178053829953,0.0028449999999997644,0.47470402813022794,-0.7994029797811493
634,-26.999956,-49.320038,0.6345347201525904,0.010500207039337517,-0.02939700000000034,0.46443896970632537,-0.6140597706883995
635,-26.999838,-49.230128,0.573689670329653,0.0007217391304343845,-0.16177200000000003,0.46443896970632537,-0.6140597706883995
636,-27.000149,-49.140022,0.680214520008743,0.011951345755693676,-0.2064161000000002,0.45761730885354623,-0.41805671033118585
637,-27.000442,-49.050917,0.5558012926388969,0.011456521739130143,-0.2680964000000001,0.445780089716207,-0.507869809123406
638,-26.999447,-48.960275,0.7237074197943691,0.016274327122153376,-0.2023079999999995,0.4301928898276426,-0.6384701949776002
639,-27.000571,-48.869749,1.0375257295533835,-0.020834368530021186,-0.22606669999999962,0.4079399327156974,-0.7573016397895884
640,-26.999929,-48.780277,0.7322660517596375,0.01987163561076588,-0.21880529999999965,0.39460939721722,-0.6899738923448808
641,-27.000059,-48.690158,0.6633846657929041,0.0003668737060045224,-0.19972060000000003,0.3951497955579093,-0.6873557021246057
642,-27.000015,-48.600137,0.8045264607515499,-0.0011053830227738537,-0.1435202999999996,0.4189112516322524,-0.6867465878166854
660,-26.911205,-52.110299,0.20101003939501538,0.02133436853002102,0.46414119999999937,0.22768492915068528,-1.2551423634737517
668,-26.907336,-51.3883,0.5068257040752222,0.021321739130434558,-0.03569310000000048,0.3881599441055439,-1.1834677076139002
669,-26.910315,-51.299243,0.5364152194086707,0.023850724637681564,-0.01667740000000073,0.4196397798720479,-1.183354895765035
672,-26.909121,-51.03268,0.8930274865684709,0.0063312629399583376,0.20539530000000017,0.4923753539775433,-1.1655741310546262
673,-26.910096,-50.940006,0.6982519530450979,0.00652318840579702,0.2964885000000006,0.4923753539775433,-1.1655741310546262
677,-28.034886,-50.849915,1.3354100862588396,-0.019623809523809377,0.6657675000000003,0.45940381238220773,-1.1804410048519713
681,-26.909849,-50.219737,0.9521298727874168,0.034519254658385345,-0.2845266999999998,0.44000827230884454,-0.9554504854927899
682,-26.908503,-50.12862,0.7193253082687185,0.012404554865424355,-0.20787699999999987,0.4326108434066267,-0.9678793844607014
685,-26.909652,-49.862477,0.9069898979269873,0.008680124223602426,-0.03165930000000028,0.4552504576755183,-1.2518561574554212
686,-26.910041,-49.769942,0.8373883072007686,0.015415527950309982,-0.02224399999999971,0.4632359080903523,-1.4511965542111085
