system:index,Lat,Long,UA,altitude,ciclo,lst_max,lst_mean,lst_min,lst_sd,ndvi_max,ndvi_mean,ndvi_min,ndvi_sd,prec_max,prec_mean,prec_min,prec_sd,.geo
1_2_000000000000000000cf_0,-26.998056,-49.589518,631,408,ciclo1,27.11000000000002,22.040389971139998,15.179090909090947,4.169076452555959,0.8758333333333334,0.8113544444444446,0.7546,0.035921400238040725,602.483386516571,425.15050172805786,217.91955161094666,110.89124920059372,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.59149525981819,-26.99886586421222]}"
1_2_000000000000000000d0_0,-27.000043,-49.409981,633,255,ciclo1,26.955000000000027,22.37292400192403,16.386666666666688,3.803276820125931,0.8811333333333332,0.8327772222222222,0.77626,0.027337095501025012,695.219229221344,439.20456725358963,223.75467443466187,128.94660653480068,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.41183220299428,-26.99886586421222]}"
1_2_000000000000000000d1_0,-26.999956,-49.320038,634,177,ciclo1,26.563333333333365,21.946736111111147,15.80833333333337,3.80302269489187,0.8831166666666667,0.8271140277777778,0.676475,0.05685061441188284,728.0603847503662,446.2424772977829,224.28370904922485,138.69637602482453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.32200067458233,-26.99886586421222]}"
1_2_000000000000000000d2_0,-26.999838,-49.230128,635,352,ciclo1,25.625000000000036,21.40967255892259,15.131666666666689,3.6478775857176613,0.89905,0.851392638888889,0.768225,0.03730441692308198,671.2100462913513,427.3206375340621,224.64573192596436,136.72711271507848,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.23216914617038,-26.99886586421222]}"
1_2_000000000000000000d3_0,-27.000149,-49.140022,636,379,ciclo1,26.747142857142883,21.8454303751804,16.250000000000025,3.595214324129665,0.88605,0.833986111111111,0.7166,0.04870010163943718,748.2707614898682,454.5311467746894,229.20837998390198,145.22816944530314,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.14233761775843,-26.99886586421222]}"
1_2_000000000000000000d4_0,-27.000442,-49.050917,637,244,ciclo1,27.31250000000003,22.759863636363665,16.248333333333367,4.041089287725327,0.855,0.7928981944444443,0.7007500000000001,0.04223474690400994,813.9278388023376,471.13012550274533,242.08613967895508,148.7560555101037,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.05250608934647,-26.99886586421222]}"
1_2_000000000000000000d5_0,-26.999447,-48.960275,638,96,ciclo1,27.39222222222225,23.017845538720568,16.66500000000003,3.8783355774088415,0.8243666666666666,0.7506791666666667,0.5828,0.06749444700238187,809.3537139892578,468.52304606636363,233.23314380645752,148.16568493505366,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.96267456093452,-26.99886586421222]}"
1_2_000000000000000000d6_0,-27.000571,-48.869749,639,38,ciclo1,29.927777777777806,24.70995226070229,17.818333333333367,4.065542988226397,0.7374666666666667,0.6564480555555556,0.57975,0.047077003064292355,750.3535027503967,451.79843894640607,221.92526769638062,141.28762751434925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.87284303252257,-26.99886586421222]}"
1_2_000000000000000000d7_0,-26.999929,-48.780277,640,60,ciclo1,30.412222222222244,25.05933796296299,18.901666666666703,3.745653632639679,0.7938166666666667,0.7126688888888889,0.6535666666666667,0.043005693191873993,706.1574983596802,432.5843540926774,195.18221855163574,140.3463234473107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78301150411062,-26.99886586421222]}"
1_2_000000000000000000d8_0,-27.000059,-48.690158,641,115,ciclo1,28.14111111111114,23.29734511784515,17.57500000000003,3.690286386922034,0.8822666666666668,0.8278543055555554,0.75556,0.03873290130794455,659.9878664016724,409.3962581555049,180.78645372390747,135.64887374521282,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.69317997569866,-26.99886586421222]}"
1_2_000000000000000000da_0,-26.911205,-52.110299,660,941,ciclo1,26.688333333333365,22.24739983164986,14.733333333333368,3.9543815604767434,0.8459666666666666,0.8030579166666668,0.7587,0.03130966244719902,713.0589437484741,506.91902285814285,357.1109838485718,110.93763445084385,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.10677805535285,-26.909034335800268]}"
1_2_000000000000000000db_0,-26.907336,-51.3883,668,975,ciclo1,27.55600000000003,22.70662163299666,15.933636363636394,3.8783201030361782,0.8795833333333335,0.7953295833333334,0.7204166666666666,0.0441125511981121,699.8819880485535,476.4193679889043,318.0877101421356,117.86735363970061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.38812582805723,-26.909034335800268]}"
1_2_000000000000000000dc_0,-26.910315,-51.299243,669,963,ciclo1,25.572222222222237,20.77163930976434,14.820909090909119,3.552653083796617,0.8808833333333334,0.7996816666666667,0.70575,0.049487069888114715,687.7447276115417,467.28382457296055,304.9130663871765,117.26440071355131,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.29829429964528,-26.909034335800268]}"
1_2_000000000000000000dd_0,-26.909121,-51.03268,672,955,ciclo1,26.57727272727276,21.9089187710438,15.06000000000003,3.881503940202515,0.83235,0.7230055555555556,0.6310166666666667,0.06342171549961063,644.4525713920593,442.26470571756363,296.6215543746948,109.48586676716175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.02879971440942,-26.909034335800268]}"
1_2_000000000000000000de_0,-26.910096,-50.940006,673,1013,ciclo1,27.23909090909093,22.337166245791277,15.331666666666692,3.98472888225337,0.8147333333333333,0.700290138888889,0.6127666666666668,0.06995887118600125,629.8867545127869,428.8419188261032,293.8362259864807,105.82816876168671,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.93896818599747,-26.909034335800268]}"
1_2_000000000000000000df_0,-28.034886,-50.849915,677,872,ciclo1,24.536666666666687,19.361116161616188,11.366666666666688,4.392562706186967,0.8620833333333334,0.8159172222222223,0.75214,0.03726199239800319,727.2779974937439,434.666273077329,294.7097952365875,114.87971808560629,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.84913665758552,-28.03192844094967]}"
1_2_000000000000000000e0_0,-26.909849,-50.219737,681,786,ciclo1,24.57888888888892,19.781863095238123,12.96111111111114,4.062839091311927,0.8704999999999999,0.7710324999999999,0.6289,0.07727722808086028,658.8169255256653,418.2447182734807,251.7083191871643,119.81771289560638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.22031595870185,-26.909034335800268]}"
1_2_000000000000000000e1_0,-26.908503,-50.12862,682,696,ciclo1,27.947777777777812,22.84621284271287,16.36333333333337,3.901922996688131,0.7883666666666668,0.6960122222222224,0.5811666666666667,0.05215588852684464,673.2258503437042,435.4707247515519,236.93874788284302,120.67059399242478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.1304844302899,-26.909034335800268]}"
1_2_000000000000000000e2_0,-26.909652,-49.862477,685,568,ciclo1,27.02000000000004,21.39838888888892,15.42833333333337,4.010152061079908,0.7897833333333333,0.723657638888889,0.5667333333333334,0.05787571968378313,638.7567496299744,416.1931955416997,228.74103665351868,110.27418928001126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.86098984505404,-26.909034335800268]}"
1_2_000000000000000000e3_0,-26.910041,-49.769942,686,503,ciclo1,25.885000000000034,21.130551587301618,14.355000000000027,3.935647143518751,0.8099333333333334,0.7460894444444445,0.6351833333333334,0.05444206760968225,628.0455577373505,416.53613088528317,223.98122477531433,109.58536419758303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.771158316642094,-26.909034335800268]}"
1_2_000000000000000000e4_0,-26.90844,-49.677713,687,629,ciclo1,26.398571428571447,20.57611832611835,14.431666666666686,3.938649223837816,0.8539500000000001,0.7865319444444445,0.6980999999999999,0.04332721348790454,617.165278673172,422.6147608558337,222.43840837478638,111.04129065508428,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.68132678823014,-26.909034335800268]}"
1_2_000000000000000000e5_0,-26.911786,-49.587924,688,726,ciclo1,24.587500000000027,20.05867291967295,13.360000000000037,3.661366070629321,0.8514666666666667,0.7730844444444444,0.6425799999999999,0.0626765197976949,627.1340489387512,429.939584116141,221.8092815876007,117.50299800176725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.59149525981819,-26.909034335800268]}"
1_2_000000000000000000e6_0,-26.910199,-49.499667,689,886,ciclo1,24.784285714285755,19.368177910052935,14.471666666666698,3.5667047889911894,0.8863500000000001,0.8100169444444445,0.6991333333333333,0.06828938099298013,671.2878060340881,434.075193186601,223.16353368759155,124.42938381466612,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.50166373140623,-26.909034335800268]}"
1_2_000000000000000000e7_0,-26.909986,-49.410872,690,640,ciclo1,25.138888888888914,20.5576595719096,14.985000000000028,3.6090424226044906,0.8858833333333335,0.7701174999999999,0.6645000000000001,0.06624158995012648,710.9689259529114,445.81981300314266,227.05407404899597,131.83446819599996,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.41183220299428,-26.909034335800268]}"
1_2_000000000000000000e8_0,-26.819721,-52.470335,712,691,ciclo1,33.162000000000035,25.902049663299696,18.456666666666695,4.364598874993991,0.8485833333333334,0.7327202777777778,0.6699333333333334,0.05675609899447619,838.6856634616852,538.8876315355301,356.23057413101196,133.56133091986948,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.46610416900066,-26.819202807388315]}"
1_2_000000000000000000e9_0,-26.822301,-52.294059,714,844,ciclo1,30.908000000000033,25.474555555555582,17.888333333333364,4.221858984121598,0.8024333333333334,0.6622709722222223,0.5411166666666668,0.0754504595574768,846.4613587856293,556.288995663325,389.4616765975952,126.59438694516545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.29542426501795,-26.819202807388315]}"
1_2_000000000000000000ea_0,-26.820042,-52.018015,717,1047,ciclo1,25.290000000000028,21.24712710437713,14.480000000000038,3.600484567956612,0.8306333333333334,0.7829480555555556,0.7313166666666667,0.03286860830579566,711.0285391807556,495.3717633485794,320.28137946128845,113.97961169274807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.01694652694089,-26.819202807388315]}"
1_2_000000000000000000eb_0,-26.788683,-51.969822,718,924,ciclo1,25.758888888888933,21.201980639730674,13.813333333333356,3.9049353868681904,0.8631333333333333,0.8245247222222223,0.7597166666666667,0.030879701035371607,716.8245725631714,489.79220326741535,318.0845422744751,108.30644600714072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.97203076273492,-26.79225334886473]}"
1_2_000000000000000000ec_0,-26.818087,-51.482385,723,1247,ciclo1,24.49000000000003,20.355430976431006,14.35545454545458,3.56836789166322,0.8387333333333333,0.7882518055555557,0.7329166666666667,0.03883341665142409,654.4606308937073,474.6614440083504,318.869197845459,111.41480920845994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.47795735646918,-26.819202807388315]}"
1_2_000000000000000000ed_0,-26.8189,-51.303339,725,998,ciclo1,25.32800000000004,20.7105820707071,14.65727272727276,3.43590023773369,0.8183666666666668,0.7380861111111111,0.63475,0.043176088007336993,670.011116027832,464.8053582708041,308.1249041557312,111.27433629278792,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.307277452486474,-26.819202807388315]}"
1_2_000000000000000000ee_0,-27.990234,-50.894957,727,868,ciclo1,25.838333333333363,20.212509259259285,12.480000000000027,4.467069386548126,0.8829833333333333,0.8339108333333334,0.7830333333333334,0.03188766297851616,734.8371210098267,429.4744313756625,290.49338459968567,118.82146183124239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.89405242179149,-27.987012676743692]}"
1_2_000000000000000000ef_0,-26.818528,-51.021817,728,894,ciclo1,24.440000000000033,20.507255892255923,14.710000000000031,3.3012431340895416,0.83675,0.7583170833333331,0.6738666666666667,0.053098896655055114,636.3294537067413,435.59630155563354,291.80846071243286,108.84791498421406,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.01981656156823,-26.819202807388315]}"
1_2_000000000000000000f0_0,-26.819825,-50.674349,732,1236,ciclo1,23.51600000000002,19.22556523569027,12.9566666666667,3.471495975820823,0.8530333333333333,0.8006222222222222,0.6862500000000001,0.05063866383201022,576.4968385696411,382.42208140095073,261.4470191001892,102.4823014565606,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.67845675360281,-26.819202807388315]}"
1_2_000000000000000000f1_0,-26.82217,-50.309062,736,1267,ciclo1,23.818571428571456,19.134101010101038,13.235000000000033,3.400656420853885,0.8297333333333334,0.7377736111111112,0.6471,0.05468480875212277,627.0694098472595,400.82525812586147,249.55851221084595,115.25364520310882,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.3101474871138,-26.819202807388315]}"
1_2_000000000000000000f2_0,-26.81728,-50.222716,737,1015,ciclo1,23.186666666666696,19.202434523809554,14.1816666666667,3.1639847654078124,0.8771833333333334,0.7710261111111111,0.6426166666666667,0.08675801014180504,640.5255408287048,403.8504939178626,248.5173692703247,116.55681158302058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.22031595870185,-26.819202807388315]}"
1_2_000000000000000000f3_0,-26.818498,-50.037411,739,551,ciclo1,27.917500000000025,23.275662457912485,16.311666666666692,4.139607010120663,0.7494666666666667,0.6735131944444445,0.5302166666666667,0.05540266505012694,646.9943518638611,421.89208018779755,232.09021019935608,117.13966501967505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.04065290187795,-26.819202807388315]}"
1_2_000000000000000000f4_0,-26.821458,-49.76937,742,638,ciclo1,26.595714285714312,20.878939814814842,14.496666666666698,3.7658731624105353,0.8313666666666667,0.7609098611111113,0.590325,0.05850075771295286,625.881142616272,416.64870950579643,216.24455881118774,113.01774700072765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.771158316642094,-26.819202807388315]}"
1_2_000000000000000000f5_0,-26.820093,-49.679967,743,459,ciclo1,25.438571428571453,20.188500180375215,14.051666666666696,4.027339412314106,0.8847999999999999,0.8252401388888888,0.781725,0.03171026290273321,629.593948841095,430.6548538506031,222.77746486663818,117.94502747672381,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.68132678823014,-26.819202807388315]}"
1_2_000000000000000000f6_0,-26.819997,-49.500002,745,694,ciclo1,25.344285714285725,21.04361820586823,16.130000000000024,3.313606746745917,0.8597000000000001,0.7809083333333332,0.6422,0.06872256506471712,696.3230633735657,431.70393448074657,227.26001930236816,129.96604126426993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.50166373140623,-26.819202807388315]}"
1_2_000000000000000000f7_0,-26.818644,-49.320949,747,180,ciclo1,27.84250000000003,22.977160774410805,16.298333333333364,3.9965132515012356,0.8192,0.7534405555555556,0.6410833333333334,0.051340807172977516,849.6729097366333,458.61277123292285,226.54770517349243,163.6544852785484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.32200067458233,-26.819202807388315]}"
1_2_000000000000000000f8_0,-26.820851,-49.229467,748,278,ciclo1,28.580000000000027,23.429315235690265,16.43000000000003,4.023671499108225,0.8851666666666667,0.8379405555555556,0.73345,0.042740269627594155,879.4980554580688,469.91612911224365,225.66214966773987,174.31633619182725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.23216914617038,-26.819202807388315]}"
1_2_000000000000000000f9_0,-26.819619,-49.049333,750,154,ciclo1,28.737500000000033,23.922313131313157,17.535000000000036,3.9364111012426823,0.8042666666666666,0.7668834722222222,0.7199166666666668,0.030859024810407205,952.7994847297668,487.75076097249985,232.18221473693848,185.09350138779226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.05250608934647,-26.819202807388315]}"
1_2_000000000000000000fa_0,-26.81982,-48.871089,752,109,ciclo1,28.535000000000032,24.022427609427638,17.7716666666667,3.7155196088617153,0.8395333333333334,0.7854137500000001,0.73214,0.035523687468419315,806.4370679855347,451.3787082036336,207.80527210235596,159.48002838260425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.87284303252257,-26.819202807388315]}"
1_2_000000000000000000fb_0,-26.82246,-48.778677,753,160,ciclo1,28.792222222222247,23.495205387205417,17.84666666666669,3.5647990276229597,0.8484333333333335,0.7841820833333334,0.6229750000000001,0.06695763052637098,731.8860731124878,433.0089667240779,199.7587776184082,147.89469773863078,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78301150411062,-26.819202807388315]}"
1_2_000000000000000000fc_0,-26.731857,-51.118895,784,1282,ciclo1,23.252222222222244,19.520865319865347,13.680000000000026,3.249187376291686,0.84095,0.7948879166666667,0.74105,0.033570360253621624,635.993670463562,433.94342084725696,316.5745277404785,101.54445153361065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.11863124282137,-26.729371278976362]}"
1_2_000000000000000000fd_0,-26.730342,-50.670893,789,1056,ciclo1,24.693636363636404,20.66790572390575,14.698333333333366,3.524046265969131,0.8145333333333334,0.7440031944444446,0.6810833333333334,0.043906209499563566,579.6036548614502,378.9361979365349,266.67584133148193,101.43327058033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.66947360076161,-26.729371278976362]}"
1_2_000000000000000000fe_0,-26.730093,-50.310002,793,875,ciclo1,24.13285714285717,19.836478174603204,14.086666666666693,3.441855559986558,0.8417166666666667,0.7696620833333333,0.6013200000000001,0.07199268448922708,634.1318235397339,402.873831987381,262.3454135656357,112.25210017969202,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.3101474871138,-26.729371278976362]}"
1_2_000000000000000000ff_0,-26.734631,-50.212208,794,772,ciclo1,24.997500000000016,20.316528198653234,13.917272727272751,3.7011400089428927,0.8489333333333334,0.7606518055555554,0.6370800000000001,0.07004991040606394,631.1757395267487,407.41717143853504,262.76319122314453,113.33850628640418,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.21133280586066,-26.73835443181756]}"
1_2_00000000000000000100_0,-26.731652,-50.131912,795,714,ciclo1,26.120000000000026,21.771902296777323,15.126666666666699,3.9251214139877386,0.8173833333333335,0.7277144444444444,0.6388333333333334,0.05479948878400075,657.579493522644,421.04154883821803,245.7687327861786,118.18091760897659,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.1304844302899,-26.729371278976362]}"
1_2_00000000000000000101_0,-26.730094,-50.039996,796,726,ciclo1,26.670000000000027,21.382543771043796,14.748333333333358,3.9322571332354768,0.8168833333333333,0.75693125,0.6093,0.06658077471486776,634.7412557601929,414.66517061988515,237.1561198234558,117.48152783853246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.04065290187795,-26.729371278976362]}"
1_2_00000000000000000103_0,-26.730017,-49.860107,798,500,ciclo1,26.65571428571432,21.308174001924034,14.911818181818216,3.973185277664771,0.8546,0.8027255555555556,0.6979666666666667,0.048430121946247774,625.1157779693604,421.68301260471344,238.88383388519287,115.56076540891377,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.86098984505404,-26.729371278976362]}"
1_2_00000000000000000104_0,-26.731441,-49.591515,801,856,ciclo1,24.5066666666667,19.82873069985573,15.161666666666695,3.4758451685854976,0.8828166666666667,0.7940833333333334,0.64875,0.07463605740401136,698.8353996276855,425.4520588020484,232.52325582504272,133.17942284608236,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.59149525981819,-26.729371278976362]}"
1_2_00000000000000000105_0,-26.729998,-49.500078,802,583,ciclo1,26.9414285714286,21.93489514189517,16.775000000000034,3.417597652863205,0.7850666666666668,0.7083890277777778,0.568125,0.06596438240128151,730.0119857788086,432.37270826101303,230.68596625328064,139.8209573010486,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.50166373140623,-26.729371278976362]}"
1_2_00000000000000000106_0,-26.727633,-49.407372,803,545,ciclo1,26.597500000000032,22.276559764309795,16.756666666666693,3.3462993998439226,0.7494,0.6583061111111111,0.52374,0.06244757159281356,832.4225339889526,448.80569074551266,227.83875226974487,161.27728890107085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.41183220299428,-26.729371278976362]}"
1_2_00000000000000000107_0,-26.730599,-49.321701,804,466,ciclo1,25.91888888888891,21.45139772727276,15.950000000000022,3.4490587197726374,0.8991500000000001,0.8076480555555556,0.6659,0.06920984090883593,920.4094772338867,471.1858066519101,233.23249578475952,177.95624206046318,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.32200067458233,-26.729371278976362]}"
1_2_00000000000000000108_0,-26.730003,-49.05001,807,240,ciclo1,27.51666666666669,23.14493771043774,16.56333333333336,3.839257495739312,0.8495166666666667,0.8161275,0.7882833333333333,0.020629036400769952,1009.7380032539368,495.2064440250397,219.95794010162354,204.1801624810861,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.05250608934647,-26.729371278976362]}"
1_2_00000000000000000109_0,-26.730149,-48.694643,811,14,ciclo1,28.100909090909127,23.99677020202023,18.59000000000003,3.4634900317771633,0.6762666666666667,0.6234529166666666,0.5765600000000001,0.033189654039219946,820.2959547042847,435.87113150954247,181.08687543869019,169.5622574936926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.69317997569866,-26.729371278976362]}"
1_2_0000000000000000010a_0,-27.902082,-51.033634,830,677,ciclo1,25.40000000000003,20.545459595959628,13.90818181818185,3.9997834338937466,0.82145,0.7365978403419932,0.6488666666666668,0.05960876756417548,729.9228191375732,426.69567759831745,292.71176862716675,118.9623874055256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.03778286725061,-27.906164301172936]}"
1_2_0000000000000000010b_0,-26.639901,-51.930194,832,1096,ciclo1,27.020000000000028,22.763941077441107,16.293333333333354,3.622293824410991,0.8154166666666667,0.7731079166666666,0.6963666666666667,0.03678170255865819,704.0502190589905,460.2001801331838,306.57771587371826,103.78488211689356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.92711499852894,-26.63953975056441]}"
1_2_0000000000000000010c_0,-26.641763,-51.57275,836,1268,ciclo1,27.744000000000028,22.22343855218858,14.880000000000024,3.8958245810003134,0.74365,0.6507808333333335,0.5798500000000001,0.04947223149525587,705.5127682685852,466.38971950610477,316.46789264678955,110.5999644710176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.57677203772233,-26.63953975056441]}"
1_2_0000000000000000010d_0,-26.637447,-51.480167,837,1278,ciclo1,26.596000000000043,21.343414983165008,14.853636363636399,3.7147420511532077,0.8106833333333334,0.7578398611111111,0.6797333333333334,0.042576563075951514,695.4047372341156,462.79607311884564,305.6320767402649,110.77960869543728,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.47795735646918,-26.63953975056441]}"
1_2_0000000000000000010e_0,-26.644884,-50.751269,843,1233,ciclo1,23.294444444444473,19.063031325156356,12.962727272727307,3.3956535905681973,0.87945,0.8138630555555557,0.7346499999999999,0.046225925515207544,581.710330247879,380.9196340441704,265.57632780075073,100.60985906357094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.75032197633237,-26.648522903405606]}"
1_2_0000000000000000010f_0,-26.640744,-50.580002,845,1056,ciclo1,25.4518181818182,21.077777356902384,15.435454545454574,3.4661827337318605,0.8291833333333333,0.7306104166666666,0.6019833333333334,0.05835713930159193,609.2778894901276,386.0137947003047,262.81428933143616,101.85380361097178,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.57964207234966,-26.63953975056441]}"
1_2_00000000000000000110_0,-26.640089,-50.400061,847,962,ciclo1,24.482000000000028,19.80508790283793,13.901666666666694,3.6052603164367594,0.8661833333333333,0.7965725,0.7068333333333333,0.05633049347090721,619.0804529190063,397.65521921714145,267.86038994789124,108.37507485238778,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.39997901552576,-26.63953975056441]}"
1_2_00000000000000000111_0,-26.640093,-50.130003,850,553,ciclo1,26.92555555555558,22.320901094276124,15.728333333333362,3.984493012638239,0.8074666666666667,0.7308719444444445,0.5466666666666666,0.06710107826669101,649.1741321086884,424.875151048104,252.77073407173157,116.31362197141382,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.1304844302899,-26.63953975056441]}"
1_2_00000000000000000113_0,-26.63998,-49.859877,853,598,ciclo1,26.172000000000043,21.03269191919195,14.797272727272746,3.9141753241253947,0.8734333333333334,0.8025824999999999,0.6567500000000001,0.05917223438787708,661.6123971939087,434.4051211476326,239.43545961380005,124.69978890104773,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.86098984505404,-26.63953975056441]}"
1_2_00000000000000000114_0,-26.639988,-49.590027,856,937,ciclo1,24.86428571428574,19.96551208513711,14.408333333333355,3.574514996869509,0.8584333333333335,0.7584783333333333,0.61,0.07203242947013909,690.9115715026855,416.2445158958435,225.73770093917847,139.99054356436272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.59149525981819,-26.63953975056441]}"
1_2_00000000000000000116_0,-26.638312,-49.411436,858,728,ciclo1,26.7766666666667,20.93020713083216,15.236666666666698,3.623545087564108,0.8555333333333334,0.7546708333333334,0.6859000000000002,0.06278924887515056,829.471755027771,446.59102090199787,230.1336534023285,164.59138019468492,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.41183220299428,-26.63953975056441]}"
1_2_00000000000000000118_0,-26.64132,-48.784324,865,65,ciclo1,26.934000000000033,23.167864478114506,17.525000000000038,3.3561543461299097,0.8367833333333333,0.7888093055555556,0.72032,0.03419002451887065,911.0699820518494,467.07306232055026,195.62126064300537,189.7045181024062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.78301150411062,-26.63953975056441]}"
1_2_00000000000000000119_0,-26.550262,-52.108858,884,1065,ciclo1,25.1227272727273,21.349118686868717,15.5816666666667,3.3504623442415205,0.8793666666666667,0.8501097222222221,0.8039333333333335,0.023378748915398092,823.0535645484924,488.8182274500529,352.79413390159607,126.68797248037993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.10677805535285,-26.54970822215246]}"
1_2_0000000000000000011a_0,-27.852015,-51.033771,886,784,ciclo1,25.883333333333358,20.61650505050508,13.18500000000003,4.457730086258747,0.8497166666666667,0.7961762499999999,0.7089166666666668,0.044197309140299464,715.4340577125549,429.5214663942655,290.37139987945557,116.14702558797164,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.03778286725061,-27.852265384125765]}"
1_2_0000000000000000011b_0,-26.55349,-51.02787,887,1076,ciclo1,23.040000000000028,19.421071548821576,13.82000000000003,3.141795348251666,0.8674833333333334,0.8056938888888888,0.7028500000000001,0.04691389959934545,634.096302986145,412.1617330312729,299.2609136104584,102.50332611888264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.02879971440942,-26.54970822215246]}"
1_2_0000000000000000011c_0,-26.547759,-50.39977,894,925,ciclo1,25.240000000000038,20.619890993266022,14.5566666666667,3.723555284125559,0.8150666666666666,0.7138265277777779,0.56096,0.08320649875699267,636.5977427959442,401.4931992491086,255.20599126815796,108.96994218594126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.39997901552576,-26.54970822215246]}"
1_2_0000000000000000011d_0,-26.551456,-50.312691,895,888,ciclo1,26.614444444444466,21.58674494949498,15.335000000000022,3.721780734242343,0.7927166666666666,0.690754027777778,0.572825,0.06635856424624509,633.0829248428345,403.9936918417613,257.352276802063,107.39284200052155,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.3101474871138,-26.54970822215246]}"
1_2_0000000000000000011e_0,-26.549628,-49.946791,899,584,ciclo1,26.000909090909126,21.020411195286222,14.932000000000034,4.005584896731358,0.8526166666666667,0.7843254166666668,0.6359666666666667,0.06321514882733069,634.5496273040771,416.20211258530617,247.41277194023132,117.34577107366798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.95082137346599,-26.54970822215246]}"
