system:index,Lat,Long,UA,ciclo,lst_max,lst_mean,lst_min,lst_sd,ndvi_max,ndvi_mean,ndvi_min,ndvi_sd,prec_max,prec_mean,prec_min,prec_sd,rad_mean,rad_sd,umid_mean,umid_sd,.geo
1_1_000000000000000000a0_0,-27.271411,-49.320267,465,ciclo1,32.450000000000045,21.206560846560855,8.190000000000055,4.947629631032941,0.8547,0.7932391304347829,0.656,0.04062290072128542,78.40891,4.4125423,0.0,10.507392637334037,12.336924535223845,5.376346121644063,85.83803692070501,7.2316456695310425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.33996698026472,-27.286326755130464]}"
1_1_000000000000000000a1_0,-27.270045,-49.229977,466,ciclo1,31.77000000000004,20.454233983286922,7.430000000000007,4.911879739445873,0.8811,0.791988405797102,0.33580000000000004,0.08795079081340976,81.48202,4.435596,0.0,10.385971624563284,12.336924535223845,5.376346121644063,85.83803692070501,7.2316456695310425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.25013545185276,-27.286326755130464]}"
1_1_000000000000000000a2_0,-27.270015,-49.140034,467,ciclo1,31.27000000000004,19.506576086956567,6.670000000000016,4.825514864923882,0.8893000000000001,0.8171405797101448,0.1592,0.11585642954247695,87.42977,4.4535646,0.0,10.664691047293884,12.351547391844843,5.377800856968698,86.55333708692717,7.1624056706924675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.160303923440814,-27.286326755130464]}"
1_1_000000000000000000a3_0,-27.2686,-49.052006,468,ciclo1,31.53000000000003,19.77298200514142,8.430000000000007,4.662559217836307,0.8931,0.8197623188405798,0.3174,0.09701544042872465,99.325874,4.563047,0.0,11.319003112872013,12.3571113279179,5.37148187584839,86.20290835434922,6.954647151057673,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.07047239502886,-27.286326755130464]}"
1_1_000000000000000000a4_0,-27.27214,-48.870107,470,ciclo1,34.59000000000003,22.80141531322512,10.650000000000034,4.861749715264079,0.8295,0.7747782608695651,0.2796,0.06823455045090072,98.3622,4.9483232,0.0,11.918266724219125,12.227930639333426,5.292290340065127,84.77195570501829,6.524124388308784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.89080933820495,-27.286326755130464]}"
1_1_000000000000000000a5_0,-28.214251,-50.716115,483,ciclo1,31.390000000000043,19.586779661016966,3.1900000000000546,5.425347896578534,0.8677,0.8008492753623192,0.5703,0.04898583534749323,76.16775,4.7102065,0.0,10.632325636220491,13.696724949835724,5.924603080943883,81.54511910152497,8.30595833972869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.73235567064997,-28.22955780345596]}"
1_1_000000000000000000a6_0,-27.180019,-52.019849,487,ciclo1,35.47000000000003,24.054603773584926,5.390000000000043,5.257533672236656,0.8344,0.7597565217391302,0.6847000000000001,0.03673808385440636,74.531136,5.487213,0.0,12.41797422012324,14.513228874949856,5.911825393967828,76.91768763476982,8.532880882889003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.034912832623284,-27.19649522671851]}"
1_1_000000000000000000a7_0,-27.178985,-51.387318,494,ciclo1,35.07000000000005,22.705142857142896,5.57000000000005,5.288520787748525,0.8513000000000001,0.752705797101449,0.5592,0.05327866278749104,72.07452,5.207952,0.0,11.63028401910584,14.108736042073144,5.706343373011806,77.80094753362329,8.347313303639053,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.40609213373962,-27.19649522671851]}"
1_1_000000000000000000a8_0,-27.181511,-51.2997,495,ciclo1,32.870000000000005,20.722669172932353,5.410000000000025,4.981201920697904,0.8607,0.7759666666666666,0.5586,0.05613179281166229,77.76144,5.204695,0.0,11.883031139933138,14.033014986365389,5.735371787920004,78.32129248954209,8.16436814724978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.31626060532766,-27.19649522671851]}"
1_1_000000000000000000a9_0,-27.181573,-50.217734,507,ciclo1,29.250000000000057,19.272784810126616,5.130000000000052,5.064568892572867,0.8649,0.7460869565217391,0.1316,0.13921183619618838,109.23208,4.711136,0.0,10.560374625392733,12.79561724024666,5.62840617640522,84.86968893718236,8.38221271904628,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.23828226438424,-27.19649522671851]}"
1_1_000000000000000000aa_0,-27.180009,-50.130104,508,ciclo1,29.690000000000055,20.733257328990252,6.930000000000007,5.126315305172811,0.9047000000000001,0.7025115942028987,0.24530000000000002,0.12011242624324163,102.76103,4.7868934,0.0,10.845306250121267,12.562504575406479,5.550010381791137,85.12169570363935,8.335376158493323,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.14845073597228,-27.19649522671851]}"
1_1_000000000000000000ab_0,-27.179953,-49.680058,513,ciclo1,31.79000000000002,20.72194719471951,7.930000000000007,5.098388133024693,0.8256,0.7095115942028988,0.2916,0.09450282034934224,70.99562,4.478413,0.0,10.146400488113676,12.188526281342565,5.36629712007847,82.99204858493597,7.372263891034704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.69929309391252,-27.19649522671851]}"
1_1_000000000000000000ac_0,-27.180112,-49.410029,516,ciclo1,31.090000000000032,19.788879551820777,7.090000000000032,4.777225719947579,0.8855000000000001,0.7984086956521738,0.3916,0.08268634596137399,76.74031,4.4672813,0.0,10.309734948290902,12.252936427461272,5.385201885038668,85.44146565425783,7.280994734614256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.42979850867667,-27.19649522671851]}"
1_1_000000000000000000ad_0,-27.18001,-49.320013,517,ciclo1,31.810000000000002,20.115642458100588,6.170000000000016,4.761909680487943,0.8753000000000001,0.7951710144927538,0.3044,0.09825216906031958,81.22227,4.534787,0.0,10.709080848717468,12.342559565360844,5.41750378829145,86.20735924158086,7.034630285031298,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.33996698026472,-27.19649522671851]}"
1_1_000000000000000000ae_0,-27.180031,-49.230007,518,ciclo1,31.450000000000045,19.526724137931062,3.990000000000009,4.74577824047945,0.8817,0.7924608695652176,0.2106,0.11392944577121471,85.43178,4.5690837,0.0,10.837585756703104,12.342559565360844,5.41750378829145,86.20735924158086,7.034630285031298,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.25013545185276,-27.19649522671851]}"
1_1_000000000000000000af_0,-27.179958,-49.139986,519,ciclo1,32.55000000000001,20.508697916666677,8.450000000000045,4.745269944507513,0.8705,0.7963797101449276,0.30960000000000004,0.10875250132683599,86.14496,4.5251856,0.0,10.707400835085155,12.398481309653052,5.421830583821852,86.54151447185185,7.153446053260001,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.160303923440814,-27.19649522671851]}"
1_1_000000000000000000b0_0,-27.179789,-49.049242,520,ciclo1,32.910000000000025,21.31450632911396,6.910000000000025,4.9782482758023905,0.8430000000000001,0.7813072463768116,0.4222,0.08691261865128379,84.32476,4.72567,0.0,11.063468624074627,12.313950599150765,5.339008043872235,86.09425561560481,6.960052203037681,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.07047239502886,-27.19649522671851]}"
1_1_000000000000000000b1_0,-27.181965,-48.871228,522,ciclo1,32.81,21.363759590792874,9.850000000000023,4.670041641627009,0.8679,0.7996768115942029,0.3556,0.08952583489960794,97.304634,4.9866767,0.0,11.885493429978395,12.23109210600011,5.287246740010198,84.7120952972498,6.488844837085678,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.89080933820495,-27.19649522671851]}"
1_1_000000000000000000b2_0,-27.180222,-48.779816,523,ciclo1,34.31,22.224025316455737,9.390000000000043,4.680186596882371,0.8835000000000001,0.8141492753623186,0.4571,0.06252354135934018,98.044136,4.9100447,0.0,11.548599683570883,12.289068918785484,5.253485959125689,83.96241174441096,6.560514898474565,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.800977809793004,-27.19649522671851]}"
1_1_000000000000000000b4_0,-28.169977,-50.760828,529,ciclo1,30.590000000000032,19.627161572052422,3.430000000000007,5.359199719888252,0.859,0.7884724637681162,0.6146,0.05200728177570838,73.410385,4.691984,0.0,10.5513454386867,13.831944411022908,5.9872776269190595,81.81238784705417,8.14634279753045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.77727143485595,-28.184642039249987]}"
1_1_000000000000000000b5_0,-27.090041,-52.830029,537,ciclo1,36.25000000000006,25.148855098390047,8.370000000000005,5.753534196942654,0.8452000000000001,0.7344289855072464,0.6402,0.04816551506004875,85.70877,5.078971,0.0,11.871028007815552,14.540465970840263,6.14761663497109,75.77032933131257,9.013746188310998,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.84339658833085,-27.10666369830656]}"
1_1_000000000000000000b6_0,-27.089858,-51.572328,551,ciclo1,34.09000000000003,22.191707779886197,7.250000000000057,5.171430726135073,0.8432000000000001,0.7435971014492757,0.46180000000000004,0.06267473885185848,69.691574,5.1578164,0.0,11.59666697467605,14.361249839333414,5.751791157496286,77.86471469126137,8.574875424848486,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.58575519056352,-27.10666369830656]}"
1_1_000000000000000000b7_0,-27.090696,-51.209138,555,ciclo1,34.650000000000034,21.956311637080884,2.57000000000005,5.509555587049506,0.8430000000000001,0.7258608695652177,0.4701,0.07804619445436664,74.068214,5.1634183,0.0,11.48145158315841,13.97410482563478,5.6863425810503685,79.14886655078135,8.03686129370832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.226429076915714,-27.10666369830656]}"
1_1_000000000000000000b8_0,-27.088744,-50.671426,561,ciclo1,37.670000000000016,22.853846153846177,4.970000000000027,5.8168786745808125,0.801,0.6469739130434781,0.3773,0.07763733162274468,102.72342,4.636645,0.0,10.966408400354524,13.246149216502369,5.557570259904372,80.50115612115756,8.214885008744131,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.687439906444,-27.10666369830656]}"
1_1_000000000000000000b9_0,-27.090955,-50.579798,562,ciclo1,36.110000000000014,22.444916067146327,7.510000000000048,5.561935126829933,0.8226,0.6910362318840582,0.3956,0.08103393451093627,89.24498,4.643804,0.0,10.71685195960654,13.072160210109693,5.534818049480354,81.7751221902283,8.101285571976842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.59760837803205,-27.10666369830656]}"
1_1_000000000000000000ba_0,-27.091896,-50.312156,565,ciclo1,31.090000000000032,18.883440000000018,2.330000000000041,5.0972064146027085,0.88,0.7490188405797105,0.3467,0.10333702463069568,83.399475,4.7273955,0.0,10.818002339802957,12.947225762621104,5.680964722393521,84.50506537749045,8.704353623667403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.32811379279619,-27.10666369830656]}"
1_1_000000000000000000bb_0,-27.092498,-50.220089,566,ciclo1,29.870000000000005,18.95928571428574,1.830000000000041,5.153934647135015,0.8707,0.7603376811594205,0.3239,0.1250914055383111,100.966934,4.7363925,0.0,10.896710389432654,12.676463561707857,5.601386523503191,84.80126219362762,8.460193713396885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.23828226438424,-27.10666369830656]}"
1_1_000000000000000000bc_0,-27.09198,-50.037394,568,ciclo1,31.690000000000055,21.947006369426777,5.110000000000014,5.318719970160001,0.8194,0.6961579710144927,0.2464,0.11303287889735916,95.81497,4.7446823,0.0,10.635096309576072,12.381634537050308,5.491293034860572,84.60802214526109,8.129820613055864,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.058619207560334,-27.10666369830656]}"
1_1_000000000000000000bd_0,-27.089504,-49.857519,570,ciclo1,32.150000000000034,22.291780821917843,7.4500000000000455,5.004193266984201,0.8560000000000001,0.7122710144927534,0.2751,0.09681753509498979,85.51989,4.591359,0.0,10.539811080401341,12.128594248465854,5.364140198040184,82.54497369048715,7.500843446811222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.87895615073643,-27.10666369830656]}"
1_1_000000000000000000be_0,-27.090102,-49.770018,571,ciclo1,32.75000000000006,21.592582781456986,6.890000000000043,5.246787217974085,0.8172,0.7000463768115942,0.3262,0.08262844297408617,81.9448,4.5212092,0.0,10.38141313596191,12.073736706913344,5.353942283524161,81.864958375714,7.432658283525615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.78912462232448,-27.10666369830656]}"
1_1_000000000000000000bf_0,-27.089982,-49.589992,573,ciclo1,30.390000000000043,19.69980645161294,7.670000000000016,5.080949551967146,0.8981,0.7647521739130434,0.3139,0.14351892730673008,82.06904,4.42679,0.0,10.38369477927521,12.138480323351706,5.398448954127418,83.79583227996866,7.609499771294528,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.609461565500574,-27.10666369830656]}"
1_1_000000000000000000c0_0,-27.089867,-49.410075,575,ciclo1,32.410000000000025,21.39997260273976,9.850000000000023,4.948950490574025,0.8383,0.7638101449275362,0.375,0.08545954741810059,92.918465,4.549273,0.0,10.470753167160588,12.22231183385398,5.396740783945385,85.98921505444982,7.132760414974351,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.42979850867667,-27.10666369830656]}"
1_1_000000000000000000c1_0,-27.08984,-49.32009,576,ciclo1,31.850000000000023,20.25600566572241,7.850000000000023,4.862229308351615,0.8893000000000001,0.8142637681159417,0.3799,0.08430705949951088,99.26943,4.5629783,0.0,10.641743008161304,12.29237440371699,5.401118662469323,86.33364982760516,6.9484278066138785,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.33996698026472,-27.10666369830656]}"
1_1_000000000000000000c2_0,-27.089908,-49.230095,577,ciclo1,31.57000000000005,19.538984615384642,7.3700000000000045,4.81598701918871,0.9056000000000001,0.8001623188405801,0.3163,0.11419552530821549,98.48108,4.5518236,0.0,10.856235359713372,12.29237440371699,5.401118662469323,86.33364982760516,6.9484278066138785,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.25013545185276,-27.10666369830656]}"
1_1_000000000000000000c3_0,-27.090036,-49.140052,578,ciclo1,31.870000000000005,19.14262536873159,7.650000000000034,4.716002870857961,0.8848,0.7809072463768117,0.2305,0.13159454232861834,89.719246,4.4509296,0.0,10.58201554499557,12.378501660337983,5.428101973703735,86.27581101185136,6.893341257058587,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.160303923440814,-27.10666369830656]}"
1_1_000000000000000000c4_0,-27.090125,-49.049417,579,ciclo1,31.870000000000005,19.619198813056435,7.3700000000000045,4.754175139517681,0.8825000000000001,0.788204347826087,0.1809,0.13217941960306726,92.94567,4.543211,0.0,10.817103754807885,12.347689139790035,5.383796723029492,85.75110583725588,6.827764729416366,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.07047239502886,-27.10666369830656]}"
1_1_000000000000000000c5_0,-27.089952,-48.779916,582,ciclo1,32.99000000000001,21.565306122449023,7.930000000000007,4.640498566652602,0.878,0.8126652173913044,0.509,0.07407201514641812,125.24775,4.962308,0.0,11.95579094400948,12.308194294127938,5.270280018863743,83.84405845947134,6.739471114383479,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.800977809793004,-27.10666369830656]}"
1_1_000000000000000000c7_0,-26.99628,-52.65116,597,ciclo1,37.47000000000003,25.062759856630834,5.410000000000025,5.737435446388227,0.8318000000000001,0.6843884057971016,0.5579000000000001,0.05852552654080616,83.981674,5.244854,0.0,12.017362991604855,14.457420805543459,6.042470374952725,76.42312383032404,8.703904795201668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.66373353150695,-27.01683216989461]}"
1_1_000000000000000000c8_0,-27.001997,-52.203635,602,ciclo1,33.450000000000045,22.576495412844054,6.650000000000034,5.215941655242775,0.8306,0.7709579710144928,0.6972,0.032070833766709585,87.90023,5.8019795,0.0,13.243079932375682,14.536243932484116,5.919692109666754,76.93971132384496,9.108595835608064,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.21457588944718,-27.01683216989461]}"
1_1_000000000000000000c9_0,-27.000345,-51.930774,605,ciclo1,32.35000000000002,21.56250457038393,6.050000000000011,4.968153068840299,0.8552000000000001,0.7789550724637684,0.6466000000000001,0.043910869989732086,71.34417,5.5505824,0.0,12.551675448492842,14.53226386490419,5.82872999611053,77.59899922786225,9.746538832850211,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.94508130421133,-27.01683216989461]}"
1_1_000000000000000000ca_0,-26.99688,-51.029037,615,ciclo1,35.150000000000034,22.747409766454364,4.090000000000032,5.181042128469477,0.8321000000000001,0.6950057971014492,0.37510000000000004,0.08638947346647174,73.98277,4.8932285,0.0,11.193628204439888,13.614166721525203,5.600094566146421,80.13685843413916,8.536439407530006,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.04676602009181,-27.01683216989461]}"
1_1_000000000000000000cb_0,-26.999792,-50.670213,619,ciclo1,35.49000000000001,21.052648401826513,5.010000000000048,5.474811922679003,0.8314,0.7195971014492751,0.4612,0.07093242747122633,92.82625,4.539949,0.0,10.731105441109262,13.286289390018359,5.56525487209408,81.08084416785577,8.715299073042857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.687439906444,-27.01683216989461]}"
1_1_000000000000000000cc_0,-27.000169,-50.310165,623,ciclo1,31.350000000000023,19.270000000000028,4.750000000000057,4.860135676450159,0.8510000000000001,0.7226869565217392,0.35350000000000004,0.09436193796819843,88.35947,4.5885596,0.0,10.74860283970361,12.876788405543481,5.6231133315436,84.59624619988236,8.811524529215973,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.32811379279619,-27.01683216989461]}"
1_1_000000000000000000cd_0,-27.000132,-50.219992,624,ciclo1,30.850000000000023,19.226938775510234,4.650000000000034,5.068825638152576,0.8661000000000001,0.7712362318840582,0.1267,0.124794196923579,79.081406,4.6987615,0.0,10.858583739389964,12.639401369927045,5.552584995940187,84.62319187110572,8.613046173651984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.23828226438424,-27.01683216989461]}"
1_1_000000000000000000ce_0,-27.000029,-50.129991,625,ciclo1,30.910000000000025,20.78240356083089,5.670000000000016,5.01771856167136,0.8524,0.7502840579710146,0.3145,0.08963437426679235,96.16905,4.753431,0.0,11.110572392703798,12.391792617415614,5.474084707846133,84.52463295376441,8.223106374022798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.14845073597228,-27.01683216989461]}"
1_1_000000000000000000cf_0,-26.998056,-49.589518,631,ciclo1,33.03000000000003,21.81101492537315,8.950000000000045,5.187585195826359,0.7948000000000001,0.7163971014492754,0.44770000000000004,0.06813894366492697,81.45602,4.569196,0.0,10.677388223243264,12.108417015589119,5.359810573488378,84.48967897776684,7.392710690099844,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.609461565500574,-27.01683216989461]}"
1_1_000000000000000000d0_0,-27.000043,-49.409981,633,ciclo1,31.410000000000025,20.161323943662005,8.670000000000016,4.776343488528935,0.9126000000000001,0.8216014492753624,0.31020000000000003,0.11615641814450177,91.01126,4.666054,0.0,11.01305232880671,12.147618491388219,5.347317378070103,85.81919835420767,7.312004381741016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.42979850867667,-27.01683216989461]}"
1_1_000000000000000000d1_0,-26.999956,-49.320038,634,ciclo1,32.670000000000016,21.519315789473712,8.990000000000009,4.761155383358912,0.8989,0.8166855072463767,0.2914,0.097153369376799,95.91572,4.7382855,0.0,11.29378638879366,12.088653822895054,5.3047233740532205,86.04301624180496,7.131140559914693,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.33996698026472,-27.01683216989461]}"
1_1_000000000000000000d2_0,-26.999838,-49.230128,635,ciclo1,32.47000000000003,21.2225274725275,9.79000000000002,4.557610129815722,0.8823000000000001,0.8200739130434784,0.3902,0.0786081838350653,95.82654,4.668806,0.0,10.965092664917641,12.088653822895054,5.3047233740532205,86.04301624180496,7.131140559914693,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.25013545185276,-27.01683216989461]}"
1_1_000000000000000000d3_0,-27.000149,-49.140022,636,ciclo1,32.370000000000005,20.361235294117684,7.230000000000018,4.61523458111871,0.8878,0.8108057971014492,0.1713,0.1127771406121589,102.18257,4.5931334,0.0,10.788360803806448,12.154235629287756,5.33293439772298,85.85288019370974,6.956353608091345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.160303923440814,-27.01683216989461]}"
1_1_000000000000000000d4_0,-27.000442,-49.050917,637,ciclo1,32.75000000000006,21.481501416430625,8.310000000000002,4.635745859308292,0.8736,0.7946956521739132,0.2097,0.10938973858928648,98.69848,4.8228054,0.0,11.163909517868143,12.197207077689589,5.323673184832404,85.17301813439288,6.808059808915373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.07047239502886,-27.01683216989461]}"
1_1_000000000000000000d5_0,-26.999447,-48.960275,638,ciclo1,32.79000000000002,21.194843304843356,8.750000000000057,4.647637934021867,0.8662000000000001,0.7786318840579709,0.29660000000000003,0.11953547347206081,86.95077,4.925883,0.0,11.5014239351739,12.154483326091418,5.270364541118995,84.44743900143854,6.821529536557842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.98064086661691,-27.01683216989461]}"
1_1_000000000000000000d6_0,-27.000571,-48.869749,639,ciclo1,33.13000000000005,22.416424581005636,8.410000000000025,4.935861933485746,0.7888000000000001,0.7065449275362319,0.5189,0.05808379138878878,107.2204,4.9560027,0.0,11.792529298229757,12.031693037506956,5.192880666420087,83.87725373326117,6.755381927745062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.89080933820495,-27.01683216989461]}"
1_1_000000000000000000d7_0,-26.999929,-48.780277,640,ciclo1,34.27000000000004,23.363461538461568,8.550000000000011,4.718318765598103,0.8126,0.717659420289855,0.3901,0.06955301870701312,118.05277,4.9616437,0.0,11.96912807610508,12.096102438420171,5.185261055535525,83.63776529772426,6.942776902401117,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.800977809793004,-27.01683216989461]}"
1_1_000000000000000000d8_0,-27.000059,-48.690158,641,ciclo1,34.910000000000025,22.962142857142904,9.29000000000002,4.636594859557905,0.8373,0.7647536231884058,0.5071,0.06307119643867452,128.74042,4.6358786,0.0,11.179659080362612,12.470993612849398,5.319338188107982,82.78007752936549,7.311911232548359,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.711146281381055,-27.01683216989461]}"
1_1_000000000000000000d9_0,-27.000015,-48.600137,642,ciclo1,38.07000000000005,24.32321266968327,8.090000000000032,5.115409166989792,0.5793,0.504459420289855,0.3225,0.045720186512485016,127.63312,4.370759,0.0,10.536384881556247,13.538657886822,5.784452454732748,82.42378789124291,7.6075612820654515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.6213147529691,-27.01683216989461]}"
1_1_000000000000000000da_0,-26.911205,-52.110299,660,ciclo1,33.110000000000014,22.109672131147597,5.730000000000018,5.234761967991997,0.8618,0.7860289855072464,0.7144,0.035888297319293716,78.13998,5.555277,0.0,12.450509953088211,14.481588149835678,5.834616920302046,77.58544381075939,9.631233438701148,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.12474436103523,-26.927000641482657]}"
1_1_000000000000000000db_0,-26.907336,-51.3883,668,ciclo1,34.170000000000016,21.966974459724995,3.1900000000000546,5.118960275667909,0.8693000000000001,0.7563869565217394,0.44770000000000004,0.0729278995002564,72.04605,5.2550387,0.0,11.455787686447582,13.986100591844833,5.57902122952559,80.69067619210153,8.78495460152761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.40609213373962,-26.927000641482657]}"
1_1_000000000000000000dc_0,-26.910315,-51.299243,669,ciclo1,32.450000000000045,21.11842105263161,5.130000000000052,4.8903463047732565,0.8786,0.7709014492753624,0.4344,0.07930816521874332,62.011734,5.1892424,0.0,11.057352276754267,13.942094372666745,5.598817960422328,80.62448591987797,8.684032599023851,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.31626060532766,-26.927000641482657]}"
1_1_000000000000000000dd_0,-26.909121,-51.03268,672,ciclo1,33.450000000000045,21.479788135593246,6.110000000000014,4.932659057632306,0.8462000000000001,0.7263333333333336,0.20020000000000002,0.1018095403784779,64.36928,4.8467364,0.0,10.91567422631316,13.694750958968129,5.643385890977281,81.11173178082808,8.575698541645867,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.04676602009181,-26.927000641482657]}"
1_1_000000000000000000de_0,-26.910096,-50.940006,673,ciclo1,33.77000000000004,21.462434782608746,3.07000000000005,5.166567962062979,0.8427,0.7114072463768115,0.4344,0.07888584178702,72.028114,4.7913165,0.0,10.878535060537853,13.694750958968129,5.643385890977281,81.11173178082808,8.575698541645867,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.95693449167985,-26.927000641482657]}"
1_1_000000000000000000df_0,-28.034886,-50.849915,677,ciclo1,29.950000000000045,19.396564551422358,4.890000000000043,5.127163066255773,0.862,0.7680318840579708,0.5266000000000001,0.07261003143207113,75.8876,4.7343755,0.0,10.43971265427105,13.880455943443007,5.988970843086308,81.44229738771476,8.42804973796426,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.867102963267904,-28.04989474663206]}"
1_1_000000000000000000e0_0,-26.909849,-50.219737,681,ciclo1,29.99000000000001,18.881314984709505,7.110000000000014,4.972177555856382,0.8877,0.7633521739130436,0.08600000000000001,0.15940190169314158,78.283806,4.5835037,0.0,10.20823760320289,12.578715037506953,5.519979756125637,84.53953172260924,8.60652642815064,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.23828226438424,-26.927000641482657]}"
1_1_000000000000000000e1_0,-26.908503,-50.12862,682,ciclo1,32.39000000000004,21.6649852507375,9.630000000000052,4.962438225446737,0.8079000000000001,0.6663637681159422,0.3447,0.08540269990473622,81.012115,4.772282,0.0,10.510959664405762,12.260255311479561,5.421490456349462,84.3389381379935,8.352389369770691,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.14845073597228,-26.927000641482657]}"
1_1_000000000000000000e2_0,-26.909652,-49.862477,685,ciclo1,31.090000000000032,20.433461538461575,8.850000000000023,4.805550563970702,0.8678,0.7529565217391303,0.272,0.122298850502688,98.47679,4.5610213,0.0,10.689227561631347,12.273211240246647,5.420182565288676,83.06007296842499,7.857966343278357,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.87895615073643,-26.927000641482657]}"
1_1_000000000000000000e3_0,-26.910041,-49.769942,686,ciclo1,32.51000000000005,21.22632911392407,6.850000000000023,5.254555269626328,0.8243,0.7211260869565218,0.2233,0.10441901189011542,91.78281,4.5647793,0.0,10.477856569008143,12.096033979972711,5.35656463565993,82.92103583690805,7.9243209166378845,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.78912462232448,-26.927000641482657]}"
1_1_000000000000000000e4_0,-26.90844,-49.677713,687,ciclo1,31.370000000000005,20.42365079365082,6.830000000000041,5.004294315119833,0.88,0.7685318840579712,0.2066,0.12870306854528366,100.231804,4.631395,0.0,10.784915570511833,12.205413638420202,5.397602953049605,83.66143833782064,7.865934926430084,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.69929309391252,-26.927000641482657]}"
1_1_000000000000000000e5_0,-26.911786,-49.587924,688,ciclo1,30.350000000000023,18.815375722543383,5.730000000000018,4.978589999673007,0.9034000000000001,0.7966159420289856,0.3209,0.13156173028767293,104.11978,4.695327,0.0,10.997683015019906,12.370006427461277,5.483976132661568,84.9113132823543,7.652830172372008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.609461565500574,-26.927000641482657]}"
1_1_000000000000000000e6_0,-26.910199,-49.499667,689,ciclo1,30.410000000000025,18.452832369942243,6.150000000000034,4.891383489372687,0.9065000000000001,0.7985753623188407,0.3433,0.13999906459914974,130.84976,4.7569885,0.0,11.793009483120846,12.306733848465843,5.463826218920224,86.28659069042787,7.509334944893799,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.51963003708862,-26.927000641482657]}"
