system:index,Lat,Long,UA,ciclo,lst_max,lst_mean,lst_min,lst_sd,ndvi_max,ndvi_mean,ndvi_min,ndvi_sd,prec_max,prec_mean,prec_min,prec_sd,rad_mean,rad_sd,umid_mean,umid_sd,.geo
1_1_00000000000000000017_0,-28.440231,-49.229925,77,ciclo1,34.27000000000004,22.442374727668867,8.090000000000032,5.254726124951759,0.8314,0.7505318840579714,0.6269,0.05279016842137512,96.358734,4.567738,0.0,11.709730415545598,13.208987382712397,5.696362903063389,81.49742184476938,7.276698066611086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.25013545185276,-28.45413662448584]}"
1_1_00000000000000000018_0,-28.440008,-48.870006,81,ciclo1,35.63000000000005,23.620468750000025,10.550000000000011,4.930761835687652,0.8541000000000001,0.7565913043478262,0.6006,0.05287862431921688,121.508415,4.620758,0.0,12.300542491109747,14.118079211022918,5.882098708357819,80.39442356387458,7.453887797453258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.89080933820495,-28.45413662448584]}"
1_1_00000000000000000019_0,-28.3502,-50.400054,85,ciclo1,33.07000000000005,21.40942622950825,5.3700000000000045,5.52434489835965,0.8263,0.7013130434782608,0.5732,0.07243386171274671,69.290016,4.806756,0.0,10.285196207925923,13.9011489845389,6.011767233025991,79.79757463081664,7.996916046891489,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.417945321208144,-28.364305096073892]}"
1_1_0000000000000000001a_0,-28.35029,-50.221382,87,ciclo1,34.450000000000045,21.45592445328034,4.470000000000027,5.652286918214972,0.775,0.684013043478261,0.5461,0.0646921268713815,76.06893,4.8530593,0.0,10.787825599840959,13.754076630200998,5.8992989210843545,79.86041598768463,8.454905294548881,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.23828226438424,-28.364305096073892]}"
1_1_0000000000000000001b_0,-28.348379,-50.040497,89,ciclo1,33.23000000000002,20.884469696969745,5.850000000000023,5.440944076725171,0.7953,0.6717159420289854,0.5249,0.07966013245264945,79.94646,4.90548,0.0,10.642317833795286,13.632088630200982,5.823505282729911,80.47245485232777,8.583089840754308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.058619207560334,-28.364305096073892]}"
1_1_0000000000000000001c_0,-28.350039,-49.499967,95,ciclo1,32.170000000000016,19.412273781902584,6.230000000000018,5.084858139703934,0.89,0.7848797101449273,0.09670000000000001,0.13414851771716851,99.90039,4.8564816,0.0,11.763210746307303,13.094289095954414,5.6554541536186775,82.93526047761225,7.88623055043378,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.51963003708862,-28.364305096073892]}"
1_1_0000000000000000001d_0,-28.348173,-49.319101,97,ciclo1,35.210000000000036,22.321840354767232,4.350000000000023,5.350417596174004,0.8439000000000001,0.775026086956522,0.5926,0.04253551168439242,99.91475,4.565882,0.0,11.095530591214171,13.075896851205572,5.61468200432945,82.00253313852082,7.138917091618501,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.33996698026472,-28.364305096073892]}"
1_1_0000000000000000001e_0,-28.352694,-49.231971,98,ciclo1,36.33000000000004,23.21595185995628,4.8700000000000045,5.59034064774742,0.8145,0.7418246376811592,0.6339,0.04393676749503183,98.84973,4.546787,0.0,11.335395122360016,13.075896851205572,5.61468200432945,82.00253313852082,7.138917091618501,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.25013545185276,-28.364305096073892]}"
1_1_0000000000000000001f_0,-28.260212,-50.670125,104,ciclo1,30.630000000000052,19.59298947368426,2.490000000000009,5.419594266217221,0.8719,0.8076869565217389,0.6208,0.05027819394518622,76.792046,4.7177925,0.0,10.596395756509285,13.881159645726122,6.009613433732973,81.21151784460089,8.258029992957617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.687439906444,-28.27447356766194]}"
1_1_00000000000000000020_0,-28.260661,-49.86161,113,ciclo1,32.43000000000001,19.88401515151517,5.110000000000014,5.1989407953649085,0.8059000000000001,0.7167956521739134,0.5657,0.05498343211534656,74.93464,5.0124664,0.0,11.419887639254858,13.301413748009216,5.677651017191006,81.31546536202656,9.198841014794429,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.87895615073643,-28.27447356766194]}"
