UA,anom_lst_max,anom_lst_mean,anom_lst_min,anom_lst_sd,anom_ndvi_max,anom_ndvi_mean,anom_ndvi_min,anom_ndvi_sd,anom_prec_max,anom_prec_mean,anom_prec_min,anom_prec_sd,anom_rad_mean,anom_rad_sd,anom_umid_mean,anom_umid_sd,cycle_lst_max_cycle1,cycle_lst_max_cycle2,cycle_lst_mean_cycle1,cycle_lst_mean_cycle2,cycle_lst_min_cycle1,cycle_lst_min_cycle2,cycle_lst_sd_cycle1,cycle_lst_sd_cycle2,cycle_ndvi_max_cycle1,cycle_ndvi_max_cycle2,cycle_ndvi_mean_cycle1,cycle_ndvi_mean_cycle2,cycle_ndvi_min_cycle1,cycle_ndvi_min_cycle2,cycle_ndvi_sd_cycle1,cycle_ndvi_sd_cycle2,cycle_prec_max_cycle1,cycle_prec_max_cycle2,cycle_prec_mean_cycle1,cycle_prec_mean_cycle2,cycle_prec_min_cycle1,cycle_prec_min_cycle2,cycle_prec_sd_cycle1,cycle_prec_sd_cycle2,cycle_rad_mean_cycle1,cycle_rad_mean_cycle2,cycle_rad_sd_cycle1,cycle_rad_sd_cycle2,cycle_umid_mean_cycle1,cycle_umid_mean_cycle2,cycle_umid_sd_cycle1,cycle_umid_sd_cycle2,monthly_lst_max_cycle1,monthly_lst_max_cycle2,monthly_lst_mean_cycle1,monthly_lst_mean_cycle2,monthly_lst_min_cycle1,monthly_lst_min_cycle2,monthly_lst_sd_cycle1,monthly_lst_sd_cycle2,monthly_ndvi_max_cycle1,monthly_ndvi_max_cycle2,monthly_ndvi_mean_cycle1,monthly_ndvi_mean_cycle2,monthly_ndvi_min_cycle1,monthly_ndvi_min_cycle2,monthly_ndvi_sd_cycle1,monthly_ndvi_sd_cycle2,monthly_prec_max_cycle1,monthly_prec_max_cycle2,monthly_prec_mean_cycle1,monthly_prec_mean_cycle2,monthly_prec_min_cycle1,monthly_prec_min_cycle2,monthly_prec_sd_cycle1,monthly_prec_sd_cycle2
397,3.6000000000000227,0.38908811530976806,0.26000000000004775,0.14503439170643873,0.01100000000000001,0.025779089026914948,-0.2673000000000001,0.005099886989021897,10.328040000000001,-0.1278410000000001,0.0,-0.6959406470542753,0.2843911113295494,0.11848623109932355,-1.0487867049302508,1.1826721247012628,34.55000000000001,38.150000000000034,23.793003802281387,24.182091917591155,6.430000000000007,6.690000000000055,5.46405127871361,5.609085670420049,0.8381000000000001,0.8491000000000001,0.706685507246377,0.732464596273292,0.5940000000000001,0.3267,0.0569856765002539,0.0620855634892758,63.18209,73.51013,4.6111307,4.4832897,0.0,0.0,10.21604087615236,9.520100229098084,14.375897833854,14.660288945183549,5.927668918818831,6.046155149918155,76.36138126365321,75.31259455872296,8.169875392571432,9.352547517272695,28.67666666666669,28.7114285714286,23.533518518518548,24.06717997675972,15.491666666666694,16.866296296296326,4.348675392518398,4.28430660786958,0.80605,0.8238428571428573,0.7631583333333335,0.7815429563492065,0.7066500000000001,0.7272714285714287,0.0344069662816051,0.0337176994675386,723.8853549957275,1531.2300362586975,420.7656859954198,954.9407194860978,298.50839281082153,565.4822389758192,130.21163092070412,246.35349783977225
398,3.079999999999984,0.1531597005181382,-1.140000000000045,0.3071630114025883,0.038999999999999924,0.0339225672877842,-0.0677000000000001,-0.000770128511047595,-13.437280000000001,-0.1508434999999997,0.0,-1.242595859979339,0.30297040778805595,0.13039688762059853,-1.1033603854745735,1.2313559582810516,35.450000000000045,38.53000000000003,24.400292397660827,24.553452098178965,8.510000000000048,7.370000000000003,5.472932092076875,5.780095103479463,0.7796000000000001,0.8186,0.6618420289855073,0.6957645962732915,0.5235000000000001,0.4558,0.0579048830405646,0.057134754529517,81.72273,68.28545,4.371591,4.2207475,0.0,0.0,10.104390610056358,8.861794750077019,14.232091419242105,14.53506182703016,5.85489695563476,5.985293843255358,76.44360795278877,75.3402475673142,8.207421027352694,9.438776985633746,28.71833333333337,28.966923076923106,23.605860269360296,23.986165769415795,15.528333333333356,17.055384615384643,4.323082348036712,4.211259486051862,0.8316666666666667,0.8491,0.7398244444444444,0.7597597883597884,0.6655333333333333,0.7082642857142857,0.05346858690673,0.0451953834897929,749.2432615756989,1457.5773754119873,398.9076717297236,899.0192285687687,274.427814245224,543.4116344968788,140.5982463514305,243.9859656507697
403,0.660000000000025,0.5952840030293807,0.9600000000000364,0.05049380653744073,0.038899999999999935,0.028599171842650484,0.05250000000000005,-0.0002943654394235995,27.910629999999998,0.12599699999999991,0.0,-0.4225797563014382,0.4024576358734908,0.19465591950610328,-1.0941973764875428,0.8732857652974069,38.31,38.97000000000003,23.057800829875525,23.653084832904906,6.2900000000000205,7.250000000000057,5.780463209353444,5.830957015890885,0.8332,0.8721,0.6569579710144926,0.6855571428571431,0.4704,0.5229,0.0836286259252428,0.0833342604858192,68.69763,96.60826,5.0089493,5.1349463,0.0,0.0,11.551408922847678,11.12882916654624,13.625006432940737,14.027464068814227,5.668482429521116,5.863138349027219,79.50408902465617,78.40989164816862,7.911980507965021,8.785266273262428,29.092000000000024,29.05666666666669,23.07593771043774,23.561218752852117,15.353333333333351,15.984074074074105,4.31566180594166,4.253385444959948,0.8717666666666668,0.8795642857142859,0.7233319444444444,0.7561288690476191,0.63655,0.6656,0.0698612121023136,0.0626394061338725,653.8906157016754,1659.5203239917755,457.0666177670161,1093.7436215122216,312.2726266384125,608.8802717626095,111.29751886193222,277.2389091071665
405,-0.3599999999999568,0.7474613095237963,0.28000000000002956,-0.08405341481157524,0.03500000000000003,0.026879710144927516,-0.05099999999999999,0.010120009786452097,-24.135895000000005,0.2961891999999997,0.0,-0.33666329903836,0.4216112241835823,0.2041165370552882,-1.1400508991961402,0.767405177542674,34.370000000000005,34.01000000000005,21.021205357142897,21.768666666666693,5.490000000000009,5.770000000000039,5.611030779122202,5.526977364310627,0.8398,0.8748,0.7291115942028983,0.7559913043478258,0.4326,0.3816,0.0606147027083003,0.0707347124947524,114.574585,90.43869,4.826284,5.1224732,0.0,0.0,11.470506105369951,11.133842806331591,13.698330045726102,14.119941269909685,5.750821762879195,5.954938299934483,79.49262974059491,78.35257884139877,8.41080452731312,9.178209704855794,28.44333333333336,28.950000000000028,22.26341035353538,22.9647885935187,14.800909090909125,15.52130434782612,4.491831951925426,4.433767271900885,0.8373166666666667,0.8425714285714285,0.7282402777777778,0.7523382275132277,0.6607166666666667,0.6518777777777779,0.054792838161677,0.0464193143383393,628.1805725097656,1652.1631002426147,433.75868081549805,1092.8086665543524,314.444495677948,601.4031667262316,101.86394159729218,280.8509201268162
409,-1.0399999999999636,0.7284078864986405,-2.0,0.12039782150550771,0.031500000000000083,0.016331469979296354,0.008699999999999986,-0.0025238690357684,22.855586000000002,0.32321879999999936,0.0,0.30092671458859854,0.38402421310463275,0.20643110573684886,-0.9466831651113239,0.4873724118186482,35.31,34.27000000000004,21.28319540229889,22.01160328879753,6.650000000000034,4.650000000000034,5.410388954592657,5.530786776098164,0.8388,0.8703000000000001,0.7067623188405797,0.7230937888198761,0.3885,0.3972,0.0721332464734336,0.0696093774376652,69.245,92.100586,4.7419887,5.0652075,0.0,0.0,10.841286010252803,11.142212724841402,13.213732363534348,13.59775657663898,5.617654525711846,5.824085631448695,81.16640829983048,80.21972513471916,7.999839452554375,8.487211864373023,28.878888888888923,29.016956521739164,22.957501563251597,23.63283528586638,15.771818181818205,15.870800000000026,4.5345381867873344,4.459618646815302,0.7819666666666668,0.7840428571428572,0.6340876388888889,0.6649855158730159,0.535525,0.6136333333333333,0.0688381757459272,0.0515422092221379,605.2626032829285,1604.1739020347595,432.7064530352752,1078.8892057726553,324.17020654678345,576.471585392952,99.86096075940698,294.7521439115703
413,1.4800000000000182,0.7479487062082342,-5.100000000000023,0.022139194446566535,0.036900000000000044,0.02467619047619085,-0.0643,-0.0008258891798348933,23.00404599999999,0.2764033999999995,0.0,0.47330571335199423,0.3520769959116734,0.21323436638186877,-0.8119678522184017,0.13370900393058704,30.850000000000023,32.33000000000004,19.744459102902425,20.49240780911066,5.330000000000041,0.2300000000000182,5.129733688540273,5.151872882986839,0.8585,0.8954000000000001,0.7416057971014494,0.7662819875776402,0.2324,0.1681,0.101128599266388,0.1003027100865531,75.981834,98.98588,4.649909,4.9263124,0.0,0.0,10.604082959162891,11.077388672514886,12.871324842073149,13.223401837984822,5.638539007874614,5.851773374256482,84.91505292070435,84.10308506848595,8.40229123605617,8.536000239986757,23.5766666666667,23.550800000000034,18.80625234487737,19.010549365831466,12.668333333333363,13.656666666666696,3.8291460112161415,3.467190052934518,0.8417499999999999,0.84575,0.7451240277777779,0.786896593915344,0.5671666666666667,0.6155222222222222,0.0931853499887557,0.0625326656541301,615.5162279605865,1585.268666267395,424.304198294878,1049.3045944041976,281.2612428665161,543.7701031565666,100.76019824320812,290.8384110613531
415,2.3000000000000114,1.3281875230712359,-6.300000000000011,-0.05986540797615181,0.014600000000000057,0.007433954451346203,-0.1261,-0.0039700548615271,26.113580000000013,0.16057129999999997,0.0,-0.1253975425888605,0.35404150502477094,0.21996515481134526,-0.7367627811264867,0.04498903133848664,28.77000000000004,31.07000000000005,18.28904761904766,19.617235142118897,5.730000000000018,-0.5699999999999932,5.187449357728888,5.1275839497527365,0.8518,0.8664000000000001,0.746805797101449,0.7542397515527952,0.159,0.0329,0.1153059231280979,0.1113358682665708,73.11343,99.22701,4.5788717,4.739443,0.0,0.0,10.28031946595489,10.154921923366029,12.869977548922463,13.224019053947234,5.686140659878971,5.906105814690316,85.42886695787271,84.69210417674623,8.287296386474466,8.332285417812953,23.410000000000025,25.184285714285743,18.46217003367006,19.994955488549813,11.940909090909118,14.062592592592624,3.8381162999461553,3.713359777610753,0.8556666666666667,0.8373571428571428,0.7625243055555555,0.7858811177248678,0.5352666666666667,0.7136555555555556,0.0904642112232751,0.0412107817871861,639.9506878852844,1541.7681441307068,417.8957669834296,950.440492101996,247.71032679080963,492.5467309718952,111.2224533851259,281.6553574414688
419,1.2399999999999523,0.8833964516664032,1.8999999999999773,0.08753026877073466,0.0005999999999999339,0.00031552795031075664,-0.2033,0.005633417354991899,-12.217781000000002,0.007472000000000811,0.0,-1.094977438534487,0.3763169548993517,0.2114060205408883,-0.7808675116102393,0.07927108282965012,33.63000000000005,34.870000000000005,21.888711656441757,22.77210810810816,7.750000000000057,9.650000000000034,5.309145674025434,5.396675942796168,0.8298000000000001,0.8304,0.6742695652173912,0.674585093167702,0.3205,0.1172,0.090425112428915,0.0960585297839069,81.651535,69.433754,4.3820367,4.3895087,0.0,0.0,10.17915779036042,9.084180351825934,12.30397900280375,12.680295957703102,5.367856696290605,5.579262716831494,83.73335557473577,82.95248806312553,7.456566160811053,7.535837243640703,28.35857142857145,28.84090909090912,22.540241642616675,23.089126621285345,15.138888888888914,15.69071428571432,4.523203974155834,4.477949595088476,0.7265166666666668,0.7789142857142856,0.6489570833333335,0.6600995701058201,0.55505,0.5109555555555556,0.0483650732092834,0.0758906598353026,583.3309376239777,1451.1659150123596,399.8608672618866,934.9653396420714,231.18012595176697,467.7618062496185,103.66898521325076,276.7412895075234
421,2.919999999999959,0.8486666220844867,0.9599999999999795,0.06296414958564078,-0.018900000000000028,0.01585507246376794,-0.21700000000000003,-0.005994003739124704,-1.9364450000000062,-0.04149280000000033,0.0,-1.3720664034628776,0.3982140375756362,0.21007534562116792,-0.8039865212481345,0.11180442954827452,32.690000000000055,35.610000000000014,20.920678466076737,21.769345088161224,6.970000000000027,7.930000000000007,5.443576643928696,5.506540793514337,0.8545,0.8356,0.6844318840579712,0.7002869565217391,0.337,0.12,0.1037689120081199,0.0977749082689952,79.278175,77.34173,4.363581,4.3220882,0.0,0.0,10.19779308544002,8.825726681977143,12.254601682255808,12.652815719831445,5.337831078842772,5.54790642446394,83.41721862148492,82.61323210023679,7.102924540314907,7.214728969863182,27.258571428571468,27.124000000000024,21.221780784030813,21.58209938467968,15.08090909090911,14.65000000000003,4.264796559408328,4.188288817361822,0.8446833333333332,0.8355285714285714,0.7653676388888888,0.7683180143731038,0.62632,0.6751142857142859,0.0647765638076832,0.0436889341424205,565.9279227256775,1487.3028044700625,398.1768023173015,920.6048298176696,212.78487253189087,448.41578065464273,102.33645937231606,265.75654010022646
422,2.0600000000000023,0.7629915453645602,0.0,0.07431885130251548,-0.0015000000000000568,-0.005586956521738684,-0.1714,0.017932721443537997,9.723916000000003,-0.046583400000000275,0.0,-1.1844201714784877,0.40885359753877637,0.21424076472701703,-0.7068785694771975,-0.017818127293876884,31.77000000000004,33.83000000000004,20.190433604336075,20.953425149700635,7.670000000000016,7.670000000000016,5.106813964056021,5.181132815358536,0.8723000000000001,0.8708,0.7741391304347826,0.7685521739130439,0.3363,0.1649,0.0828847676035418,0.1008174890470798,69.730034,79.45395,4.3001094,4.253526,0.0,0.0,10.25203045323403,9.067610281755542,12.315855083169035,12.724708680707812,5.349222864102325,5.563463628829342,84.34075096006725,83.63387239059006,7.168755480144817,7.15093735285094,27.55571428571431,27.308947368421084,21.93271903559406,22.168795024573743,15.939090909090943,15.847857142857174,4.011889341500046,3.9309138635461927,0.8293500000000001,0.8337928571428571,0.7654236111111111,0.7676012566137566,0.6788000000000001,0.6552888888888889,0.043942189219945,0.0483063640618832,566.1485681533813,1412.3403296470642,392.3849727511406,906.0010803815312,215.905170917511,458.5469285231084,107.1276308016472,251.318136496597
423,2.840000000000032,0.9676305021548472,0.1999999999999904,0.3304300130065583,-0.015899999999999914,-0.019770807453416417,-0.1532,0.012360589986772696,19.533695999999992,-0.04480229999999974,0.0,-0.8130283933135889,0.4210921079017318,0.221326365495484,-0.5746706215093695,-0.1388147065334575,32.910000000000025,35.75000000000006,21.8953367875648,22.86296728971965,9.57000000000005,9.77000000000004,5.013038493607196,5.343468506613754,0.8115,0.7956000000000001,0.7192000000000002,0.6994291925465838,0.2978,0.1446,0.0707376782940634,0.0830982682808361,68.324814,87.85851,4.3047223,4.25992,0.0,0.0,10.234655923300236,9.421627529986647,12.419653262164465,12.840745370066196,5.403273952862262,5.624600318357746,85.54767571163741,84.97300509012804,7.255580217480948,7.1167655109474905,27.350000000000023,27.20304347826089,21.732159932659965,22.190326135840834,15.841666666666702,15.9864285714286,3.9744872690805657,3.943952044943251,0.8338833333333334,0.8388785714285715,0.7844679166666668,0.7915081679894179,0.66774,0.6679444444444445,0.0498995853130031,0.0464995489795898,573.4710488319397,1447.835772037506,392.8059191604455,907.362972154852,214.400874376297,476.55421462096274,111.02362215806332,265.2623211884808
424,1.9800000000000182,0.9086693856428063,-1.579999999999984,0.1291398600016027,0.016599999999999948,-0.01194037267080783,-0.1152,0.0049967706986635135,33.04854,-0.17420800000000014,0.0,-0.9368880044672938,0.4210921079017318,0.221326365495484,-0.5746706215093695,-0.1388147065334575,31.77000000000004,33.75000000000006,20.37679144385028,21.285460829493086,8.430000000000007,6.850000000000023,4.9157529030214615,5.044892763023064,0.8550000000000001,0.8716,0.770921739130435,0.7589813664596272,0.1797,0.0645,0.0958137835679869,0.1008105542666504,70.32712,103.37566,4.433658,4.25945,0.0,0.0,10.43189900269145,9.495010998224156,12.419653262164465,12.840745370066196,5.403273952862262,5.624600318357746,85.54767571163741,84.97300509012804,7.255580217480948,7.1167655109474905,25.904000000000032,27.33545454545458,21.20069865319868,21.57630172770737,15.0116666666667,15.759285714285744,3.847588703365444,3.840621397810436,0.89995,0.8858357142857143,0.841724027777778,0.8326113095238096,0.6714800000000001,0.7110666666666666,0.0581677697183603,0.0501229327955819,592.4518356323242,1501.424837589264,405.9304515918096,910.6133615951694,215.8319129943848,515.0338822929189,114.89128180367524,264.3316767669867
425,1.6399999999999864,0.7194918840949676,-0.5600000000000023,0.004070571336020734,0.01739999999999997,0.0063250517598342215,-0.2785,0.01959194080499599,20.153440000000003,-0.22098969999999962,0.0,-1.0546222175263065,0.43003229763310635,0.2224091504739807,-0.470280857960347,-0.03987567548218429,31.53000000000003,33.170000000000016,19.801081794195284,20.52057367829025,6.8700000000000045,6.310000000000002,4.7818385134284345,4.785909084764455,0.8832000000000001,0.9006000000000001,0.8089202898550725,0.8152453416149067,0.3411,0.0626,0.095300225192048,0.114892165997044,86.38355,106.53699,4.5173087,4.296319,0.0,0.0,10.930784909380051,9.876162691853745,12.368735642073126,12.798767939706233,5.390839399678559,5.61324855015254,86.18005974529486,85.70977888733451,6.715139924319392,6.675264248837208,26.37285714285718,26.728260869565247,21.38528607503611,21.8226350423676,15.19833333333336,16.092962962962993,3.773521849193714,3.5814474424563434,0.8601000000000001,0.8654285714285714,0.8073059722222222,0.8185356812169312,0.6712800000000001,0.6713555555555556,0.054776045121874,0.0542177763787784,613.7166361808777,1510.0936889648438,412.204416791598,915.1159731165772,222.92908477783203,486.53272996935993,117.80962474871896,276.84697128041165
426,1.4600000000000364,0.6327091648566245,-3.3799999999999955,0.12837313555091967,0.019499999999999962,0.013508488612836267,-0.1466,0.0040593309212167,24.150080000000003,-0.28945240000000005,0.0,-0.9484716100824198,0.43003229763310635,0.2224091504739807,-0.470280857960347,-0.03987567548218429,31.370000000000005,32.83000000000004,19.38604221635888,20.018751381215505,7.710000000000036,4.330000000000041,4.631502563770953,4.7598756993218725,0.8929,0.9124,0.8191753623188405,0.8326838509316767,0.2167,0.0701,0.1125581117619682,0.1166174426831849,88.62331,112.77339,4.600179,4.3107266,0.0,0.0,10.97336072723145,10.02488911714903,12.368735642073126,12.798767939706233,5.390839399678559,5.61324855015254,86.18005974529486,85.70977888733451,6.715139924319392,6.675264248837208,26.78777777777782,27.19640000000003,22.27611195286198,22.55909978027249,16.426666666666694,16.74703703703707,3.721264084359309,3.4720579433806398,0.8781000000000002,0.8903714285714284,0.8218783333333334,0.8320190145502645,0.7364166666666666,0.6619222222222223,0.0491065097800458,0.0618364333758232,649.4228811264038,1556.800143957138,419.7663683891296,918.1847445070088,225.32328271865845,471.7362653375603,121.21947208424731,290.6880883892551
427,1.240000000000009,0.5841224604073112,0.07999999999998408,0.012456360245866271,0.014499999999999957,0.013736024844720252,-0.07169999999999999,-0.006010637447713199,-4.553659999999994,-0.36783830000000073,0.0,-1.418461891441975,0.43301008592816004,0.21807612759951844,-0.5278762570119682,0.07492557011990542,33.150000000000034,34.39000000000004,20.91383693045568,21.49795939086299,8.350000000000023,8.430000000000007,4.713949771500335,4.726406131746201,0.902,0.9165,0.8279956521739131,0.8417316770186334,0.4049,0.3332,0.0943604689318472,0.088349831484134,114.09451,109.54085,4.753694,4.3858557,0.0,0.0,11.412427716704933,9.993965825262958,12.458970093214724,12.891980179142884,5.416719484948348,5.634795612547866,85.57445093743678,85.04657468042481,6.537138458388041,6.612064028507946,25.56000000000003,27.098695652173948,21.424680615680646,21.97510618203314,15.970000000000027,16.37962962962966,3.4546682538239413,3.4627389769713464,0.8876833333333333,0.8830785714285715,0.8175456944444445,0.83430625,0.646025,0.7331916666666668,0.069888321298455,0.0497064360600426,688.6369009017944,1608.615206003189,433.77457921703655,934.187254441774,224.0389804840088,472.47794703161344,129.04878281934486,303.0358808577446
428,0.5,0.8429726090654839,0.020000000000038654,-0.05376466593635154,0.01990000000000003,0.00014989648033081338,-0.15280000000000005,0.019294087340233204,-56.65262000000001,-0.40071350000000017,0.0,-1.7472411580908158,0.42000776462132094,0.19423113220112054,-0.7731642704526109,0.23601859253708923,33.29000000000002,33.79000000000002,21.17947867298581,22.022451282051293,8.930000000000007,8.950000000000045,4.706283106240602,4.6525184403042505,0.8931,0.913,0.8396724637681162,0.839822360248447,0.4756,0.3228,0.0577265640609044,0.0770206514011376,133.02583,76.37321,4.8061695,4.405456,0.0,0.0,11.626323123048412,9.879081964957596,12.406396020155327,12.826403784776648,5.349806352884111,5.544037485085232,83.69665168592472,82.92348741547211,6.669725497852217,6.905744090389306,26.105555555555597,27.749090909090945,22.000749579124605,22.624972236687125,16.32833333333336,16.655714285714314,3.560495392389964,3.699751735811629,0.8987166666666667,0.8965642857142857,0.85721625,0.8471025793650795,0.7620199999999999,0.6752,0.0382536110866537,0.0618888704149152,720.4205961227417,1663.2862911224363,450.4597257177035,964.9405175002444,211.3587164878845,502.0910890833474,139.67142138100724,326.0919891514708
429,2.2799999999999727,0.6663901418274314,-2.1399999999999864,0.0976258822694156,0.015199999999999991,0.0046939958592132625,-0.16609999999999997,0.006043814045556289,-56.65262000000001,-0.40071350000000017,0.0,-1.7472411580908158,0.42000776462132094,0.19423113220112054,-0.7731642704526109,0.23601859253708923,31.590000000000032,33.870000000000005,19.35199488491054,20.01838502673797,9.110000000000014,6.970000000000027,4.421276054934507,4.518901937203923,0.9043,0.9195,0.8280985507246374,0.8327925465838507,0.239,0.0729,0.1154089646792442,0.1214527787248005,133.02583,76.37321,4.8061695,4.405456,0.0,0.0,11.626323123048412,9.879081964957596,12.406396020155327,12.826403784776648,5.349806352884111,5.544037485085232,83.69665168592472,82.92348741547211,6.669725497852217,6.905744090389306,25.33888888888892,25.430869565217424,20.763098484848516,21.03574706694275,15.54000000000003,16.405000000000033,3.4781771977818146,3.084806892201805,0.8910833333333333,0.8910642857142859,0.8351994444444446,0.8386815145502645,0.7054600000000001,0.6902222222222222,0.0528891051028465,0.0537299534416086,647.7873034477234,1566.24955701828,426.3949185907841,907.9468703483348,204.3523597717285,460.0486902769189,131.11637612743058,300.4405649039016
430,0.8199999999999932,0.7014023048792808,-0.6800000000000068,0.06085423062815032,0.012199999999999989,0.0052184265010351005,-0.1998000000000001,0.0066372137075405985,-42.147165,-0.5217757000000001,0.0,-1.9815161663769416,0.40478650403865757,0.17484683367124632,-0.874189707479573,0.38037092724640686,34.650000000000034,35.47000000000003,23.31608272506085,24.01748502994013,9.610000000000014,8.930000000000007,4.58789743816627,4.648751668794421,0.8397,0.8519,0.7603231884057974,0.7655416149068325,0.6677000000000001,0.4679,0.0431488597761133,0.0497860734836539,128.56447,86.417305,4.8229017,4.301126,0.0,0.0,11.797321850755342,9.8158056843784,12.298273402803744,12.703059906842402,5.264920311766665,5.439767145437911,82.71725839656652,81.84306868908695,6.5420097794645535,6.92238070671096,27.41909090909094,28.973200000000023,23.555219276094306,24.062861033720974,17.706666666666695,18.4277777777778,3.5327892831511924,3.506214098197584,0.8211333333333334,0.8221857142857143,0.7645481944444444,0.7679017195767196,0.7121833333333334,0.6983444444444444,0.0417296300798519,0.0377323625921367,664.9859247207642,1704.9838416576383,448.806954284509,935.0294199825142,195.8100848197937,478.7989677716978,140.79909289721294,341.52062061790355
435,2.9799999999999613,-0.10725065540990641,-2.1200000000000045,0.11201751844836227,0.05040000000000011,0.016969151138716665,-0.2545,0.013625527276825103,12.737830000000002,0.19921729999999993,0.0,-0.4320404547216121,0.22527355738827382,0.07991226512189176,-0.8683445167752524,0.9829905136188337,33.51000000000005,36.49000000000001,23.296628571428595,23.18937791601869,7.690000000000055,5.57000000000005,5.393481521168258,5.505499039616621,0.8348,0.8852000000000001,0.7712985507246375,0.7882677018633542,0.6883,0.4338,0.038028172214265,0.0516536994910901,81.55529,94.29312,5.3878407,5.587058,0.0,0.0,12.355550259437567,11.923509804715955,14.711698374493224,14.936971931881498,6.0470884604885935,6.127000725610485,77.06469269647484,76.19634817969958,8.149257512994696,9.13224802661353,28.143333333333363,27.912307692307724,22.99292929292932,22.88309630101517,15.340000000000032,15.582592592592617,4.304462787604882,4.3505255351625,0.8565333333333335,0.8714214285714286,0.8180705555555555,0.8413486441798943,0.7663500000000001,0.8058428571428573,0.0291381617799356,0.0207561442848738,709.7583980560303,1834.1444163322449,491.6404552857081,1190.0433640251497,358.78705072402954,730.4543048988562,115.49647463451744,290.5700657492616
438,1.5199999999999818,0.11449127349439792,0.4399999999999977,0.2336401567661408,0.0373,0.017981780538301795,-0.42680000000000007,0.019261298296182096,5.609939999999995,0.057458899999999424,0.0,-0.4668678224776137,0.255765331191542,0.09914431770572918,-1.0768811961733604,1.1139447474517006,34.410000000000025,35.93000000000001,23.077803030303063,23.19229430379746,5.270000000000039,5.710000000000036,5.107734303855189,5.34137446062133,0.8554,0.8927,0.7631231884057974,0.7811049689440992,0.6649,0.2381,0.0403703440620584,0.0596316423582405,74.83126,80.4412,5.0503416,5.1078005,0.0,0.0,11.103807219599666,10.636939397122052,14.454378533397342,14.710143864588884,5.897802667603094,5.996946985308823,76.37981402419658,75.30293282802322,8.476995154780871,9.590939902232572,28.76600000000001,28.634800000000023,23.712474747474776,24.009685723133583,16.480000000000032,16.861851851851885,3.8549002379115542,4.154630749654133,0.8507166666666667,0.8670357142857144,0.7860204166666668,0.7952980820105822,0.7320333333333333,0.755388888888889,0.03779045798707,0.0345601634333154,713.3784010410309,1597.917317152023,452.6592669089635,1033.1341121678995,317.9514317512512,659.3940872224048,125.63808253358718,256.5026809653039
442,0.5999999999999659,0.5133070905376727,-0.060000000000002274,0.11745887541556321,0.01440000000000008,0.028919047619047178,0.026799999999999935,-0.011522966268941101,3.3658860000000033,-0.06607680000000027,0.0,-0.9184247834740553,0.34503565205454123,0.1481202203364349,-1.14397948383521,1.0483571098692561,35.13000000000005,35.73000000000002,22.98508196721313,23.498389057750803,6.590000000000032,6.53000000000003,5.279489391554787,5.39694826697035,0.8459,0.8603000000000001,0.7361188405797103,0.7650378881987575,0.5124000000000001,0.5392,0.0599450673058905,0.0484221010369494,79.721924,83.08781,4.964818,4.8987412,0.0,0.0,11.360886835829634,10.442462052355578,14.120603074036651,14.465638726091193,5.749530727046655,5.89765094738309,77.93320280572757,76.78922332189236,8.055532369746835,9.103889479616091,27.845000000000024,28.289200000000037,23.400911616161647,23.74303459996796,15.973333333333358,16.665555555555585,3.980179273307591,3.974042989230677,0.8275000000000001,0.8542928571428572,0.7442718055555555,0.7785921296296295,0.6855166666666667,0.7354785714285715,0.0494191304307053,0.0384935146776305,669.7375843524933,1647.741116285324,464.247413367033,1063.0386807325365,318.6325387954712,627.3207386285067,121.44280429319636,277.73247049472207
450,-0.6200000000000045,0.6198978191761704,1.4399999999999977,-0.08782430950811104,0.01200000000000001,0.033872877846790606,0.2556,-0.029067619272089104,2.5216799999999893,0.3807912999999994,0.0,0.5437009809693176,0.4026161841724587,0.18665735842366793,-1.0377096765307385,0.6158023738397702,35.07000000000005,34.450000000000045,21.412673031026277,22.032570850202447,5.730000000000018,7.170000000000016,5.582210280332965,5.494385970824854,0.8418,0.8538,0.7082550724637682,0.7421279503105588,0.318,0.5736,0.079038219586664,0.0499706003145749,94.16227,96.68395,4.7257037,5.106495,0.0,0.0,10.73480413262197,11.278505113591288,13.250539647552586,13.653155831725044,5.57045966279493,5.757117021218598,80.39245349027097,79.35474381374023,7.916698999061039,8.532501372900809,27.774444444444477,27.884166666666705,22.379944324194355,22.589788047312357,15.13333333333336,15.560000000000032,4.318484945700892,4.127422714509332,0.81305,0.8204071428571427,0.6865930555555556,0.7621925264550264,0.61665,0.733988888888889,0.0533676922564079,0.0264683928557072,595.6140394210815,1597.3515663146973,431.2204455335935,1087.683458477084,316.3593933582306,564.4137967824936,99.2426326602378,302.5194158292857
