UA,Lat,Long,anom_lst_max,anom_lst_mean,anom_lst_min,anom_lst_sd,anom_ndvi_max,anom_ndvi_mean,anom_ndvi_min,anom_ndvi_sd,anom_prec_max,anom_prec_mean,anom_prec_min,anom_prec_sd,anom_rad_mean,anom_rad_sd,anom_umid_mean,anom_umid_sd
141,-28.172088,-49.495816,0.160000000000025,0.9385284031731302,-1.420000000000016,0.08086862975925779,0.016100000000000003,0.03126997929606645,0.1748,-0.0452371590110274,-1.1981850000000094,-0.15796279999999996,0.0,-1.1438232539337978,0.48546627311494817,0.162167088378677,-1.3309016620538898,0.4336046612178386
142,-28.169936,-49.40998,0.8000000000000114,0.8390996955482422,-4.660000000000025,0.12821733712662375,0.0026000000000000467,0.023674741200828353,0.09659999999999996,-0.0243616933191603,-7.061433999999991,-0.15000700000000045,0.0,-1.4386550991642029,0.47872550142330006,0.1547524072355131,-1.4446840448866567,0.580494684672324
143,-28.170117,-49.32228,-0.07999999999998408,0.9660950782669993,0.30000000000001137,0.04685565693460614,0.006500000000000061,0.023653830227743144,0.04910000000000003,-0.013503120727346295,-13.131979999999999,-0.23590669999999925,0.0,-2.007280095296707,0.4643909627433853,0.15485755315980665,-1.7075699166905025,0.7407733139360726
146,-28.169306,-49.049919,0.8000000000000114,1.0213465549727339,0.5199999999999818,0.04988533347126278,0.031100000000000017,0.010007660455487066,0.17159999999999997,-0.009496163167851498,-43.35706999999999,-0.4046140000000005,0.0,-2.9766392520589076,0.4357729978903677,0.1655907806656396,-2.3389689365482695,1.0456378092689116
147,-28.168458,-48.958318,2.4799999999999613,1.0238505983880763,-1.6200000000000063,0.11767585311695328,0.013700000000000045,0.009218633540372556,0.21760000000000007,-0.013809421175448297,-2.208439999999996,-0.3073864999999998,0.0,-2.627104836161907,0.42168059346776054,0.17219753874911792,-2.188300172020476,1.032292690926873
148,-28.16948,-48.870237,0.20000000000004547,0.5945791527313276,-1.6999999999999886,0.1421907123136137,0.013500000000000068,0.012072049689441533,0.2596,-0.027738648798363595,-6.359290000000001,-0.4486990000000004,0.0,-2.335158135922777,0.419560191967145,0.1849309534507384,-1.726116754955342,0.5726785987154352
165,-28.082521,-49.591097,0.10000000000002274,0.9063749219433141,-1.3600000000000136,0.19161789314814026,0.010800000000000032,0.01384658385093207,0.1068,-0.013656409770897396,-39.80186400000001,-0.11720730000000046,0.0,-1.5912010167034403,0.4652084175443729,0.18792932573756005,-1.0460158792362506,0.24021898204138736
166,-28.082899,-49.498262,-0.1399999999999899,0.8002237717280991,-1.0600000000000018,0.12685266968361653,0.03480000000000005,0.040577432712215034,0.1532,-0.0269486326832067,-50.68962499999999,-0.10981440000000031,0.0,-1.9139925832584268,0.46334693060199683,0.17728759601109179,-1.1663014797512261,0.42687315334420806
167,-28.080325,-49.40999,0.5,0.8641131741821653,-2.920000000000016,0.21798244463222005,0.043399999999999994,0.03560082815734911,0.17930000000000001,-0.0303762451316641,5.082239999999999,-0.19556709999999988,0.0,-1.277752065488965,0.4652052428278388,0.17317208294126996,-1.2923552237860747,0.5007483770516652
170,-28.080499,-49.136915,-0.15999999999996817,0.627531388079209,-3.019999999999982,0.28294112903534696,0.04730000000000001,0.03251739130434794,0.39880000000000004,-0.037120752886345,-2.671745999999999,-0.47904269999999993,0.0,-2.8295812779628644,0.4383100238770048,0.18177694107718168,-1.947205784246819,0.8496931320122201
