Unnamed: 0,UA,sorensen,bray_curtis,legendre,podani,n_especies_ingresso,n_especies_egresso,abundancia_ingresso,abundancia_egresso,abund_total_c1,abund_total_c2,taxa_rel_ingresso,taxa_rel_egresso,taxa_rel_ingresso_pct,taxa_rel_egresso_pct,ganho_liquido_especies,ganho_liquido_individuos,taxa_liquida_abund_pct,PD,MPD,MNTD,q0_riqueza_c1,q1_shannon_c1,q2_simpson_c1,q0_riqueza_c2,q1_shannon_c2,q2_simpson_c2,diff_q0,diff_q1,diff_q2,ganho_liquido,trajetoria,PD_ciclo1,MPD_ciclo1,MNTD_ciclo1,PD_ciclo2,MPD_ciclo2,MNTD_ciclo2,PD_delta,MPD_delta,MNTD_delta
40,134,0.0833333333333333,0.0778443113772455,0.0833333333333333,0.0778443113772455,4,0,4,0,237,264,0.0151515151515151,0.0,1.5151515151515151,0.0,4,4,1.5151515151515151,2108.843287,298.96337895238094,98.45417786363636,22,12.509272720943088,9.11094890510949,26,12.795913737555274,9.172940247433534,4,0.2866410166121866,0.0619913423240436,4,Regeneração,2108.843287,298.96337895238094,98.45417786363636,2430.431985,290.65660913846153,108.0449733846154,321.588698,-8.306769813919402,9.590795520979045
41,137,0.0,0.0513833992094861,0.0,0.0513833992094861,0,0,0,0,244,262,0.0,0.0,0.0,0.0,0,0,0.0,2189.922915,324.35350573099413,127.7810437368421,19,11.669610637456282,9.46819338422392,19,12.24140515897605,10.04154476301931,0,0.5717945215197684,0.5733513787953903,0,Estagnação,2189.922915,324.35350573099413,127.7810437368421,2189.922915,324.35350573099413,127.7810437368421,0.0,0.0,0.0
42,1388,0.1020408163265306,0.2253968253968254,0.1020408163265306,0.2253968253968254,8,2,12,2,125,190,0.0631578947368421,0.016,6.315789473684211,1.6,6,10,4.715789473684211,3609.649563996,238.8767044745697,109.05404584435556,46,32.23460909394786,23.49624060150376,52,35.79171734439678,26.90014903129657,6,3.55710825044892,3.403908429792814,10,Regeneração,3609.649563996,238.8767044745697,109.05404584435556,3879.752598996,237.4933435956229,101.1889422306923,270.1030350000001,-1.383360878946803,-7.865103613663251
43,139,0.1428571428571428,0.0886075949367088,0.1428571428571428,0.0886075949367088,1,1,1,2,38,41,0.024390243902439,0.0526315789473684,2.4390243902439024,5.263157894736842,0,-1,-2.824133504492939,1202.070742,425.9507454285714,173.76419485714283,7,3.27043358186942,2.168168168168168,7,2.872454970533065,1.912400455062572,0,-0.397978611336355,-0.255767713105596,-1,Estagnação,1202.070742,425.9507454285714,173.76419485714283,1202.070742,425.95074542857145,173.76419485714283,0.0,5.684341886080803e-14,0.0
44,140,0.125,0.1690821256038647,0.125,0.1690821256038647,2,0,2,0,88,119,0.0168067226890756,0.0,1.680672268907563,0.0,2,2,1.680672268907563,1133.285706,349.84466790476193,186.49146628571427,7,3.5745747270960875,2.736395759717315,9,3.53020279892533,2.7154362416107385,2,-0.0443719281707575,-0.0209595181065767,2,Regeneração,1133.285706,349.84466790476193,186.49146628571427,1369.36067,331.62957950000003,194.97813066666663,236.0749640000001,-18.2150884047619,8.486664380952362
45,141,0.0843373493975903,0.1012505042355788,0.0843373493975903,0.1012505042355788,3,4,3,4,207,209,0.0143540669856459,0.0193236714975845,1.4354066985645932,1.932367149758454,-1,-1,-0.4969604511938608,3800.046353003,270.1120662905029,130.35929995259522,42,21.39977502899813,11.9656520524993,41,20.58469057584401,12.490992279096368,-1,-0.8150844531541175,0.5253402265970681,-1,Estagnação,3800.046353003,270.1120662905029,130.35929995259522,3588.722806003,269.4221244147805,122.40927478078048,-211.323547,-0.6899418757224112,-7.950025171814744
46,142,0.1789473684210526,0.1865443425076452,0.1789473684210526,0.1865443425076452,12,5,18,8,150,177,0.1016949152542373,0.0533333333333333,10.16949152542373,5.333333333333334,7,10,4.836158192090396,3617.5758015092,335.63136510452534,100.43817307019536,44,23.12926041518955,12.335526315789474,51,27.053223434420232,14.756947715496937,7,3.9239630192306834,2.4214213997074605,10,Regeneração,3617.5758015092,335.63136510452534,100.43817307019536,4058.0161200092,324.07645899057206,101.173728060368,440.4403185000001,-11.55490611395328,0.7355549901726448
47,143,0.0943396226415094,0.1767441860465116,0.0943396226415094,0.1767441860465116,7,3,8,4,191,239,0.0334728033472803,0.0209424083769633,3.3472803347280333,2.094240837696335,4,4,1.2530394970316985,3855.583201006,285.02123502611767,84.37944668662745,51,22.588325986870725,10.51022760011524,55,23.413929694852065,11.947500522903155,4,0.8256037079813403,1.4372729227879155,4,Regeneração,3855.583201006,285.02123502611767,84.37944668662745,4270.833914006,281.4590958008916,95.12853283663635,415.2507129999999,-3.562139225226076,10.749086150008909
48,146,0.1325301204819277,0.1602209944751381,0.1325301204819277,0.1602209944751381,6,5,9,6,178,184,0.0489130434782608,0.0337078651685393,4.891304347826087,3.3707865168539324,1,3,1.5205178309721543,3544.380682899,270.5661053021463,110.33101442921952,41,22.358218847407564,14.90310442144873,42,21.580504895035247,13.773799837266068,1,-0.7777139523723164,-1.1293045841826626,3,Regeneração,3544.380682899,270.5661053021463,110.33101442921952,3489.790377899,267.4425111634831,104.2803955380476,-54.59030500000017,-3.12359413866318,-6.050618891171922
49,147,0.1494252873563218,0.1574279379157428,0.1494252873563218,0.1574279379157428,9,4,12,5,231,227,0.052863436123348,0.0216450216450216,5.286343612334802,2.1645021645021645,5,7,3.121841447832637,3201.5937573990004,243.96138911556096,95.11752938036584,41,17.85639909635606,9.402819383259912,46,23.35430913867532,12.552740560292326,5,5.497910042319258,3.1499211770324145,7,Regeneração,3201.5937573990004,243.96138911556096,95.11752938036584,3187.523594402,243.59483612453133,73.97157333921739,-14.070162997000352,-0.3665529910296072,-21.14595604114845
50,148,0.0526315789473684,0.1535048802129547,0.0526315789473684,0.1535048802129547,2,3,2,3,254,312,0.0064102564102564,0.0118110236220472,0.641025641025641,1.1811023622047243,-1,-1,-0.5400767211790833,4046.669455003,316.9620796260116,116.96348108352085,48,25.600420562071385,16.500255754475702,47,23.226306664773272,14.477096966091615,-1,-2.3741138972981126,-2.023158788384088,-1,Estagnação,4046.669455003,316.9620796260116,116.96348108352085,3853.514793003,316.7595409011452,111.20484814912766,-193.1546620000004,-0.2025387248663719,-5.758632934393191
51,15,0.088,0.0769230769230769,0.088,0.0769230769230769,9,2,9,2,267,292,0.0308219178082191,0.0074906367041198,3.0821917808219177,0.7490636704119851,7,7,2.3331281104099326,4141.169187396,244.92213729859165,83.41076390675862,59,33.174005047391546,20.23531081464661,66,35.39937575687861,20.555448408871747,7,2.2253707094870663,0.3201375942251374,7,Regeneração,4141.169187396,244.92213729859165,83.41076390675862,4415.543503396,243.50785736853075,81.42143940910769,274.3743160000004,-1.4142799300609,-1.9893244976509263
52,1536,0.1506849315068493,0.2520775623268698,0.1506849315068493,0.2520775623268698,5,6,18,10,152,209,0.0861244019138756,0.0657894736842105,8.61244019138756,6.578947368421052,-1,8,2.0334928229665072,3260.627060996,266.5874108196036,124.94140837827028,37,23.52093613587905,16.597701149425287,36,21.31848741558278,15.119764624437524,-1,-2.202448720296271,-1.4779365249877632,8,Regeneração,3260.627060996,266.5874108196036,124.94140837827028,3164.292540996,267.4160276934286,121.71537380544444,-96.33452000000034,0.8286168738250126,-3.2260345728258386
53,1619,0.1489361702127659,0.1847826086956521,0.1489361702127659,0.1847826086956521,3,4,3,4,83,101,0.0297029702970297,0.0481927710843373,2.9702970297029703,4.819277108433735,-1,-1,-1.848980078730765,2113.5864409960004,235.25082387317,120.972862652,24,11.554491244896363,6.167412712623096,23,9.56232064961048,5.31025507548152,-1,-1.9921705952858844,-0.8571576371415759,-1,Estagnação,2113.5864409960004,235.25082387317,120.972862652,2136.925285996,238.80488015775487,119.87614869547824,23.338844999999765,3.554056284584874,-1.0967139565217678
54,165,0.037037037037037,0.068041237113402,0.037037037037037,0.068041237113402,1,0,1,0,231,254,0.0039370078740157,0.0,0.3937007874015747,0.0,1,1,0.3937007874015747,1762.7500100000002,305.5013915897436,201.22906046153847,13,5.271909320594363,3.758081555039088,14,4.936920570328691,3.6006250697622506,1,-0.3349887502656719,-0.1574564852768358,1,Estagnação,1762.7500100000002,305.5013915897436,201.22906046153847,1804.034831,298.859251978022,185.5120887857143,41.28482099999974,-6.642139611721632,-15.716971675824167
55,166,0.0769230769230769,0.1027027027027027,0.0769230769230769,0.1027027027027027,1,1,1,1,94,91,0.0109890109890109,0.0106382978723404,1.098901098901099,1.0638297872340423,0,0,0.0350713116670564,1677.528326,300.5513485384615,189.51818361538463,13,8.017324345163333,5.938172043010753,13,8.569552228484238,6.793273174733388,0,0.5522278833209047,0.8551011317226349,0,Estagnação,1677.528326,300.5513485384615,189.51818361538463,1658.5573410000002,298.505393974359,186.9180953076923,-18.970984999999928,-2.0459545641025443,-2.6000883076923174
56,167,0.0416666666666666,0.0769230769230769,0.0416666666666666,0.0769230769230769,2,0,2,0,197,206,0.0097087378640776,0.0,0.9708737864077668,0.0,2,2,0.9708737864077668,2023.756673,267.2172742055336,100.69824908695652,23,9.811603003109044,6.002938901778809,25,10.339593811729497,6.121754183496828,2,0.5279908086204532,0.1188152817180183,2,Regeneração,2023.756673,267.2172742055336,100.69824908695652,2245.901621,267.6582922466667,109.05475752,222.14494799999989,0.4410180411330771,8.356508433043473
57,170,0.0909090909090909,0.1769646070785843,0.0909090909090909,0.1769646070785842,7,3,10,5,271,287,0.0348432055749128,0.018450184501845,3.484320557491289,1.8450184501845013,4,5,1.6393021073067873,4378.3216819022,264.1116438700395,110.85310982278114,53,29.803604420728785,19.854284941876184,57,28.762611335927875,17.228404099560763,4,-1.0409930848009097,-2.6258808423154214,5,Regeneração,4378.3216819022,264.1116438700395,110.85310982278114,4377.9033799022,279.20917651060347,85.03474501065614,-0.4183020000000397,15.097532640563998,-25.818364812125
58,172,0.2151898734177215,0.2692307692307692,0.2151898734177215,0.2692307692307692,7,10,18,23,153,159,0.1132075471698113,0.1503267973856209,11.320754716981131,15.032679738562091,-3,-5,-3.7119250215809583,3353.837714896,245.1824768824878,105.40490030712196,41,24.532891263538065,16.358490566037734,38,21.262388368051635,14.405128205128204,-3,-3.2705028954864304,-1.95336236090953,-5,Declínio,3353.837714896,245.1824768824878,105.40490030712196,3113.161175896,244.5531944973713,101.859449884,-240.67653900000005,-0.629282385116511,-3.545450423121963
59,174,0.08,0.1913357400722021,0.08,0.1913357400722021,5,3,5,4,131,146,0.0342465753424657,0.0305343511450381,3.424657534246576,3.0534351145038165,2,1,0.3712224197427587,3889.301937999,286.8855935951973,90.57634546942856,49,30.743041391609644,18.59263271939328,51,33.92298350464642,22.871244635193136,2,3.1799421130367733,4.278611915799857,1,Estagnação,3889.301937999,286.8855935951973,90.57634546942856,3871.382953902,285.21223967364705,79.14167342366666,-17.918984097000248,-1.6733539215502446,-11.4346720457619
60,175,0.1058823529411764,0.2339901477832512,0.1058823529411764,0.2339901477832512,7,2,9,5,125,148,0.0608108108108108,0.04,6.081081081081082,4.0,5,4,2.0810810810810816,3589.364569899,292.2781926778987,103.500229965025,40,28.62267976409637,21.55172413793104,45,28.35902093462233,18.915371329879104,5,-0.2636588294740463,-2.636352808051932,4,Regeneração,3589.364569899,292.2781926778987,103.500229965025,3903.311492899,288.0029809532889,105.0904682578,313.946923,-4.27521172460979,1.5902382927749985
61,177,0.0357142857142857,0.218961625282167,0.0357142857142857,0.218961625282167,1,1,2,1,177,266,0.0075187969924812,0.0056497175141242,0.7518796992481203,0.5649717514124294,0,1,0.1869079478356908,2675.250136,290.54395004761903,109.69930421428572,28,11.468958921677991,6.605313092979127,28,11.51640310566566,6.642508449117536,0,0.04744418398767,0.037195356138409,1,Estagnação,2675.250136,290.54395004761903,109.69930421428572,2662.148178,289.0318165343915,108.76345007142858,-13.101958000000195,-1.5121335132275249,-0.9358541428571384
62,1770,0.1134020618556701,0.2132963988919667,0.1134020618556701,0.2132963988919667,7,4,10,5,152,209,0.0478468899521531,0.0328947368421052,4.784688995215311,3.289473684210526,3,5,1.495215311004785,3640.250325999,238.1962186327049,106.04128638302129,47,31.76196741968215,22.47470817120622,50,33.16711269046235,23.47178936055884,3,1.4051452707802028,0.9970811893526204,5,Regeneração,3640.250325999,238.1962186327049,106.04128638302129,3896.431779999,238.58118001383755,107.97169240004,256.18145400000003,0.3849613811326549,1.9304060170187116
63,1774,0.1785714285714285,0.3189189189189189,0.1785714285714285,0.3189189189189189,4,6,5,8,71,114,0.043859649122807,0.1126760563380281,4.385964912280701,11.267605633802818,-2,-3,-6.881640721522117,2432.270529996,238.2632223145291,106.50225417842856,29,17.547632260723255,11.69605568445476,27,14.421217967911597,10.2654028436019,-2,-3.12641429281166,-1.4306528408528614,-3,Declínio,2432.270529996,238.2632223145291,106.50225417842856,2238.1749600000003,234.28907661538463,107.32627942307693,-194.09556999599957,-3.974145699144458,0.824025244648368
64,188,0.1428571428571428,0.3255813953488372,0.1428571428571428,0.3255813953488372,2,4,5,8,96,162,0.0308641975308641,0.0833333333333333,3.08641975308642,8.333333333333332,-2,-3,-5.246913580246913,2149.310647,274.0177942337662,124.33185113636364,22,16.233497391821054,12.320855614973263,20,13.788034434293207,10.607922392886016,-2,-2.4454629575278464,-1.7129332220872475,-3,Declínio,2149.310647,274.0177942337662,124.33185113636364,2057.582515,279.9488044736842,115.7740023,-91.72813199999972,5.93101023991801,-8.557848836363632
65,191,0.0980392156862745,0.1651376146788991,0.0980392156862745,0.1651376146788991,4,1,8,2,100,118,0.0677966101694915,0.02,6.779661016949152,2.0,3,6,4.779661016949152,2208.428575,271.4654675724637,114.26930654166668,24,10.81414002454041,5.643340857787811,27,14.730170976573811,8.768261964735515,3,3.9160309520334025,3.1249211069477045,6,Regeneração,2208.428575,271.4654675724637,114.26930654166668,2412.694225,269.0680128262108,112.5022144074074,204.26565000000028,-2.3974547462528903,-1.7670921342592862
66,192,0.12,0.2125,0.12,0.2125,0,3,0,5,156,164,0.0,0.032051282051282,0.0,3.205128205128205,-3,-5,-3.205128205128205,1789.616404,300.3538503626374,179.10652357142857,14,5.0437267415462825,3.260450160771704,11,5.174162836328858,3.714917127071824,-3,0.1304360947825751,0.4544669663001199,-5,Declínio,1789.616404,300.3538503626374,179.10652357142857,1675.498645,322.7188480363637,227.70698781818183,-114.1177590000002,22.364997673726293,48.60046424675326
67,193,0.037037037037037,0.0356394129979035,0.037037037037037,0.0356394129979035,1,0,1,0,235,242,0.0041322314049586,0.0,0.4132231404958678,0.0,1,1,0.4132231404958678,1662.987204,303.7507258974359,174.6876763846154,13,2.858201458463362,1.7744112071458409,14,3.0377262702983723,1.8674744897959177,1,0.1795248118350101,0.0930632826500768,1,Estagnação,1662.987204,303.7507258974359,174.6876763846154,1756.2206520000002,299.6506755604396,175.29335707142857,93.23344800000018,-4.100050336996333,0.605680686813173
68,194,0.0784313725490196,0.1122807017543859,0.0784313725490196,0.1122807017543859,6,2,8,2,271,299,0.0267558528428093,0.007380073800738,2.6755852842809364,0.7380073800738007,4,6,1.937577904207136,4127.5560450092,321.39023422656595,104.51165881669796,49,22.569400935312927,13.056177777777776,53,23.893925664357084,14.463840802459153,4,1.3245247290441569,1.4076630246813764,6,Regeneração,4127.5560450092,321.39023422656595,104.51165881669796,4386.1262590092,316.2572488450496,104.45334598147548,258.5702140000003,-5.132985381516335,-0.0583128352224804
69,1959,0.0617283950617283,0.1522633744855967,0.0617283950617283,0.1522633744855967,2,3,3,5,225,261,0.0114942528735632,0.0222222222222222,1.1494252873563218,2.2222222222222223,-1,-2,-1.0727969348659006,3733.251353,262.9811909195122,131.54261487804877,41,13.309806203251254,6.011756323477022,40,10.814339616051331,4.484890381196918,-1,-2.495466587199923,-1.5268659422801043,-2,Declínio,3733.251353,262.9811909195122,131.54261487804877,3651.031449,264.51060421410256,129.1240882,-82.21990400000004,1.5294132945903698,-2.418526678048778
70,1961,0.0843373493975903,0.2915360501567398,0.0843373493975903,0.2915360501567398,5,2,5,2,165,154,0.0324675324675324,0.0121212121212121,3.2467532467532463,1.2121212121212122,3,3,2.0346320346320343,3350.531883996,291.589218590888,98.24368248707692,40,21.792521664823653,12.051792828685262,43,27.458146871735075,18.674015748031497,3,5.665625206911422,6.622222919346235,3,Regeneração,3350.531883996,291.589218590888,98.24368248707692,3336.288883996,286.74798232965856,87.25537669038096,-14.242999999999938,-4.841236261229426,-10.988305796695968
71,1965,0.1351351351351351,0.2702518720217834,0.1351351351351351,0.2702518720217835,8,2,11,2,97,149,0.0738255033557047,0.0206185567010309,7.38255033557047,2.061855670103093,6,9,5.320694665467378,3158.796747,273.65857426136364,136.41647439393938,34,20.84005073558448,12.732070365358595,40,22.080756003357823,14.095873015873014,6,1.2407052677733432,1.363802650514419,9,Regeneração,3158.796747,273.65857426136364,136.41647439393938,3554.98689,268.7448572442645,124.4420142051282,396.19014300000026,-4.913717017099145,-11.97446018881118
72,1970,0.1489361702127659,0.1843575418994413,0.1489361702127659,0.1843575418994413,5,2,5,2,164,194,0.0257731958762886,0.0121951219512195,2.5773195876288657,1.2195121951219512,3,3,1.3578073925069143,1998.548452996,240.2641678914113,115.63300477236363,22,10.544667951466854,7.28888888888889,25,11.780743200426071,8.4613309352518,3,1.2360752489592173,1.1724420463629102,3,Regeneração,1998.548452996,240.2641678914113,115.63300477236363,2160.1417059960004,240.56684451968,98.25762403968,161.59325300000046,0.3026766282686992,-17.375380732683638
73,199,0.0612244897959183,0.1125265392781316,0.0612244897959183,0.1125265392781316,7,2,7,2,222,249,0.0281124497991967,0.009009009009009,2.8112449799196786,0.9009009009009008,5,5,1.9103440790187776,5035.996800003,286.82804654897785,91.15375364797184,71,47.155716027051,34.225,76,50.66870123563625,36.44973544973545,5,3.512985208585249,2.224735449735448,5,Regeneração,5035.996800003,286.82804654897785,91.15375364797184,5094.574522,282.6775694631579,84.94402978947369,58.57772199699957,-4.150477085819944,-6.209723858498151
74,2001,0.1818181818181818,0.2289156626506024,0.1818181818181818,0.2289156626506024,5,3,71,4,177,238,0.2983193277310924,0.0225988700564971,29.831932773109244,2.2598870056497176,2,67,27.572045767459528,2250.289612996,277.1894069615238,140.12576185695238,21,5.987694662080784,2.95194572693866,23,7.384032930838543,4.38285360569483,2,1.3963382687577583,1.4309078787561704,67,Regeneração,2250.289612996,277.1894069615238,140.12576185695238,2819.583541996,399.8102106083479,155.43400630417392,569.2939289999999,122.62080364682411,15.30824444722154
75,206,0.037037037037037,0.0735294117647058,0.037037037037037,0.0735294117647058,2,0,2,0,133,139,0.014388489208633,0.0,1.4388489208633095,0.0,2,2,1.4388489208633095,2426.717731,262.27223920307694,128.0142806923077,26,16.002509432727294,10.102227298686463,28,16.917383041118537,10.727928928373126,2,0.9148736083912432,0.6257016296866613,2,Regeneração,2426.717731,262.27223920307694,128.0142806923077,2553.346676,260.1254793386244,123.25671014285714,126.62894499999992,-2.14675986445252,-4.7575705494505485
76,208,0.0,0.0514573587621446,0.0,0.0514573587621446,0,0,0,0,232,240,0.0,0.0,0.0,0.0,0,0,0.0,2788.5128795,291.7510184873563,111.34823256666668,30,16.019157800854664,9.69801801801802,30,16.17274257499813,10.073452256033576,0,0.1535847741434644,0.375434238015556,0,Estagnação,2788.5128795,291.7510184873563,111.34823256666668,2788.5128795,291.7510184873563,111.34823256666668,0.0,0.0,0.0
77,21,0.1304347826086956,0.25512104283054,0.1304347826086956,0.25512104283054,10,5,13,8,214,323,0.0402476780185758,0.0373831775700934,4.024767801857585,3.738317757009345,5,5,0.2864500448482401,4112.945729399,261.9265734491593,98.94163812212965,55,36.65763573705254,26.594657375145182,60,36.53474372522913,26.02369668246445,5,-0.12289201182341,-0.5709606926807318,5,Regeneração,4112.945729399,261.9265734491593,98.94163812212965,4283.608478503,277.55349223096084,86.2656110678983,170.6627491039999,15.62691878180152,-12.67602705423134
78,211,0.081967213114754,0.0890052356020942,0.081967213114754,0.0890052356020942,2,3,2,3,281,292,0.0068493150684931,0.0106761565836298,0.684931506849315,1.0676156583629894,-1,-1,-0.3826841515136744,2946.293409,287.8367289548387,112.15279225806452,31,12.846144655023805,7.838876203712894,30,12.26999029266941,7.691141980876781,-1,-0.5761543623543925,-0.1477342228361129,-1,Estagnação,2946.293409,287.8367289548387,112.15279225806452,2845.137599,289.1775115241379,114.8733002,-101.15580999999976,1.340782569299222,2.7205079419354803
79,214,0.0833333333333333,0.1693989071038251,0.0833333333333333,0.1693989071038251,1,1,1,1,103,80,0.0125,0.0097087378640776,1.25,0.9708737864077668,0,0,0.2791262135922331,1418.062008,244.20229048484848,140.72968516666666,12,4.0942614270918405,2.3219522871525493,12,5.531975479425011,3.319502074688797,0,1.4377140523331704,0.9975497875362476,0,Estagnação,1418.062008,244.20229048484848,140.72968516666666,1470.010635,245.5398383333333,159.3474855,51.94862699999999,1.3375478484848315,18.61780033333335
80,217,0.0566037735849056,0.1724137931034483,0.0566037735849056,0.1724137931034483,1,2,1,10,190,245,0.0040816326530612,0.0526315789473684,0.4081632653061224,5.263157894736842,-1,-9,-4.854994629430719,2074.90792,234.92750535692304,75.55866738461539,27,10.079179423004986,5.224312590448626,26,9.495139232683012,5.099396822699858,-1,-0.5840401903219732,-0.1249157677487682,-9,Declínio,2074.90792,234.92750535692304,75.55866738461539,1941.661815,232.53781981333333,73.86639892000001,-133.24610500000017,-2.389685543589706,-1.6922684646153812
81,2179,0.1692307692307692,0.2159090909090909,0.1692307692307692,0.2159090909090909,6,5,10,7,86,90,0.1111111111111111,0.0813953488372093,11.11111111111111,8.13953488372093,1,3,2.97157622739018,2656.572145999,239.98424869348588,104.7022728125625,32,23.989080518664128,18.676767676767675,33,24.375831196881013,17.76315789473684,1,0.3867506782168846,-0.9136097820308358,3,Regeneração,2656.572145999,239.98424869348588,104.7022728125625,2731.2761019990003,236.53200151130304,105.8177785151212,74.70395600000029,-3.4522471821828447,1.115505702558707
82,218,0.0909090909090909,0.1025331724969843,0.0909090909090909,0.1025331724969843,4,2,4,2,207,211,0.0189573459715639,0.0096618357487922,1.895734597156398,0.966183574879227,2,2,0.9295510222771712,3026.543079,271.59525148817204,136.21294596774192,32,21.67156586090113,16.38585086042065,34,21.66721239131292,16.680779318096665,2,-0.0043534695882065,0.2949284576760149,2,Regeneração,3026.543079,271.59525148817204,136.21294596774192,3273.438877,273.87419868939395,134.83686724242423,246.895798,2.2789472012219107,-1.376078725317683
83,2194,0.1294117647058823,0.2969283276450511,0.1294117647058823,0.2969283276450511,9,2,16,2,111,182,0.0879120879120879,0.018018018018018,8.791208791208792,1.8018018018018016,7,14,6.98940698940699,2963.894076996,234.2801909571152,96.38064947357894,39,26.85090498674786,18.4170403587444,46,27.62847209777362,18.671927846674187,7,0.7775671110257605,0.2548874879297891,14,Regeneração,2963.894076996,234.2801909571152,96.38064947357894,3396.076130996,234.83703087456968,92.67952119991112,432.1820539999999,0.5568399174544822,-3.70112827366782
84,221,0.1076923076923077,0.1329305135951661,0.1076923076923077,0.1329305135951661,11,3,11,4,204,239,0.0460251046025104,0.0196078431372549,4.602510460251046,1.96078431372549,8,7,2.6417261465255555,4241.386629506,274.2825936619453,79.70904859040984,61,38.05111606161216,25.009615384615383,69,40.25564563010769,24.462955032119904,8,2.2045295684955306,-0.5466603524954792,7,Regeneração,4241.386629506,274.2825936619453,79.70904859040984,4620.081927506,269.9737018616402,74.9215518407971,378.69529800000055,-4.308891800305105,-4.787496749612743
85,2216,0.1071428571428571,0.2205567451820128,0.1071428571428571,0.2205567451820128,5,1,5,2,197,270,0.0185185185185185,0.0101522842639593,1.851851851851852,1.015228426395939,4,3,0.8366234254559126,2551.431711996,241.61919128892308,137.71696907676923,26,15.025520833924228,11.123244482659787,30,18.73750503613316,14.662107803700726,4,3.711984202208926,3.538863321040939,3,Regeneração,2551.431711996,241.61919128892308,137.71696907676923,2710.775999996,239.2497381928368,121.30812019986666,159.34428799999978,-2.369453096086289,-16.408848876902567
86,225,0.0434782608695652,0.1629213483146067,0.0434782608695652,0.1629213483146067,1,2,1,3,306,406,0.0024630541871921,0.0098039215686274,0.2463054187192118,0.9803921568627452,-1,-2,-0.7340867381435332,2546.7964485,281.2626111277311,82.16245925714286,35,18.97806958224504,11.41345685031692,34,18.504992185226463,11.440588561910053,-1,-0.4730773970185744,0.0271317115931317,-2,Declínio,2546.7964485,281.2626111277311,82.16245925714286,2522.8121295,282.8757704741533,87.85376699999999,-23.98431900000014,1.6131593464222078,5.691307742857134
87,228,0.1111111111111111,0.1836734693877551,0.1111111111111111,0.1836734693877551,3,1,4,1,104,141,0.0283687943262411,0.0096153846153846,2.8368794326241136,0.9615384615384616,2,3,1.875340971085652,2092.316729003,298.4477260591765,180.13931805935297,17,8.34133371273345,5.627471383975026,19,8.00113883985057,5.004027183488547,2,-0.3401948728828792,-0.6234442004864791,3,Regeneração,2092.316729003,298.4477260591765,180.13931805935297,2147.900784003,293.41312894768424,149.129937211,55.58405499999981,-5.034597111492246,-31.009380848352976
88,23,0.054054054054054,0.1157556270096463,0.054054054054054,0.1157556270096463,3,1,3,1,288,334,0.0089820359281437,0.0034722222222222,0.8982035928143712,0.3472222222222222,2,2,0.550981370592149,2760.615956899,242.2151053774048,95.1554770998611,36,6.278617103744873,2.4362333313751985,38,5.784163516851533,2.256574156485152,2,-0.4944535868933402,-0.1796591748900464,2,Regeneração,2760.615956899,242.2151053774048,95.1554770998611,2883.877934899,243.03757453024608,93.77285083144736,123.261978,0.8224691528412791,-1.3826262684137447
89,2310,0.2,0.2718446601941747,0.2,0.2718446601941747,4,11,4,14,120,86,0.0465116279069767,0.1166666666666666,4.651162790697675,11.666666666666666,-7,-10,-7.015503875968991,3767.459476996,267.97529109082564,132.2357420998,41,29.006113975358065,22.085889570552148,34,23.33389880149065,16.290748898678416,-7,-5.672215173867407,-5.795140671873732,-10,Declínio,3767.459476996,267.97529109082564,132.2357420998,3206.367763,271.0307075037879,138.7990598787879,-561.0917139959997,3.055416412962245,6.56331777898788
90,2406,0.1044776119402985,0.1696428571428571,0.1044776119402985,0.1696428571428571,7,0,14,0,94,130,0.1076923076923077,0.0,10.76923076923077,0.0,7,14,10.76923076923077,2617.880057996,239.11031438134253,111.39264939986668,30,21.73560658758917,17.60159362549801,37,25.44512376613303,19.92924528301887,7,3.709517178543852,2.3276516575208603,14,Regeneração,2617.880057996,239.11031438134253,111.39264939986668,3093.771543996,237.62651218897292,110.24590562151351,475.8914860000005,-1.4838021923695806,-1.146743778353169
91,242,0.2195121951219512,0.4531835205992509,0.2195121951219512,0.4531835205992509,8,1,24,1,80,187,0.1283422459893048,0.0125,12.834224598930485,1.25,7,23,11.584224598930485,1716.010463,274.1652394117648,125.51708382352942,17,9.408301828104165,6.5979381443298974,24,9.34287928712545,4.810702985279955,7,-0.0654225409787123,-1.787235159049942,23,Regeneração,1716.010463,274.1652394117648,125.51708382352942,2222.450036,267.8301490434783,126.9477575,506.4395730000001,-6.335090368286501,1.430673676470576
92,2425,0.1139240506329113,0.1009174311926605,0.1139240506329113,0.1009174311926605,5,4,5,5,106,112,0.0446428571428571,0.0471698113207547,4.464285714285714,4.716981132075472,1,0,-0.2526954177897575,3248.332014996,240.70879881629017,112.60199273673685,39,23.361181735327328,12.21304347826087,40,24.690524474456627,13.260042283298098,1,1.329342739129299,1.0469988050372283,0,Estagnação,3248.332014996,240.70879881629017,112.60199273673685,3295.2788329960003,240.285295762278,109.36964510246152,46.94681800000035,-0.4235030540121727,-3.232347634275328
