UA,PD_ciclo1,MPD_ciclo1,MNTD_ciclo1,PD_ciclo2,MPD_ciclo2,MNTD_ciclo2,PD_delta,MPD_delta,MNTD_delta
297,3088.33007,286.3539985472371,105.23347170588237,3070.317601996,288.88691788612124,108.71515709078788,-18.012468003999857,2.532919338884142,3.481685384905518
30,3757.243206006,318.0786682865098,94.51433723558824,3684.990693006,301.38779793166856,89.4045482203,-72.25251299999991,-16.690870354841252,-5.109789015288243
301,1550.1600990000002,326.92752673333337,225.0148614,1603.3280060000002,306.830907030303,171.00407333333334,53.167907000000014,-20.096619703030342,-54.01078806666666
304,2122.531167,283.45318844444444,153.60960994736843,2468.511031,273.44651353359683,151.5530379565217,345.9798639999999,-10.006674910847607,-2.05657199084672
308,3657.596090996,370.6420619998095,105.3744205475238,4037.395695996,363.0089194983768,110.03275178252174,379.79960500000016,-7.633142501432701,4.658331234997945
3082,2609.214909996,239.478673192836,122.43954271414285,2940.8236689960004,237.44108111406348,103.61672583322222,331.6087590000002,-2.0375920787725192,-18.822816880920627
309,3528.069043996,325.67506288142494,96.79060577263635,3716.913024996,314.94956529861554,83.92326807991999,188.84398099999999,-10.725497582809396,-12.867337692716362
3097,3305.834486996,235.65823415057184,124.20608676305262,3045.802261996,234.11206687755555,111.23055138877776,-260.0322249999999,-1.5461672730162945,-12.97553537427487
310,4000.586992496,284.72443586874,135.09486879536362,3846.098308996,285.4271939823879,134.25629669038094,-154.4886835000002,0.7027581136479171,-0.8385721049826884
311,2992.8537335030005,238.1227297411417,81.87915711919048,3073.379148503,238.04423160161627,77.08411261377273,80.52541499999961,-0.07849813952543627,-4.795044505417749
312,3407.389853996,273.7857308267619,137.22518719433333,3731.276522496,289.58508584654123,104.42554693172728,323.8866684999998,15.799355019779341,-32.79964026260605
316,4254.876669902,332.7801822731698,96.16263878907408,4234.508214902,318.4016556835297,98.76872842660376,-20.368454999999813,-14.378526589640103,2.606089637529678
317,3453.901169899,299.06338757581744,114.91583909986112,3554.776168899,305.126078302615,136.46334298817646,100.87499900000012,6.062690726797541,21.547503888315347
318,3624.786063002,295.0146366817898,131.93078745991892,3690.522923002,295.96490806016817,130.97168548694594,65.73685999999998,0.9502713783783747,-0.9591019729729737
321,3204.6746860000003,261.6259205650793,115.26160594444444,3194.9370830000003,260.4854513619048,120.89649933333334,-9.737603000000036,-1.1404692031745185,5.634893388888898
