file,column,inferred_type
data/processed/forest_inventory/second_cycle_species_by_plot.csv,206,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1019,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,218,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,21,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,718,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,345,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,165,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,311,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,750,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,723,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,743,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1010,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,142,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,753,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,221,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,30,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1073,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,430,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,811,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,365,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,991,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1034,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,193,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,836,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,308,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,3309,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,123,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,464,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,495,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,939,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,383,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,450,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,328,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,949,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,941,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1047,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,982,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,907,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,739,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,321,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,49,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,465,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,566,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,167,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,796,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,352,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,174,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,143,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,2425,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,522,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1016,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,460,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1536,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,951,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,192,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,287,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,317,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,551,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,217,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,147,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,77,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,148,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,146,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,28,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,367,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,913,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,309,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,494,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,409,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,582,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,281,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,58,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,742,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,513,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,69,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,15,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,686,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,717,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,27,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1774,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,470,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,194,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,304,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,208,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,3082,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,70,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,59,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,384,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,571,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,318,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,97,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,517,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,887,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,992,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1056,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,95,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,468,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,424,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,113,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,669,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,491,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,390,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,39,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,261,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,682,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,638,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1074,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,934,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,285,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,955,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,974,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1027,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,340,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,134,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1026,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,41,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,747,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,427,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1013,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,415,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,519,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1072,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,425,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,584,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,2194,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1770,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,712,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,228,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,555,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,668,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,175,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,807,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1001,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1049,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,114,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,166,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,10,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,845,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1061,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,442,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1388,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,284,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,687,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,51,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,199,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,637,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,865,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,959,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1195,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,316,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,745,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,573,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,619,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,597,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,50,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,728,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,579,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1031,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,117,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,419,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1062,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,615,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,177,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,141,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,310,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,37,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,984,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,895,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,344,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1003,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,803,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,930,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,3097,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,89,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,894,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,2310,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,2001,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,736,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,377,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,40,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,170,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1191,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,714,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,852,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,395,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,336,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,516,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,690,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,537,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,789,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,119,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,602,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,413,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,172,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,385,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,732,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,211,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,636,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,575,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,945,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,191,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1187,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,246,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,85,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,523,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,392,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,2645,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,605,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,122,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,254,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1059,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,349,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1042,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,660,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,725,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,976,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,688,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,978,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,995,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1965,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,297,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1024,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,104,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1959,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,140,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,87,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1069,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,899,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,561,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,391,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,249,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,520,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,570,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,640,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,386,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,397,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1063,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,421,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,2179,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,438,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,403,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,529,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1052,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,2216,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1961,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,933,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,2406,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,98,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,631,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1068,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,242,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,23,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,251,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,526,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,279,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,429,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,369,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,938,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,979,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1619,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,81,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,74,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,2623,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,857,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,35,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,673,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,884,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,843,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,926,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,906,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,225,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,47,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,487,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,423,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,312,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,139,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,286,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,672,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,4,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1025,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,902,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,214,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,2530,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,642,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,1055,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,137,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,784,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,405,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,428,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,830,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,946,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,118,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,341,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,634,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,997,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,398,int64
data/processed/forest_inventory/second_cycle_species_by_plot.csv,188,int64
data/processed/plot_level/base_final_integrated_original.csv,Unnamed: 0,int64
data/processed/plot_level/base_final_integrated_original.csv,UA,int64
data/processed/plot_level/base_final_integrated_original.csv,sorensen,float64
data/processed/plot_level/base_final_integrated_original.csv,bray_curtis,float64
data/processed/plot_level/base_final_integrated_original.csv,legendre,float64
data/processed/plot_level/base_final_integrated_original.csv,podani,float64
data/processed/plot_level/base_final_integrated_original.csv,n_especies_ingresso,int64
data/processed/plot_level/base_final_integrated_original.csv,n_especies_egresso,int64
data/processed/plot_level/base_final_integrated_original.csv,abundancia_ingresso,int64
data/processed/plot_level/base_final_integrated_original.csv,abundancia_egresso,int64
data/processed/plot_level/base_final_integrated_original.csv,abund_total_c1,int64
data/processed/plot_level/base_final_integrated_original.csv,abund_total_c2,int64
data/processed/plot_level/base_final_integrated_original.csv,taxa_rel_ingresso,float64
data/processed/plot_level/base_final_integrated_original.csv,taxa_rel_egresso,float64
data/processed/plot_level/base_final_integrated_original.csv,taxa_rel_ingresso_pct,float64
data/processed/plot_level/base_final_integrated_original.csv,taxa_rel_egresso_pct,float64
data/processed/plot_level/base_final_integrated_original.csv,ganho_liquido_especies,int64
data/processed/plot_level/base_final_integrated_original.csv,ganho_liquido_individuos,int64
data/processed/plot_level/base_final_integrated_original.csv,taxa_liquida_abund_pct,float64
data/processed/plot_level/base_final_integrated_original.csv,PD,float64
data/processed/plot_level/base_final_integrated_original.csv,MPD,float64
data/processed/plot_level/base_final_integrated_original.csv,MNTD,float64
data/processed/plot_level/base_final_integrated_original.csv,q0_riqueza_c1,int64
data/processed/plot_level/base_final_integrated_original.csv,q1_shannon_c1,float64
data/processed/plot_level/base_final_integrated_original.csv,q2_simpson_c1,float64
data/processed/plot_level/base_final_integrated_original.csv,q0_riqueza_c2,int64
data/processed/plot_level/base_final_integrated_original.csv,q1_shannon_c2,float64
data/processed/plot_level/base_final_integrated_original.csv,q2_simpson_c2,float64
data/processed/plot_level/base_final_integrated_original.csv,diff_q0,int64
data/processed/plot_level/base_final_integrated_original.csv,diff_q1,float64
data/processed/plot_level/base_final_integrated_original.csv,diff_q2,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,UA,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,sorensen_div,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,bray_curtis_div,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,legendre_div,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,podani_div,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,n_especies_ingresso_div,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,n_especies_egresso_div,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,abundancia_ingresso_div,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,abundancia_egresso_div,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,abund_total_c1_div,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,abund_total_c2_div,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,taxa_rel_ingresso_div,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,taxa_rel_egresso_div,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,taxa_rel_ingresso_pct_div,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,taxa_rel_egresso_pct_div,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,ganho_liquido_especies_div,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,ganho_liquido_individuos_div,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,taxa_liquida_abund_pct_div,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,PD_div,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,MPD_div,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,MNTD_div,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,Unnamed: 0,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,sorensen_traj,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,bray_curtis_traj,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,legendre_traj,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,podani_traj,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,n_especies_ingresso_traj,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,n_especies_egresso_traj,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,abundancia_ingresso_traj,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,abundancia_egresso_traj,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,abund_total_c1_traj,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,abund_total_c2_traj,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,taxa_rel_ingresso_traj,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,taxa_rel_egresso_traj,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,taxa_rel_ingresso_pct_traj,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,taxa_rel_egresso_pct_traj,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,ganho_liquido_especies_traj,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,ganho_liquido_individuos_traj,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,taxa_liquida_abund_pct_traj,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,PD_traj,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,MPD_traj,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,MNTD_traj,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,q0_riqueza_c1,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,q1_shannon_c1,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,q2_simpson_c1,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,q0_riqueza_c2,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,q1_shannon_c2,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,q2_simpson_c2,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,diff_q0,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,diff_q1,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,diff_q2,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,ganho_liquido,int64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,trajetoria,object
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,PD_delta,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,MPD_delta,float64
data/processed/plot_level/pd_deltas_with_trajectory_original.csv,MNTD_delta,float64
data/processed/plot_level/phylogenetic_delta_original.csv,UA,int64
data/processed/plot_level/phylogenetic_delta_original.csv,PD_ciclo1,float64
data/processed/plot_level/phylogenetic_delta_original.csv,MPD_ciclo1,float64
data/processed/plot_level/phylogenetic_delta_original.csv,MNTD_ciclo1,float64
data/processed/plot_level/phylogenetic_delta_original.csv,PD_ciclo2,float64
data/processed/plot_level/phylogenetic_delta_original.csv,MPD_ciclo2,float64
data/processed/plot_level/phylogenetic_delta_original.csv,MNTD_ciclo2,float64
data/processed/plot_level/phylogenetic_delta_original.csv,PD_delta,float64
data/processed/plot_level/phylogenetic_delta_original.csv,MPD_delta,float64
data/processed/plot_level/phylogenetic_delta_original.csv,MNTD_delta,float64
data/processed/plot_level/phylogenetic_diversity_cycle1_original.csv,UA,int64
data/processed/plot_level/phylogenetic_diversity_cycle1_original.csv,PD,float64
data/processed/plot_level/phylogenetic_diversity_cycle1_original.csv,MPD,float64
data/processed/plot_level/phylogenetic_diversity_cycle1_original.csv,MNTD,float64
data/processed/plot_level/plot_level_taxonomic_phylogenetic_metrics.csv,row_id,int64
data/processed/plot_level/plot_level_taxonomic_phylogenetic_metrics.csv,sampling_unit,int64
data/processed/plot_level/plot_level_taxonomic_phylogenetic_metrics.csv,sorensen_dissimilarity,float64
